Seed 1656949570
ARCH 1|F_ID 2|LIMIT 3
before: 
2(267)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 571,  7,  8,  109, 1, 2, 439452, 11730.34, 0, 0.00, 1: 85; 2: 12; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  116, 1, 3, 439183, 11730.34, 240, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  116, 1, 3, 395675, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  116, 1, 3, 426012, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 444,  5, 12,  116, 1, 3, 463986, 11730.34, 2, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 238,  5, 12,  116, 1, 3, 464201, 11730.34, 32, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  116, 1, 3, 432247, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 195,  7,  8,  116, 1, 3, 439073, 11730.34, 16, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  116, 1, 3, 425996, 11730.34, 1, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 368,  5, 12,  116, 1, 3, 463889, 11730.34, 17, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  116, 1, 3, 439186, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 408,  5, 12,  116, 1, 3, 463973, 11730.34, 152, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 824,  7,  8,  116, 1, 3, 439194, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 402,  7,  8,  116, 1, 3, 439222, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 868,  5, 11,  116, 1, 3, 432227, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  116, 1, 3, 432343, 11730.34, 6, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 745,  5, 10,  116, 1, 3, 395675, 11730.34, 73, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 315,  5, 11,  116, 1, 3, 432186, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 160,  7,  8,  116, 1, 3, 439139, 11730.34, 6, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 161,  7,  8,  116, 1, 3, 439115, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 407,  5, 12,  116, 1, 3, 463650, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 325,  6,  9,  116, 1, 3, 426089, 11730.34, 85, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  116, 1, 3, 426035, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  116, 1, 3, 426100, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 319,  7,  8,  116, 1, 3, 439199, 11730.34, 0, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  116, 1, 3, 432216, 11730.34, 190, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  116, 1, 3, 432140, 11730.34, 255, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 779,  7,  8,  116, 1, 3, 439173, 11730.34, 17, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 838,  5, 12,  116, 1, 3, 464327, 11730.34, 0, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  116, 1, 3, 439281, 11730.34, 32, 0.00, 1: 80; 2: 15; 3: 2; 
Differentiation_of_T_lymphocytes, 876,  7,  8,  116, 1, 3, 439168, 11730.34, 50, 0.00, 1: 79; 2: 17; 3: 1; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  117, 1, 3, 463971, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  62,  8,  7,  117, 1, 3, 439227, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  64,  5, 10,  117, 1, 3, 395675, 11730.34, 176, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 686,  6,  9,  117, 1, 3, 426132, 11730.34, 32, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  57,  5, 11,  117, 1, 3, 432095, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 231,  8,  7,  117, 1, 3, 439186, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  71,  6,  9,  117, 1, 3, 425991, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  68,  5, 12,  117, 1, 3, 463954, 11730.34, 190, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  52,  8,  7,  117, 1, 3, 439132, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  67,  5, 12,  117, 1, 3, 464173, 11730.34, 16, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 599,  4, 14,  117, 1, 3, 439365, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  117, 1, 3, 395675, 11730.34, 190, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  51,  5, 11,  117, 1, 3, 432292, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  28,  4, 14,  117, 1, 3, 439207, 11730.34, 190, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  117, 1, 3, 439138, 11730.34, 183, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 995,  5, 12,  117, 1, 3, 464144, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  117, 1, 3, 432167, 11730.34, 239, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 830,  4, 13,  117, 1, 3, 410912, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 316,  5, 11,  117, 1, 3, 432222, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 644,  9,  6,  117, 1, 3, 426060, 11730.34, 190, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 664,  5, 12,  117, 1, 3, 463918, 11730.34, 152, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  117, 1, 3, 464133, 11730.34, 7, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 326,  9,  6,  117, 1, 3, 425996, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 989,  5, 10,  117, 1, 3, 395675, 11730.34, 85, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  117, 1, 3, 464152, 11730.34, 123, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 841,  5, 12,  117, 1, 3, 463923, 11730.34, 240, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 843,  7,  8,  117, 1, 3, 439311, 11730.34, 17, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 248,  4, 14,  117, 1, 3, 439147, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 339,  6,  9,  117, 1, 3, 425970, 11730.34, 17, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  32,  5, 11,  117, 1, 3, 432244, 11730.34, 5, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 270,  7,  8,  117, 1, 3, 439140, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 344,  5, 11,  117, 1, 3, 432049, 11730.34, 88, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 981,  7,  8,  117, 1, 3, 439179, 11730.34, 0, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 852,  6,  9,  117, 1, 3, 426042, 11730.34, 190, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 348,  4, 14,  117, 1, 3, 438903, 11730.34, 190, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 351,  9,  6,  117, 1, 3, 426114, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 854,  8,  7,  117, 1, 3, 439132, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 857,  8,  7,  117, 1, 3, 439037, 11730.34, 248, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 254,  7,  8,  117, 1, 3, 439049, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 861,  9,  6,  117, 1, 3, 426056, 11730.34, 85, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  117, 1, 3, 464323, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 602,  4, 14,  117, 1, 3, 439127, 11730.34, 123, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 523,  5, 10,  117, 1, 3, 395675, 11730.34, 17, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  117, 1, 3, 439273, 11730.34, 17, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  117, 1, 3, 410747, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 194,  5, 12,  117, 1, 3, 464115, 11730.34, 180, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 534,  6,  9,  117, 1, 3, 426185, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 501,  7,  8,  117, 1, 3, 439081, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  117, 1, 3, 463744, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  117, 1, 3, 426106, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  117, 1, 3, 426092, 11730.34, 238, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  117, 1, 3, 432104, 11730.34, 108, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  117, 1, 3, 426152, 11730.34, 0, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 174,  8,  7,  117, 1, 3, 439189, 11730.34, 0, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 723,  9,  6,  117, 1, 3, 426129, 11730.34, 17, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  117, 1, 3, 426112, 11730.34, 67, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 176,  5, 12,  117, 1, 3, 463885, 11730.34, 48, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 886,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  117, 1, 3, 463946, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 462,  9,  6,  117, 1, 3, 426077, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  117, 1, 3, 464046, 11730.34, 255, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  117, 1, 3, 426075, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 517,  7,  8,  117, 1, 3, 439295, 11730.34, 85, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 516,  8,  7,  117, 1, 3, 439241, 11730.34, 190, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 515,  6,  9,  117, 1, 3, 426253, 11730.34, 17, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 455,  5, 11,  117, 1, 3, 432212, 11730.34, 0, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 118,  7,  8,  117, 1, 3, 439116, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 461,  4, 14,  117, 1, 3, 439131, 11730.34, 85, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 460,  8,  7,  117, 1, 3, 439097, 11730.34, 190, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 929,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 459,  5, 11,  117, 1, 3, 432250, 11730.34, 17, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  117, 1, 3, 464296, 11730.34, 71, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  117, 1, 3, 463906, 11730.34, 32, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 152,  5, 10,  117, 1, 3, 395675, 11730.34, 152, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 771,  6,  9,  117, 1, 3, 425997, 11730.34, 17, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 569,  7,  8,  117, 1, 3, 439456, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  117, 1, 3, 432075, 11730.34, 157, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  117, 1, 3, 432243, 11730.34, 180, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 421,  4, 14,  117, 1, 3, 439271, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  117, 1, 3, 432022, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 422,  5, 12,  117, 1, 3, 464108, 11730.34, 0, 0.00, 1: 80; 2: 14; 3: 3; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  117, 1, 3, 439215, 11730.34, 17, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 147,  4, 14,  117, 1, 3, 439161, 11730.34, 16, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 552,  8,  7,  117, 1, 3, 439273, 11730.34, 32, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  117, 1, 3, 425937, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 427,  7,  8,  117, 1, 3, 439199, 11730.34, 109, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  117, 1, 3, 395675, 11730.34, 98, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  117, 1, 3, 463953, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 477,  7,  8,  117, 1, 3, 439219, 11730.34, 85, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 712,  5, 12,  117, 1, 3, 464067, 11730.34, 192, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  117, 1, 3, 464055, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 952,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 78; 2: 18; 3: 1; 
Differentiation_of_T_lymphocytes, 162,  4, 13,  117, 1, 3, 410758, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  117, 1, 3, 395675, 11730.34, 0, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes,  72,  6,  9,  117, 1, 3, 426013, 11730.34, 224, 0.00, 1: 79; 2: 16; 3: 2; 
Differentiation_of_T_lymphocytes, 919,  5, 12,  118, 1, 3, 464216, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  118, 1, 3, 395675, 11730.34, 123, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 814,  5, 10,  118, 1, 3, 395675, 11730.34, 32, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  118, 1, 3, 426151, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  118, 1, 3, 426114, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 819,  9,  6,  118, 1, 3, 426131, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 837,  5, 10,  118, 1, 3, 395675, 11730.34, 85, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 765,  4, 13,  118, 1, 3, 410755, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  118, 1, 3, 426059, 11730.34, 123, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 873,  5, 10,  118, 1, 3, 395675, 11730.34, 73, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 867,  4, 14,  118, 1, 3, 438952, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 780,  5, 10,  118, 1, 3, 395675, 11730.34, 190, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 770,  5, 11,  118, 1, 3, 432155, 11730.34, 123, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 781,  4, 14,  118, 1, 3, 438838, 11730.34, 85, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 690,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  118, 1, 3, 432182, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 786,  4, 14,  118, 1, 3, 439139, 11730.34, 123, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 863,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 999,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 761,  6,  9,  118, 1, 3, 426067, 11730.34, 0, 0.00, 1: 80; 2: 13; 3: 4; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  118, 1, 3, 432008, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  118, 1, 3, 464264, 11730.34, 70, 0.00, 1: 80; 2: 13; 3: 4; 
Differentiation_of_T_lymphocytes, 947,  4, 14,  118, 1, 3, 439227, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 678,  4, 14,  118, 1, 3, 439314, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 675,  6,  9,  118, 1, 3, 426061, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  118, 1, 3, 395675, 11730.34, 85, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 673,  4, 14,  118, 1, 3, 439286, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 986,  9,  6,  118, 1, 3, 426012, 11730.34, 123, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 753,  8,  7,  118, 1, 3, 439027, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 554,  5, 12,  118, 1, 3, 463950, 11730.34, 70, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 597,  8,  7,  118, 1, 3, 439224, 11730.34, 85, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 115,  4, 14,  118, 1, 3, 439080, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 370,  4, 13,  118, 1, 3, 410770, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 131,  4, 13,  118, 1, 3, 410754, 11730.34, 16, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  118, 1, 3, 410704, 11730.34, 17, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  118, 1, 3, 395675, 11730.34, 31, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 581,  5, 10,  118, 1, 3, 395675, 11730.34, 85, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 192,  4, 13,  118, 1, 3, 410769, 11730.34, 64, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 332,  5, 12,  118, 1, 3, 464058, 11730.34, 190, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 219,  7,  8,  118, 1, 3, 439127, 11730.34, 17, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  118, 1, 3, 426010, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 314,  6,  9,  118, 1, 3, 426033, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 312,  5, 11,  118, 1, 3, 432357, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  118, 1, 3, 464014, 11730.34, 190, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 512,  4, 14,  118, 1, 3, 439011, 11730.34, 240, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  118, 1, 3, 464012, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  118, 1, 3, 463911, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 280,  4, 13,  118, 1, 3, 410787, 11730.34, 24, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 519,  4, 14,  118, 1, 3, 439282, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 541,  5, 12,  118, 1, 3, 464171, 11730.34, 85, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  118, 1, 3, 432186, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 533,  5, 10,  118, 1, 3, 395675, 11730.34, 85, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 292,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 79; 2: 15; 3: 3; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  118, 1, 3, 432018, 11730.34, 51, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  118, 1, 3, 464115, 11730.34, 112, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 294,  5, 11,  118, 1, 3, 431801, 11730.34, 0, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes, 295,  5, 10,  118, 1, 3, 395675, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 481,  9,  6,  118, 1, 3, 426045, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 654,  7,  8,  118, 1, 3, 439274, 11730.34, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  118, 1, 3, 432074, 11730.34, 1, 0.00, 1: 78; 2: 17; 3: 2; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  118, 1, 3, 432050, 11730.34, 97, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  118, 1, 3, 426158, 11730.34, 190, 0.00, 1: 79; 2: 15; 3: 3; 
