Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
4(832)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  232, 0, 4, 570326, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 56; 3: 19; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 287,  6, 13,  250, 0, 4, 610118, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 42; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 927,  8,  9,  250, 0, 4, 570258, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 29; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  250, 0, 4, 557160, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 56; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 928,  6, 12,  250, 0, 4, 570329, 42936.14, 62, 0.00, 0: 1; 1: 44; 2: 54; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 588,  9,  8,  250, 0, 4, 570275, 42936.14, 61, 0.00, 0: 1; 1: 42; 2: 57; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  250, 0, 4, 605060, 42936.14, 0, 0.00, 0: 1; 1: 39; 2: 64; 3: 21; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 737,  9,  8,  250, 0, 4, 570288, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 54; 3: 29; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 110,  7, 10,  250, 0, 4, 557123, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 61; 3: 21; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  250, 0, 4, 610255, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 55; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 682,  6, 12,  250, 0, 4, 570277, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 48; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 855,  6, 12,  250, 0, 4, 570248, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 52; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 826, 10,  7,  250, 0, 4, 557163, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 49; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 684,  6, 13,  250, 0, 4, 609939, 42936.14, 46, 0.00, 0: 1; 1: 49; 2: 45; 3: 29; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 298,  6, 13,  250, 0, 4, 610130, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 57; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 463, 10,  7,  251, 0, 4, 557191, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 57; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 967,  6, 12,  251, 0, 4, 570255, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  251, 0, 4, 610096, 42936.14, 1, 0.00, 0: 1; 1: 48; 2: 49; 3: 23; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  251, 0, 4, 570306, 42936.14, 0, 0.00, 0: 1; 1: 39; 2: 60; 3: 28; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  251, 0, 4, 570242, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 31; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 484,  7, 10,  251, 0, 4, 557180, 42936.14, 58, 0.00, 0: 1; 1: 46; 2: 49; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 814,  6, 12,  251, 0, 4, 570305, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 48; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  251, 0, 4, 570273, 42936.14, 34, 0.00, 0: 1; 1: 42; 2: 57; 3: 25; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 291,  6, 13,  251, 0, 4, 610286, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 25; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 695,  7, 10,  251, 0, 4, 557151, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 49; 3: 32; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 511,  8,  9,  251, 0, 4, 570449, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 53; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  251, 0, 4, 570278, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 54; 3: 25; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 278,  6, 13,  251, 0, 4, 610335, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 27; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 809,  6, 13,  251, 0, 4, 610198, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 43; 3: 26; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  251, 0, 4, 570253, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  251, 0, 4, 570339, 42936.14, 25, 0.00, 0: 1; 1: 43; 2: 53; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 331,  9,  8,  251, 0, 4, 570272, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 52; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  251, 0, 4, 570271, 42936.14, 39, 0.00, 0: 1; 1: 43; 2: 55; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 772,  9,  8,  251, 0, 4, 570273, 42936.14, 12, 0.00, 0: 1; 1: 42; 2: 56; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 205,  9,  8,  251, 0, 4, 570318, 42936.14, 0, 0.00, 0: 1; 1: 36; 2: 66; 3: 25; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  251, 0, 4, 610296, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 42; 3: 31; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  251, 0, 4, 570216, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 31; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 619,  6, 13,  251, 0, 4, 610225, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 43; 3: 26; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  251, 0, 4, 570311, 42936.14, 25, 0.00, 0: 1; 1: 43; 2: 53; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  251, 0, 4, 610200, 42936.14, 0, 0.00, 0: 1; 1: 52; 2: 38; 3: 33; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 788,  6, 13,  251, 0, 4, 610228, 42936.14, 64, 0.00, 0: 1; 1: 45; 2: 54; 3: 22; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  251, 0, 4, 610346, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  251, 0, 4, 557132, 42936.14, 40, 0.00, 0: 1; 1: 46; 2: 49; 3: 29; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 789,  8,  9,  251, 0, 4, 570307, 42936.14, 0, 0.00, 0: 1; 1: 38; 2: 64; 3: 23; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 308,  7, 10,  251, 0, 4, 557143, 42936.14, 17, 0.00, 0: 1; 1: 47; 2: 47; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 158,  9,  8,  251, 0, 4, 570330, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 47; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  251, 0, 4, 557184, 42936.14, 51, 0.00, 0: 1; 1: 41; 2: 58; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 867,  7, 11,  251, 0, 4, 604820, 42936.14, 0, 0.00, 0: 1; 1: 40; 2: 59; 3: 27; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,   7, 10,  7,  251, 0, 4, 557190, 42936.14, 0, 0.00, 0: 1; 1: 40; 2: 62; 3: 21; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  252, 0, 4, 557170, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 52; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 218, 10,  7,  252, 0, 4, 557117, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 367,  9,  8,  252, 0, 4, 570276, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 55; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 913,  6, 13,  252, 0, 4, 610276, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 46; 3: 31; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  252, 0, 4, 557156, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  252, 0, 4, 570248, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 55; 3: 31; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  252, 0, 4, 557191, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  252, 0, 4, 610239, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 244,  6, 12,  252, 0, 4, 570296, 42936.14, 21, 0.00, 0: 1; 1: 47; 2: 47; 3: 29; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 426,  9,  8,  252, 0, 4, 570232, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 56; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  252, 0, 4, 570252, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 47; 3: 32; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 891,  7, 11,  252, 0, 4, 605017, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 52; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 320,  7, 11,  252, 0, 4, 604775, 42936.14, 21, 0.00, 0: 1; 1: 44; 2: 49; 3: 34; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 631,  6, 12,  252, 0, 4, 570339, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 52; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 709,  6, 13,  252, 0, 4, 610317, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 637,  6, 13,  252, 0, 4, 610298, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 57; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 597,  6, 13,  252, 0, 4, 610218, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 694,  6, 12,  252, 0, 4, 570302, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 53; 3: 23; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  252, 0, 4, 605054, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 42; 3: 36; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 620,  6, 12,  252, 0, 4, 570301, 42936.14, 42, 0.00, 0: 1; 1: 53; 2: 38; 3: 29; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 530,  6, 13,  252, 0, 4, 610201, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 47; 3: 29; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  252, 0, 4, 557182, 42936.14, 53, 0.00, 0: 1; 1: 41; 2: 57; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 770,  6, 12,  252, 0, 4, 570279, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  252, 0, 4, 610265, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 47; 3: 26; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 154,  6, 13,  252, 0, 4, 610359, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 45; 3: 27; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  252, 0, 4, 605097, 42936.14, 4, 0.00, 0: 1; 1: 44; 2: 55; 3: 22; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 860,  6, 13,  252, 0, 4, 610207, 42936.14, 9, 0.00, 0: 1; 1: 43; 2: 54; 3: 27; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 394,  9,  8,  252, 0, 4, 570314, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 57; 3: 24; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  253, 0, 4, 610098, 42936.14, 60, 0.00, 0: 1; 1: 47; 2: 46; 3: 30; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 763, 10,  7,  253, 0, 4, 557181, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 216,  6, 13,  253, 0, 4, 610263, 42936.14, 13, 0.00, 0: 1; 1: 44; 2: 52; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 496,  7, 10,  253, 0, 4, 557189, 42936.14, 33, 0.00, 0: 1; 1: 46; 2: 52; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 217,  7, 11,  253, 0, 4, 604993, 42936.14, 0, 0.00, 0: 1; 1: 40; 2: 55; 3: 33; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 918,  6, 12,  253, 0, 4, 570304, 42936.14, 0, 0.00, 0: 1; 1: 50; 2: 41; 3: 31; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  253, 0, 4, 570331, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 52; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 825,  6, 12,  253, 0, 4, 570321, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 50; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 568,  6, 12,  253, 0, 4, 570325, 42936.14, 39, 0.00, 0: 1; 1: 45; 2: 50; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 189,  7, 10,  253, 0, 4, 557154, 42936.14, 0, 0.00, 0: 1; 1: 39; 2: 60; 3: 26; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 104,  6, 13,  253, 0, 4, 610121, 42936.14, 5, 0.00, 0: 1; 1: 45; 2: 47; 3: 34; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 231,  9,  8,  253, 0, 4, 570322, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 54; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 257,  6, 12,  253, 0, 4, 570346, 42936.14, 0, 0.00, 0: 1; 1: 47; 2: 49; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  253, 0, 4, 570344, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 55; 3: 21; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  253, 0, 4, 557173, 42936.14, 15, 0.00, 0: 1; 1: 45; 2: 50; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 643, 10,  7,  253, 0, 4, 557138, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 55; 3: 24; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 622,  7, 10,  253, 0, 4, 557143, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 43; 3: 30; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 713,  7, 10,  253, 0, 4, 557191, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 46; 3: 24; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  253, 0, 4, 605028, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 50; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 983,  7, 10,  253, 0, 4, 557173, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  253, 0, 4, 570315, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 55; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 681,  8,  9,  253, 0, 4, 570286, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 56; 3: 28; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  253, 0, 4, 557210, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 55; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  253, 0, 4, 604743, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 57; 3: 26; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 473,  6, 13,  253, 0, 4, 609976, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 29; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  253, 0, 4, 570501, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 45; 3: 26; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 303,  6, 12,  253, 0, 4, 570396, 42936.14, 0, 0.00, 0: 1; 1: 40; 2: 58; 3: 27; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 987,  9,  8,  253, 0, 4, 570278, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 53; 3: 34; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 336,  7, 11,  253, 0, 4, 605091, 42936.14, 22, 0.00, 0: 1; 1: 42; 2: 53; 3: 31; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  254, 0, 4, 570331, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 43; 3: 32; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 876,  8,  9,  254, 0, 4, 570315, 42936.14, 24, 0.00, 0: 1; 1: 46; 2: 46; 3: 32; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  254, 0, 4, 570352, 42936.14, 64, 0.00, 0: 1; 1: 42; 2: 54; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  254, 0, 4, 557156, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 53; 3: 33; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  254, 0, 4, 605078, 42936.14, 51, 0.00, 0: 1; 1: 38; 2: 60; 3: 28; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 542, 10,  7,  254, 0, 4, 557188, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 51; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  254, 0, 4, 570289, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 50; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 612,  6, 13,  254, 0, 4, 610197, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 48; 3: 31; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  254, 0, 4, 610207, 42936.14, 62, 0.00, 0: 1; 1: 45; 2: 53; 3: 21; 4: 10; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  254, 0, 4, 610112, 42936.14, 47, 0.00, 0: 1; 1: 45; 2: 48; 3: 31; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 201,  9,  8,  254, 0, 4, 570282, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 47; 3: 36; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  254, 0, 4, 570318, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 55; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  254, 0, 4, 570344, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 25; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  254, 0, 4, 557110, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 55; 3: 23; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 717,  6, 12,  254, 0, 4, 570180, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 50; 3: 24; 4: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 237,  6, 12,  254, 0, 4, 570317, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 54; 3: 31; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  20,  6, 13,  254, 0, 4, 610301, 42936.14, 211, 0.00, 0: 1; 1: 40; 2: 56; 3: 30; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  254, 0, 4, 570296, 42936.14, 16, 0.00, 0: 1; 1: 41; 2: 56; 3: 27; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 880,  6, 12,  254, 0, 4, 570253, 42936.14, 62, 0.00, 0: 1; 1: 44; 2: 50; 3: 30; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  254, 0, 4, 610132, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 54; 3: 28; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  53,  7, 11,  254, 0, 4, 605025, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 24; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo,  39, 10,  7,  254, 0, 4, 557161, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 53; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  254, 0, 4, 570307, 42936.14, 0, 0.00, 0: 1; 1: 38; 2: 62; 3: 24; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 495,  6, 13,  254, 0, 4, 610306, 42936.14, 0, 0.00, 0: 1; 1: 48; 2: 45; 3: 28; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  254, 0, 4, 557156, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 46; 3: 35; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 908,  8,  9,  254, 0, 4, 570300, 42936.14, 57, 0.00, 0: 1; 1: 42; 2: 53; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  254, 0, 4, 570357, 42936.14, 58, 0.00, 0: 1; 1: 43; 2: 54; 3: 25; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  54,  6, 12,  255, 0, 4, 570246, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 57; 3: 24; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  255, 0, 4, 605038, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 52; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 509,  6, 13,  255, 0, 4, 610248, 42936.14, 0, 0.00, 0: 1; 1: 45; 2: 47; 3: 32; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  255, 0, 4, 570232, 42936.14, 16, 0.00, 0: 1; 1: 42; 2: 52; 3: 31; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  255, 0, 4, 570293, 42936.14, 62, 0.00, 0: 1; 1: 46; 2: 47; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  255, 0, 4, 557178, 42936.14, 0, 0.00, 0: 1; 1: 43; 2: 53; 3: 26; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  255, 0, 4, 610402, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 57; 3: 24; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  79,  6, 12,  255, 0, 4, 570318, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 47; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 476,  6, 13,  255, 0, 4, 610150, 42936.14, 66, 0.00, 0: 1; 1: 46; 2: 46; 3: 31; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  255, 0, 4, 570286, 42936.14, 65, 0.00, 0: 1; 1: 43; 2: 52; 3: 28; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  82, 10,  7,  255, 0, 4, 557196, 42936.14, 0, 0.00, 0: 1; 1: 49; 2: 39; 3: 36; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 230,  6, 12,  255, 0, 4, 570386, 42936.14, 0, 0.00, 0: 1; 1: 46; 2: 47; 3: 29; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  255, 0, 4, 570262, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 56; 3: 26; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  255, 0, 4, 610226, 42936.14, 0, 0.00, 0: 1; 1: 44; 2: 51; 3: 27; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 297,  7, 10,  255, 0, 4, 557153, 42936.14, 0, 0.00, 0: 1; 1: 42; 2: 54; 3: 27; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  255, 0, 4, 557179, 42936.14, 0, 0.00, 0: 1; 1: 41; 2: 54; 3: 30; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 984,  8,  9,  255, 0, 4, 570291, 42936.14, 64, 0.00, 0: 1; 1: 40; 2: 59; 3: 23; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 129,  7, 10,  255, 0, 4, 557189, 42936.14, 0, 0.00, 0: 1; 1: 39; 2: 57; 3: 30; 4: 3; 
