Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
12(775)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 428,  7,  7,   75, 1, 2, 382260, 9553.27, 114, 0.00, 1: 55; 2: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,   80, 1, 2, 375802, 9553.27, 0, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 384,  5, 10,   80, 1, 2, 388986, 9553.27, 192, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 989,  6,  8,   80, 1, 2, 375805, 9553.27, 85, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 863,  8,  6,   80, 1, 2, 375549, 9553.27, 0, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 705,  6,  8,   80, 1, 2, 375622, 9553.27, 91, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  53,  7,  7,   80, 1, 2, 381997, 9553.27, 85, 0.00, 1: 50; 2: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 655,  9,  5,   81, 1, 2, 355023, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 166,  9,  5,   81, 1, 2, 355066, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,   81, 1, 2, 355033, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,   81, 1, 2, 347182, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,   81, 1, 2, 388473, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  32,  6,  8,   81, 1, 2, 375677, 9553.27, 3, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  36,  9,  5,   81, 1, 2, 355055, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,   81, 1, 2, 381791, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  84,  9,  5,   81, 1, 2, 355019, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 909,  6,  8,   81, 1, 2, 375856, 9553.27, 85, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 910,  5,  9,   81, 1, 2, 355030, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,   81, 1, 2, 381821, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,   3,  9,  5,   81, 1, 2, 355011, 9553.27, 10, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,   81, 1, 2, 355213, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,   5,  7,  7,   81, 1, 2, 381927, 9553.27, 127, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 997,  4, 11,   81, 1, 2, 347182, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 562,  5,  9,   81, 1, 2, 355118, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 668,  5, 10,   81, 1, 2, 388871, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 212,  8,  6,   81, 1, 2, 375732, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  16,  9,  5,   81, 1, 2, 355048, 9553.27, 192, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 664,  5,  9,   81, 1, 2, 355105, 9553.27, 120, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 662,  6,  8,   81, 1, 2, 375591, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 925,  9,  5,   81, 1, 2, 355006, 9553.27, 85, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,   81, 1, 2, 382066, 9553.27, 97, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  74,  5, 10,   81, 1, 2, 388984, 9553.27, 87, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 748,  7,  7,   81, 1, 2, 382074, 9553.27, 117, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,   81, 1, 2, 388703, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,   81, 1, 2, 355075, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  71,  9,  5,   81, 1, 2, 354982, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,   81, 1, 2, 355086, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,   81, 1, 2, 389008, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 623,  8,  6,   81, 1, 2, 375578, 9553.27, 32, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,   81, 1, 2, 355102, 9553.27, 212, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  67,  4, 12,   81, 1, 2, 375256, 9553.27, 63, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,   81, 1, 2, 388739, 9553.27, 32, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 105,  9,  5,   81, 1, 2, 355089, 9553.27, 65, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,   81, 1, 2, 375869, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 738,  5,  9,   81, 1, 2, 355049, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  94,  5,  9,   81, 1, 2, 355067, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,   81, 1, 2, 355079, 9553.27, 98, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 969,  9,  5,   81, 1, 2, 355066, 9553.27, 180, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,   81, 1, 2, 388926, 9553.27, 48, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,   81, 1, 2, 355108, 9553.27, 85, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 977,  4, 12,   81, 1, 2, 375472, 9553.27, 180, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 980,  7,  7,   81, 1, 2, 381588, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 631,  4, 12,   81, 1, 2, 375844, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,   81, 1, 2, 375460, 9553.27, 80, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 756,  5,  9,   81, 1, 2, 355074, 9553.27, 32, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 132,  5,  9,   81, 1, 2, 354941, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 987,  8,  6,   81, 1, 2, 375552, 9553.27, 63, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,   81, 1, 2, 382025, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,   81, 1, 2, 375639, 9553.27, 50, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,   81, 1, 2, 375501, 9553.27, 66, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,   81, 1, 2, 389149, 9553.27, 69, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,   81, 1, 2, 375627, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 568,  6,  8,   81, 1, 2, 375837, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 641,  4, 12,   81, 1, 2, 375394, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 817,  5, 10,   81, 1, 2, 388845, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 444,  8,  6,   81, 1, 2, 375806, 9553.27, 2, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,   81, 1, 2, 388561, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 335,  4, 11,   81, 1, 2, 347182, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 318,  9,  5,   81, 1, 2, 355084, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,   81, 1, 2, 375897, 9553.27, 91, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,   81, 1, 2, 381853, 9553.27, 88, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,   81, 1, 2, 355092, 9553.27, 184, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 869,  5, 10,   81, 1, 2, 388592, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 465,  9,  5,   81, 1, 2, 355052, 9553.27, 91, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 439,  9,  5,   81, 1, 2, 355115, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 304,  8,  6,   81, 1, 2, 375638, 9553.27, 32, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 473,  7,  7,   81, 1, 2, 382050, 9553.27, 99, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,   81, 1, 2, 375632, 9553.27, 68, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 288,  5,  9,   81, 1, 2, 355077, 9553.27, 9, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 482,  4, 12,   81, 1, 2, 375224, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,   81, 1, 2, 388882, 9553.27, 85, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,   81, 1, 2, 355064, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 887,  8,  6,   81, 1, 2, 375598, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 492,  7,  7,   81, 1, 2, 382094, 9553.27, 32, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,   81, 1, 2, 389212, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 400,  9,  5,   81, 1, 2, 355074, 9553.27, 208, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,   81, 1, 2, 375620, 9553.27, 88, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 392,  4, 11,   81, 1, 2, 347182, 9553.27, 208, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 404,  9,  5,   81, 1, 2, 355032, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 391,  6,  8,   81, 1, 2, 375683, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,   81, 1, 2, 355100, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 389,  6,  8,   81, 1, 2, 375785, 9553.27, 85, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 386,  9,  5,   81, 1, 2, 355016, 9553.27, 88, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,   81, 1, 2, 354943, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,   81, 1, 2, 355045, 9553.27, 2, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,   81, 1, 2, 389092, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 842,  9,  5,   81, 1, 2, 355014, 9553.27, 208, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 848,  8,  6,   81, 1, 2, 375622, 9553.27, 144, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 366,  5,  9,   81, 1, 2, 355012, 9553.27, 52, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,   81, 1, 2, 389027, 9553.27, 68, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,   81, 1, 2, 375670, 9553.27, 9, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 351,  4, 11,   81, 1, 2, 347182, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 348,  9,  5,   81, 1, 2, 355102, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,   81, 1, 2, 347182, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 788,  4, 11,   81, 1, 2, 347182, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 517,  7,  7,   81, 1, 2, 382306, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,   81, 1, 2, 388686, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 509,  5,  9,   81, 1, 2, 355117, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 525,  5,  9,   81, 1, 2, 355058, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 507,  4, 12,   81, 1, 2, 375814, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,   81, 1, 2, 355099, 9553.27, 88, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 528,  5,  9,   81, 1, 2, 355330, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,   81, 1, 2, 355122, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 219,  4, 11,   81, 1, 2, 347182, 9553.27, 63, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 908,  4, 11,   81, 1, 2, 347182, 9553.27, 211, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 888,  5,  9,   81, 1, 2, 355048, 9553.27, 0, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 686,  4, 11,   81, 1, 2, 347182, 9553.27, 67, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,   81, 1, 2, 381968, 9553.27, 88, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 272,  5, 10,   81, 1, 2, 389090, 9553.27, 80, 0.00, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,   82, 1, 2, 355046, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 435,  9,  5,   82, 1, 2, 355090, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,   82, 1, 2, 375584, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 191,  4, 12,   82, 1, 2, 375658, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 636,  4, 12,   82, 1, 2, 375577, 9553.27, 1, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,   82, 1, 2, 375772, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,   82, 1, 2, 375772, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  40,  6,  8,   82, 1, 2, 375482, 9553.27, 32, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 827,  4, 12,   82, 1, 2, 375634, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,   82, 1, 2, 355116, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  45,  4, 12,   82, 1, 2, 375622, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,   82, 1, 2, 355064, 9553.27, 101, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 550,  7,  7,   82, 1, 2, 381863, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 981,  4, 12,   82, 1, 2, 375668, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,   82, 1, 2, 355096, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 357,  8,  6,   82, 1, 2, 375597, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 985,  4, 12,   82, 1, 2, 375681, 9553.27, 101, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,   82, 1, 2, 375684, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,   82, 1, 2, 354924, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,   82, 1, 2, 375672, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 213,  7,  7,   82, 1, 2, 382023, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,   82, 1, 2, 375688, 9553.27, 198, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,   4,  4, 12,   82, 1, 2, 375925, 9553.27, 125, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,   82, 1, 2, 375627, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,   82, 1, 2, 354964, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,   82, 1, 2, 375483, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,   82, 1, 2, 355057, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 783,  5,  9,   82, 1, 2, 355073, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 714,  4, 12,   82, 1, 2, 375651, 9553.27, 88, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 387,  4, 11,   82, 1, 2, 347182, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 422,  5,  9,   82, 1, 2, 355110, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 663,  9,  5,   82, 1, 2, 355104, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,   82, 1, 2, 355030, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 660,  4, 12,   82, 1, 2, 375709, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 195,  4, 11,   82, 1, 2, 347182, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,   82, 1, 2, 375675, 9553.27, 144, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 803,  4, 12,   82, 1, 2, 375760, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,   82, 1, 2, 382055, 9553.27, 91, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  27,  4, 11,   82, 1, 2, 347182, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  30,  5,  9,   82, 1, 2, 355107, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,   82, 1, 2, 355045, 9553.27, 2, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 951,  4, 11,   82, 1, 2, 347182, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 347,  8,  6,   82, 1, 2, 375395, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 245,  6,  8,   82, 1, 2, 375270, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 108,  7,  7,   82, 1, 2, 381938, 9553.27, 32, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,   82, 1, 2, 388386, 9553.27, 51, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 471,  4, 11,   82, 1, 2, 347182, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,   82, 1, 2, 375665, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 119,  4, 12,   82, 1, 2, 375564, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,   82, 1, 2, 388916, 9553.27, 32, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,   82, 1, 2, 347182, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 806,  4, 12,   82, 1, 2, 375555, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 567,  7,  7,   82, 1, 2, 381873, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,   82, 1, 2, 347182, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,   82, 1, 2, 388884, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,   82, 1, 2, 347182, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 694,  4, 12,   82, 1, 2, 375681, 9553.27, 32, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,   82, 1, 2, 375630, 9553.27, 80, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 948,  4, 12,   82, 1, 2, 375672, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 486,  4, 12,   82, 1, 2, 375777, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,   82, 1, 2, 375595, 9553.27, 63, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,   82, 1, 2, 389145, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 149,  4, 11,   82, 1, 2, 347182, 9553.27, 85, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 274,  4, 11,   82, 1, 2, 347182, 9553.27, 88, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,   82, 1, 2, 388920, 9553.27, 0, 0.00, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 325,  5, 10,   82, 1, 2, 388455, 9553.27, 85, 0.00, 1: 48; 2: 17; 
