Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
02(559)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,   79, 1, 2, 381568, 10202.19, 84, 0.00, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 142,  4, 12,   89, 1, 2, 375748, 10202.19, 0, 0.00, 1: 41; 2: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 387,  4, 11,   89, 1, 2, 347182, 10202.19, 116, 0.00, 1: 41; 2: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca,  88,  4, 12,   89, 1, 2, 375721, 10202.19, 56, 0.00, 1: 41; 2: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 500,  4, 11,   89, 1, 2, 347182, 10202.19, 21, 0.00, 1: 41; 2: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca,  52,  4, 11,   89, 1, 2, 347182, 10202.19, 89, 0.00, 1: 41; 2: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 821,  4, 12,   90, 1, 2, 375818, 10202.19, 0, 0.00, 1: 40; 2: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 755,  4, 11,   90, 1, 2, 347182, 10202.19, 98, 0.00, 1: 40; 2: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca,  90,  4, 12,   90, 1, 2, 375753, 10202.19, 84, 0.00, 1: 40; 2: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,   90, 1, 2, 347182, 10202.19, 0, 0.00, 1: 40; 2: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 106,  4, 11,   90, 1, 2, 347182, 10202.19, 75, 0.00, 1: 40; 2: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca,  31,  4, 11,   91, 1, 2, 347182, 10202.19, 0, 0.00, 1: 39; 2: 26; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,   91, 1, 2, 375574, 10202.19, 84, 0.00, 1: 39; 2: 26; 
Treatment_of_Castration-Resistant_Prostate_Ca, 543,  4, 12,   92, 1, 2, 375481, 10202.19, 0, 0.00, 1: 38; 2: 27; 
Treatment_of_Castration-Resistant_Prostate_Ca, 201,  8,  6,   80, 1, 3, 375668, 10202.19, 26, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,   80, 1, 3, 375616, 10202.19, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,   80, 1, 3, 375826, 10202.19, 127, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,   81, 1, 3, 381361, 10202.19, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 343,  7,  7,   81, 1, 3, 382046, 10202.19, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,   81, 1, 3, 388779, 10202.19, 5, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 535,  7,  7,   81, 1, 3, 381714, 10202.19, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 746,  5, 10,   81, 1, 3, 388828, 10202.19, 105, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   6,  5,  9,   81, 1, 3, 355019, 10202.19, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,   81, 1, 3, 375551, 10202.19, 70, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,   82, 1, 3, 388792, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,   82, 1, 3, 388596, 10202.19, 8, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  69,  6,  8,   82, 1, 3, 375903, 10202.19, 85, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 475,  5, 10,   82, 1, 3, 388657, 10202.19, 116, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 483,  8,  6,   82, 1, 3, 375695, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 630,  5, 10,   82, 1, 3, 389008, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  16,  9,  5,   82, 1, 3, 355207, 10202.19, 192, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 866,  8,  6,   82, 1, 3, 375756, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,   82, 1, 3, 375676, 10202.19, 34, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 961,  7,  7,   82, 1, 3, 381714, 10202.19, 116, 0.00, 1: 50; 2: 13; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 926,  5, 10,   82, 1, 3, 388872, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 713,  5, 10,   82, 1, 3, 388908, 10202.19, 27, 0.00, 1: 50; 2: 13; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,   82, 1, 3, 381823, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 385,  8,  6,   82, 1, 3, 375397, 10202.19, 26, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 773,  8,  6,   82, 1, 3, 375614, 10202.19, 85, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,   82, 1, 3, 381693, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,   82, 1, 3, 388868, 10202.19, 68, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,   82, 1, 3, 375854, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 982,  7,  7,   82, 1, 3, 382075, 10202.19, 0, 0.00, 1: 49; 2: 15; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 763,  7,  7,   83, 1, 3, 382046, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 175,  8,  6,   83, 1, 3, 375710, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,   83, 1, 3, 355075, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 169,  5,  9,   83, 1, 3, 355069, 10202.19, 65, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 436,  5, 10,   83, 1, 3, 389014, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 157,  9,  5,   83, 1, 3, 355063, 10202.19, 85, 0.00, 1: 49; 2: 14; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 361,  6,  8,   83, 1, 3, 375730, 10202.19, 65, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,   83, 1, 3, 381904, 10202.19, 89, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 272,  5, 10,   83, 1, 3, 388762, 10202.19, 80, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,   83, 1, 3, 355027, 10202.19, 85, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,   83, 1, 3, 388777, 10202.19, 89, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 684,  7,  7,   83, 1, 3, 382044, 10202.19, 50, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 715,  5,  9,   83, 1, 3, 354937, 10202.19, 116, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,   83, 1, 3, 388801, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,   83, 1, 3, 375835, 10202.19, 144, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 668,  5, 10,   83, 1, 3, 388666, 10202.19, 89, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 360,  9,  5,   83, 1, 3, 355074, 10202.19, 32, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 756,  5,  9,   83, 1, 3, 355130, 10202.19, 32, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 362,  6,  8,   83, 1, 3, 375490, 10202.19, 90, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,   83, 1, 3, 389013, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 736,  8,  6,   83, 1, 3, 375657, 10202.19, 13, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 650,  5,  9,   83, 1, 3, 355122, 10202.19, 0, 0.00, 1: 49; 2: 14; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 546,  4, 12,   83, 1, 3, 375660, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,   83, 1, 3, 388972, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 975,  9,  5,   83, 1, 3, 355099, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,   83, 1, 3, 382229, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,   83, 1, 3, 375684, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,   83, 1, 3, 355108, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  84,  9,  5,   83, 1, 3, 355017, 10202.19, 89, 0.00, 1: 49; 2: 14; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 818,  5,  9,   83, 1, 3, 355068, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,   83, 1, 3, 375656, 10202.19, 84, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 871,  9,  5,   83, 1, 3, 355005, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 831,  7,  7,   83, 1, 3, 382035, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,   83, 1, 3, 375774, 10202.19, 84, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 993,  5,  9,   83, 1, 3, 355103, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,   83, 1, 3, 375749, 10202.19, 116, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,   83, 1, 3, 355041, 10202.19, 0, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 876,  7,  7,   83, 1, 3, 382161, 10202.19, 32, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  29,  6,  8,   83, 1, 3, 375347, 10202.19, 85, 0.00, 1: 48; 2: 16; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 930,  9,  5,   83, 1, 3, 355095, 10202.19, 0, 0.00, 1: 49; 2: 14; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 860,  9,  5,   84, 1, 3, 355021, 10202.19, 89, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,   84, 1, 3, 355071, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 867,  5,  9,   84, 1, 3, 355052, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,   84, 1, 3, 381845, 10202.19, 89, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 253,  8,  6,   84, 1, 3, 375630, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 566,  9,  5,   84, 1, 3, 354986, 10202.19, 0, 0.00, 1: 48; 2: 15; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 679,  5, 10,   84, 1, 3, 388867, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,   84, 1, 3, 382130, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 251,  5,  9,   84, 1, 3, 355082, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,   84, 1, 3, 354809, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 731,  5,  9,   84, 1, 3, 355075, 10202.19, 116, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,   84, 1, 3, 388844, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,   84, 1, 3, 355075, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 967,  8,  6,   84, 1, 3, 375503, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 330,  9,  5,   84, 1, 3, 354979, 10202.19, 84, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  30,  5,  9,   84, 1, 3, 355118, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,   84, 1, 3, 355048, 10202.19, 0, 0.00, 1: 48; 2: 15; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 534,  5,  9,   84, 1, 3, 354996, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,   84, 1, 3, 355013, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 309,  9,  5,   84, 1, 3, 354701, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 688,  9,  5,   84, 1, 3, 355033, 10202.19, 99, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,   84, 1, 3, 355033, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 262,  5,  9,   84, 1, 3, 355074, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,   84, 1, 3, 381743, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,   84, 1, 3, 382128, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,   84, 1, 3, 375836, 10202.19, 0, 0.00, 1: 48; 2: 15; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 289,  8,  6,   84, 1, 3, 375193, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 288,  5,  9,   84, 1, 3, 355034, 10202.19, 9, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 220,  5,  9,   84, 1, 3, 355038, 10202.19, 89, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,   84, 1, 3, 355087, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 629,  8,  6,   84, 1, 3, 375638, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 886,  7,  7,   84, 1, 3, 381722, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 761,  9,  5,   84, 1, 3, 355082, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,   84, 1, 3, 388814, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,   84, 1, 3, 375777, 10202.19, 64, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,   84, 1, 3, 355007, 10202.19, 116, 0.00, 1: 48; 2: 15; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 214,  7,  7,   84, 1, 3, 381593, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 624,  9,  5,   84, 1, 3, 355091, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 824,  5, 10,   84, 1, 3, 388699, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  72,  9,  5,   84, 1, 3, 355018, 10202.19, 160, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  50,  9,  5,   84, 1, 3, 355056, 10202.19, 87, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 502,  5, 10,   84, 1, 3, 388860, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,   84, 1, 3, 375643, 10202.19, 32, 0.00, 1: 48; 2: 15; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,   84, 1, 3, 388735, 10202.19, 115, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 173,  4, 11,   84, 1, 3, 347182, 10202.19, 82, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,   84, 1, 3, 355090, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 613,  6,  8,   84, 1, 3, 375612, 10202.19, 0, 0.00, 1: 47; 2: 17; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,   85, 1, 3, 375576, 10202.19, 116, 0.00, 1: 48; 2: 14; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 781,  6,  8,   85, 1, 3, 375779, 10202.19, 85, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   8,  5,  9,   85, 1, 3, 354939, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,   85, 1, 3, 389003, 10202.19, 16, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 147,  5,  9,   85, 1, 3, 355042, 10202.19, 115, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 279,  4, 12,   85, 1, 3, 375579, 10202.19, 0, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,   85, 1, 3, 355055, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,   85, 1, 3, 355045, 10202.19, 0, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 103,  4, 12,   85, 1, 3, 375422, 10202.19, 0, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,   85, 1, 3, 355087, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 131,  5, 10,   85, 1, 3, 389212, 10202.19, 115, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  10,  9,  5,   85, 1, 3, 355146, 10202.19, 11, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 544,  5,  9,   85, 1, 3, 355062, 10202.19, 6, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  75,  4, 12,   85, 1, 3, 375776, 10202.19, 116, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 719,  4, 11,   85, 1, 3, 347182, 10202.19, 0, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,   85, 1, 3, 388750, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 252,  9,  5,   85, 1, 3, 355103, 10202.19, 255, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  15,  9,  5,   85, 1, 3, 354969, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 738,  5,  9,   85, 1, 3, 355117, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  24,  9,  5,   85, 1, 3, 355034, 10202.19, 192, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,   85, 1, 3, 389067, 10202.19, 48, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,   85, 1, 3, 375818, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,   85, 1, 3, 355074, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,   85, 1, 3, 388874, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,   85, 1, 3, 389075, 10202.19, 85, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 241,  4, 12,   85, 1, 3, 375771, 10202.19, 0, 0.00, 1: 47; 2: 16; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 439,  9,  5,   85, 1, 3, 355022, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,   85, 1, 3, 355089, 10202.19, 37, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,   85, 1, 3, 375761, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 605,  4, 11,   85, 1, 3, 347182, 10202.19, 85, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 389,  6,  8,   85, 1, 3, 375734, 10202.19, 85, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 940,  5,  9,   85, 1, 3, 355092, 10202.19, 82, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,   85, 1, 3, 388969, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 610,  4, 12,   85, 1, 3, 375580, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 482,  4, 12,   85, 1, 3, 375510, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,   85, 1, 3, 375658, 10202.19, 66, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 491,  6,  8,   85, 1, 3, 375805, 10202.19, 68, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,   85, 1, 3, 388927, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 408,  7,  7,   85, 1, 3, 382053, 10202.19, 120, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 588,  4, 12,   85, 1, 3, 375388, 10202.19, 89, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 586,  7,  7,   85, 1, 3, 381767, 10202.19, 84, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 499,  4, 11,   85, 1, 3, 347182, 10202.19, 0, 0.00, 1: 46; 2: 18; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 920,  4, 12,   85, 1, 3, 375670, 10202.19, 120, 0.00, 1: 46; 2: 18; 3: 1; 
