Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
2(436)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 500,  8,  7,  117, 1, 2, 439055, 9903.41, 36, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes,  71,  6,  9,  123, 1, 3, 426063, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  123, 1, 3, 464020, 9903.41, 0, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 628,  8,  7,  123, 1, 3, 439222, 9903.41, 255, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  123, 1, 3, 426053, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 555,  6,  9,  123, 1, 3, 426104, 9903.41, 78, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 775,  9,  6,  123, 1, 3, 426074, 9903.41, 0, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 591,  9,  6,  123, 1, 3, 426238, 9903.41, 0, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 433,  6,  9,  123, 1, 3, 426094, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 984,  8,  7,  123, 1, 3, 439180, 9903.41, 216, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 645,  6,  9,  123, 1, 3, 426192, 9903.41, 85, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  123, 1, 3, 464184, 9903.41, 255, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 304,  8,  7,  123, 1, 3, 439228, 9903.41, 18, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  123, 1, 3, 439439, 9903.41, 242, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  123, 1, 3, 463876, 9903.41, 242, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  123, 1, 3, 432330, 9903.41, 77, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 226,  5, 12,  123, 1, 3, 463715, 9903.41, 0, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  123, 1, 3, 426091, 9903.41, 85, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 845,  5, 12,  123, 1, 3, 464124, 9903.41, 85, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,  36,  7,  8,  123, 1, 3, 438930, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  123, 1, 3, 426221, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 944,  5, 12,  123, 1, 3, 464129, 9903.41, 2, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 446,  5, 12,  123, 1, 3, 464231, 9903.41, 0, 0.00, 1: 74; 2: 20; 3: 3; 
Differentiation_of_T_lymphocytes, 275,  6,  9,  123, 1, 3, 426133, 9903.41, 241, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 388,  8,  7,  123, 1, 3, 439070, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 709,  9,  6,  123, 1, 3, 426143, 9903.41, 85, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 376,  8,  7,  123, 1, 3, 439604, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  123, 1, 3, 439058, 9903.41, 143, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 177,  7,  8,  123, 1, 3, 439083, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 622,  8,  7,  123, 1, 3, 439113, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 993,  9,  6,  123, 1, 3, 426177, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 932,  9,  6,  123, 1, 3, 426116, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  123, 1, 3, 395675, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 931,  7,  8,  123, 1, 3, 439068, 9903.41, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,  34,  5, 11,  124, 1, 3, 432014, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  124, 1, 3, 463894, 9903.41, 32, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 960,  9,  6,  124, 1, 3, 426212, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 547,  6,  9,  124, 1, 3, 426193, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  124, 1, 3, 432119, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  49,  5, 12,  124, 1, 3, 463754, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 618,  5, 12,  124, 1, 3, 464117, 9903.41, 70, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 664,  5, 12,  124, 1, 3, 464176, 9903.41, 152, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  68,  5, 12,  124, 1, 3, 463973, 9903.41, 143, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 938,  5, 12,  124, 1, 3, 464239, 9903.41, 76, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  31,  6,  9,  124, 1, 3, 425946, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 918,  6,  9,  124, 1, 3, 425980, 9903.41, 0, 0.00, 1: 73; 2: 21; 3: 3; 
Differentiation_of_T_lymphocytes, 981,  7,  8,  124, 1, 3, 439062, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  124, 1, 3, 464298, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 662,  7,  8,  124, 1, 3, 439291, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 184,  6,  9,  124, 1, 3, 426012, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 850,  9,  6,  124, 1, 3, 425931, 9903.41, 77, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  124, 1, 3, 426068, 9903.41, 7, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  124, 1, 3, 464219, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  124, 1, 3, 425994, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 482,  6,  9,  124, 1, 3, 426189, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 479,  6,  9,  124, 1, 3, 425980, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  124, 1, 3, 426101, 9903.41, 134, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  124, 1, 3, 439199, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 307,  5, 11,  124, 1, 3, 432160, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 229,  7,  8,  124, 1, 3, 439345, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  124, 1, 3, 432250, 9903.41, 51, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 694,  7,  8,  124, 1, 3, 439479, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 247,  5, 10,  124, 1, 3, 395675, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 262,  9,  6,  124, 1, 3, 426134, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 265,  9,  6,  124, 1, 3, 426158, 9903.41, 217, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  124, 1, 3, 432500, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 872,  6,  9,  124, 1, 3, 426188, 9903.41, 32, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 545,  6,  9,  124, 1, 3, 426009, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  124, 1, 3, 426093, 9903.41, 143, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  124, 1, 3, 439256, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 398,  6,  9,  124, 1, 3, 426130, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 132,  5, 11,  124, 1, 3, 431996, 9903.41, 143, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 145,  5, 12,  124, 1, 3, 464332, 9903.41, 152, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  124, 1, 3, 439156, 9903.41, 32, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  124, 1, 3, 426104, 9903.41, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  124, 1, 3, 426245, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  124, 1, 3, 432143, 9903.41, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 747,  6,  9,  124, 1, 3, 426080, 9903.41, 49, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 508,  5, 11,  124, 1, 3, 432135, 9903.41, 2, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 860,  5, 10,  124, 1, 3, 395675, 9903.41, 143, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 859,  8,  7,  124, 1, 3, 439043, 9903.41, 242, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 857,  8,  7,  124, 1, 3, 439054, 9903.41, 216, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 995,  5, 12,  125, 1, 3, 463792, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 754,  7,  8,  125, 1, 3, 439420, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 791,  5, 12,  125, 1, 3, 464101, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 974,  9,  6,  125, 1, 3, 425953, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 734,  5, 11,  125, 1, 3, 431970, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,   1,  5, 11,  125, 1, 3, 432107, 9903.41, 2, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  125, 1, 3, 395675, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  125, 1, 3, 463457, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 814,  5, 10,  125, 1, 3, 395675, 9903.41, 32, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 615,  5, 12,  125, 1, 3, 464137, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 822,  5, 12,  125, 1, 3, 464391, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 958,  5, 12,  125, 1, 3, 463972, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  125, 1, 3, 463570, 9903.41, 82, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  125, 1, 3, 425889, 9903.41, 208, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 671,  6,  9,  125, 1, 3, 426080, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 663,  7,  8,  125, 1, 3, 439287, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 657,  5, 11,  125, 1, 3, 432041, 9903.41, 207, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 880,  9,  6,  125, 1, 3, 426322, 9903.41, 8, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 892,  4, 14,  125, 1, 3, 439255, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 894,  7,  8,  125, 1, 3, 439200, 9903.41, 255, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 905,  7,  8,  125, 1, 3, 439286, 9903.41, 208, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 633,  5, 11,  125, 1, 3, 432268, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 245,  5, 11,  125, 1, 3, 432221, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  125, 1, 3, 464129, 9903.41, 125, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes,  47,  5, 10,  125, 1, 3, 395675, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  45,  8,  7,  125, 1, 3, 439067, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  125, 1, 3, 464448, 9903.41, 241, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  125, 1, 3, 426133, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  125, 1, 3, 464065, 9903.41, 242, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  43,  5, 11,  125, 1, 3, 432301, 9903.41, 52, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 210,  5, 12,  125, 1, 3, 464163, 9903.41, 134, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  125, 1, 3, 432293, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 107,  8,  7,  125, 1, 3, 439246, 9903.41, 56, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 467,  6,  9,  125, 1, 3, 426167, 9903.41, 242, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 222,  7,  8,  125, 1, 3, 438915, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  125, 1, 3, 463766, 9903.41, 32, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  125, 1, 3, 426248, 9903.41, 43, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  125, 1, 3, 464054, 9903.41, 112, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 256,  5, 10,  125, 1, 3, 395675, 9903.41, 224, 0.00, 1: 72; 2: 22; 3: 3; 
Differentiation_of_T_lymphocytes, 510,  5, 11,  125, 1, 3, 432363, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  84,  5, 10,  125, 1, 3, 395675, 9903.41, 143, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 267,  8,  7,  125, 1, 3, 439060, 9903.41, 241, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  21,  5, 10,  125, 1, 3, 395675, 9903.41, 85, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 483,  5, 11,  125, 1, 3, 432212, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 485,  5, 10,  125, 1, 3, 395675, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  125, 1, 3, 432272, 9903.41, 143, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  24,  9,  6,  125, 1, 3, 426068, 9903.41, 224, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 293,  5, 12,  125, 1, 3, 463600, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 552,  8,  7,  125, 1, 3, 439397, 9903.41, 32, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 394,  9,  6,  125, 1, 3, 426040, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 164,  6,  9,  125, 1, 3, 426065, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 169,  7,  8,  125, 1, 3, 439590, 9903.41, 68, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 117,  9,  6,  125, 1, 3, 426226, 9903.41, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  125, 1, 3, 432416, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  125, 1, 3, 463874, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 186,  7,  8,  125, 1, 3, 439282, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 443,  5, 12,  125, 1, 3, 464112, 9903.41, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  126, 1, 3, 463778, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  126, 1, 3, 439376, 9903.41, 208, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  126, 1, 3, 432341, 9903.41, 1, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 335,  4, 13,  126, 1, 3, 410713, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  126, 1, 3, 463889, 9903.41, 71, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 299,  8,  7,  126, 1, 3, 439012, 9903.41, 120, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 678,  4, 14,  126, 1, 3, 439369, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  126, 1, 3, 395675, 9903.41, 82, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 422,  5, 12,  126, 1, 3, 464380, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 431,  5, 12,  126, 1, 3, 464410, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  126, 1, 3, 432307, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 418,  4, 14,  126, 1, 3, 439113, 9903.41, 0, 0.00, 1: 71; 2: 23; 3: 3; 
Differentiation_of_T_lymphocytes, 384,  5, 11,  126, 1, 3, 432238, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  126, 1, 3, 426142, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes,  26,  5, 10,  126, 1, 3, 395675, 9903.41, 77, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 735,  5, 11,  126, 1, 3, 432310, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 956,  4, 14,  126, 1, 3, 439226, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 135,  6,  9,  126, 1, 3, 426209, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  39,  8,  7,  126, 1, 3, 439087, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 469,  5, 10,  126, 1, 3, 395675, 9903.41, 85, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 309,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  126, 1, 3, 464114, 9903.41, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  55,  8,  7,  126, 1, 3, 438952, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 782,  7,  8,  126, 1, 3, 439249, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 690,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  126, 1, 3, 432070, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 466,  5, 11,  126, 1, 3, 432243, 9903.41, 77, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 317,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  54,  6,  9,  126, 1, 3, 426285, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 322,  4, 13,  126, 1, 3, 410782, 9903.41, 77, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 318,  5, 11,  126, 1, 3, 432037, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  126, 1, 3, 432133, 9903.41, 82, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 528,  5, 11,  126, 1, 3, 432034, 9903.41, 0, 0.00, 1: 72; 2: 21; 3: 4; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  126, 1, 3, 410727, 9903.41, 207, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 640,  5, 11,  126, 1, 3, 432111, 9903.41, 112, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 198,  5, 11,  126, 1, 3, 432149, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  126, 1, 3, 439224, 9903.41, 242, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 195,  7,  8,  126, 1, 3, 439121, 9903.41, 241, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  126, 1, 3, 432377, 9903.41, 255, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 629,  5, 11,  126, 1, 3, 432321, 9903.41, 255, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  17,  9,  6,  126, 1, 3, 426039, 9903.41, 212, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 668,  5, 12,  126, 1, 3, 464024, 9903.41, 143, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 896,  4, 14,  126, 1, 3, 439467, 9903.41, 112, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  126, 1, 3, 395675, 9903.41, 31, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 578,  5, 10,  126, 1, 3, 395675, 9903.41, 77, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 127,  9,  6,  126, 1, 3, 426036, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 151,  5, 10,  126, 1, 3, 395675, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  126, 1, 3, 464276, 9903.41, 143, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  126, 1, 3, 432401, 9903.41, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 595,  5, 12,  126, 1, 3, 464198, 9903.41, 242, 0.00, 1: 70; 2: 25; 3: 2; 
