Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
2(655)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 617,  8,  7,  108, 1, 2, 438950, 8992.16, 73, 0.00, 1: 86; 2: 11; 
Differentiation_of_T_lymphocytes,   9,  4, 13,  118, 1, 2, 410702, 8992.16, 82, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 334,  7,  8,  118, 1, 2, 439219, 8992.16, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  118, 1, 2, 432234, 8992.16, 109, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 322,  4, 13,  119, 1, 2, 410701, 8992.16, 231, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 743,  9,  6,  119, 1, 2, 426120, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 746,  9,  6,  119, 1, 2, 426110, 8992.16, 76, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 396,  5, 12,  119, 1, 2, 463878, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 760,  7,  8,  119, 1, 2, 439058, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 189,  5, 11,  119, 1, 2, 432466, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 183,  5, 12,  119, 1, 2, 464319, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 181,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  119, 1, 2, 432029, 8992.16, 108, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 713,  4, 13,  119, 1, 2, 410671, 8992.16, 79, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  119, 1, 2, 432003, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 593,  4, 13,  119, 1, 2, 410718, 8992.16, 79, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 347,  8,  7,  119, 1, 2, 439248, 8992.16, 201, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  119, 1, 2, 439061, 8992.16, 231, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 409,  9,  6,  119, 1, 2, 426098, 8992.16, 86, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 295,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  119, 1, 2, 410714, 8992.16, 79, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 653,  4, 14,  119, 1, 2, 439338, 8992.16, 85, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  119, 1, 2, 395675, 8992.16, 231, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 667,  9,  6,  119, 1, 2, 426131, 8992.16, 201, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 271,  7,  8,  119, 1, 2, 439184, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 559,  4, 13,  119, 1, 2, 410698, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 678,  4, 14,  119, 1, 2, 439220, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 208,  7,  8,  119, 1, 2, 439173, 8992.16, 128, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 556,  7,  8,  119, 1, 2, 439294, 8992.16, 66, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  119, 1, 2, 432433, 8992.16, 103, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 698,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  119, 1, 2, 463569, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 309,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  119, 1, 2, 395675, 8992.16, 85, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 484,  5, 12,  119, 1, 2, 463833, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  119, 1, 2, 425867, 8992.16, 201, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 429,  5, 12,  119, 1, 2, 463898, 8992.16, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 913,  5, 10,  119, 1, 2, 395675, 8992.16, 80, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 925,  9,  6,  119, 1, 2, 425990, 8992.16, 85, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 492,  5, 11,  119, 1, 2, 432135, 8992.16, 66, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  119, 1, 2, 395675, 8992.16, 80, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  119, 1, 2, 463925, 8992.16, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  69,  4, 13,  119, 1, 2, 410789, 8992.16, 85, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 935,  4, 14,  119, 1, 2, 439289, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 888,  4, 13,  119, 1, 2, 410708, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 950,  5, 11,  119, 1, 2, 432208, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 867,  4, 14,  119, 1, 2, 439212, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  119, 1, 2, 439077, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 816,  5, 10,  119, 1, 2, 395675, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  119, 1, 2, 432291, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 472,  4, 13,  119, 1, 2, 410693, 8992.16, 216, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  119, 1, 2, 426051, 8992.16, 67, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,   7,  7,  8,  119, 1, 2, 438902, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 851,  4, 14,  119, 1, 2, 439132, 8992.16, 201, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  29,  4, 14,  119, 1, 2, 439245, 8992.16, 85, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 951,  4, 13,  119, 1, 2, 410724, 8992.16, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 612,  4, 14,  120, 1, 2, 439353, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  120, 1, 2, 432180, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 940,  4, 14,  120, 1, 2, 439300, 8992.16, 50, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  23,  4, 13,  120, 1, 2, 410645, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  40,  4, 14,  120, 1, 2, 439011, 8992.16, 32, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 284,  4, 14,  120, 1, 2, 439242, 8992.16, 246, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 956,  4, 14,  120, 1, 2, 439254, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 999,  5, 10,  120, 1, 2, 395675, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 640,  5, 11,  120, 1, 2, 432271, 8992.16, 112, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 263,  9,  6,  120, 1, 2, 426096, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 997,  6,  9,  120, 1, 2, 426102, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  120, 1, 2, 395675, 8992.16, 246, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 753,  8,  7,  120, 1, 2, 439196, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 109,  9,  6,  120, 1, 2, 425966, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  120, 1, 2, 410745, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 469,  5, 10,  120, 1, 2, 395675, 8992.16, 85, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  120, 1, 2, 432263, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  120, 1, 2, 395675, 8992.16, 31, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 182,  5, 10,  120, 1, 2, 395675, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 102,  5, 10,  120, 1, 2, 395675, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 769,  5, 12,  120, 1, 2, 463641, 8992.16, 79, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  120, 1, 2, 463924, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 190,  4, 14,  120, 1, 2, 439086, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 192,  4, 13,  120, 1, 2, 410775, 8992.16, 64, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 756,  5, 10,  120, 1, 2, 395675, 8992.16, 24, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  56,  4, 14,  120, 1, 2, 439095, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  120, 1, 2, 395675, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 874,  5, 11,  120, 1, 2, 432144, 8992.16, 76, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 890,  4, 13,  120, 1, 2, 410761, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 736,  4, 13,  120, 1, 2, 410758, 8992.16, 6, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  120, 1, 2, 395675, 8992.16, 216, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 223,  5, 12,  120, 1, 2, 463708, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 225,  4, 14,  120, 1, 2, 439136, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  64,  5, 10,  120, 1, 2, 395675, 8992.16, 176, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 705,  8,  7,  120, 1, 2, 439258, 8992.16, 79, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 703,  4, 14,  120, 1, 2, 439080, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 252,  4, 14,  120, 1, 2, 439342, 8992.16, 252, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  120, 1, 2, 439272, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 362,  4, 13,  120, 1, 2, 410705, 8992.16, 65, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 438,  4, 14,  120, 1, 2, 439258, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 523,  5, 10,  120, 1, 2, 395675, 8992.16, 201, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  120, 1, 2, 463801, 8992.16, 201, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 475,  5, 10,  120, 1, 2, 395675, 8992.16, 201, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 400,  7,  8,  120, 1, 2, 439205, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 478,  4, 14,  120, 1, 2, 439063, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 541,  5, 12,  120, 1, 2, 463895, 8992.16, 85, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 474,  4, 13,  120, 1, 2, 410767, 8992.16, 231, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 579,  5, 10,  120, 1, 2, 395675, 8992.16, 201, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 553,  5, 10,  120, 1, 2, 395675, 8992.16, 73, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  120, 1, 2, 426108, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 375,  5, 10,  120, 1, 2, 395675, 8992.16, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 387,  4, 14,  121, 1, 2, 439289, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 674,  5, 11,  121, 1, 2, 431806, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 978,  4, 13,  121, 1, 2, 410796, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 248,  4, 14,  121, 1, 2, 439282, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 914,  4, 14,  121, 1, 2, 439147, 8992.16, 231, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 413,  5, 10,  121, 1, 2, 395675, 8992.16, 85, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 162,  4, 13,  121, 1, 2, 410722, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 631,  5, 10,  121, 1, 2, 395675, 8992.16, 255, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  121, 1, 2, 395675, 8992.16, 32, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  121, 1, 2, 425992, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 714,  7,  8,  121, 1, 2, 439103, 8992.16, 231, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 729,  5, 12,  121, 1, 2, 463936, 8992.16, 87, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 491,  4, 14,  121, 1, 2, 439322, 8992.16, 78, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 961,  5, 10,  121, 1, 2, 395675, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  121, 1, 2, 395675, 8992.16, 32, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 652,  4, 13,  121, 1, 2, 410768, 8992.16, 246, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  121, 1, 2, 463203, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 457,  5, 10,  121, 1, 2, 395675, 8992.16, 78, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  121, 1, 2, 395675, 8992.16, 176, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  121, 1, 2, 395675, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  77,  9,  6,  121, 1, 2, 426217, 8992.16, 85, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 583,  4, 14,  121, 1, 2, 439343, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 417,  5, 10,  121, 1, 2, 395675, 8992.16, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 107,  8,  7,  121, 1, 2, 439006, 8992.16, 56, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  122, 1, 2, 432072, 8992.16, 255, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 503,  4, 14,  122, 1, 2, 439124, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 966,  5, 10,  122, 1, 2, 395675, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  122, 1, 2, 432192, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 635,  4, 13,  122, 1, 2, 410776, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 718,  5, 10,  122, 1, 2, 395675, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes,  98,  4, 14,  122, 1, 2, 439319, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  122, 1, 2, 395675, 8992.16, 231, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 923,  4, 13,  122, 1, 2, 410686, 8992.16, 201, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 673,  4, 14,  122, 1, 2, 439165, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes,  28,  4, 14,  122, 1, 2, 439139, 8992.16, 246, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  122, 1, 2, 464366, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 373,  4, 14,  122, 1, 2, 439144, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  122, 1, 2, 439065, 8992.16, 49, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 809,  5, 11,  122, 1, 2, 432417, 8992.16, 73, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 424,  5, 11,  122, 1, 2, 432140, 8992.16, 32, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 732,  4, 13,  122, 1, 2, 410766, 8992.16, 246, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 393,  4, 13,  122, 1, 2, 410684, 8992.16, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 379,  4, 13,  123, 1, 2, 410678, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 416,  4, 14,  123, 1, 2, 439454, 8992.16, 6, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 762,  5, 10,  123, 1, 2, 395675, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  61,  4, 13,  123, 1, 2, 410685, 8992.16, 85, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 147,  4, 14,  123, 1, 2, 439306, 8992.16, 201, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  123, 1, 2, 438814, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 123,  4, 13,  123, 1, 2, 410880, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  123, 1, 2, 395675, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  123, 1, 2, 410699, 8992.16, 201, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 627,  4, 14,  123, 1, 2, 439371, 8992.16, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 260,  4, 13,  123, 1, 2, 410781, 8992.16, 246, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 404,  4, 13,  124, 1, 2, 410733, 8992.16, 0, 0.00, 1: 70; 2: 27; 
Differentiation_of_T_lymphocytes, 172,  5, 10,  124, 1, 2, 395675, 8992.16, 49, 0.00, 1: 70; 2: 27; 
Differentiation_of_T_lymphocytes, 945,  5, 10,  124, 1, 2, 395675, 8992.16, 0, 0.00, 1: 70; 2: 27; 
Differentiation_of_T_lymphocytes, 797,  4, 13,  124, 1, 2, 410795, 8992.16, 85, 0.00, 1: 70; 2: 27; 
Differentiation_of_T_lymphocytes, 919,  5, 12,  125, 1, 2, 464279, 8992.16, 0, 0.00, 1: 69; 2: 28; 
Differentiation_of_T_lymphocytes, 864,  4, 14,  125, 1, 2, 439160, 8992.16, 6, 0.00, 1: 69; 2: 28; 
Differentiation_of_T_lymphocytes, 721,  4, 14,  126, 1, 2, 439196, 8992.16, 79, 0.00, 1: 68; 2: 29; 
Differentiation_of_T_lymphocytes, 220,  4, 14,  127, 1, 2, 439373, 8992.16, 246, 0.00, 1: 67; 2: 30; 
Differentiation_of_T_lymphocytes, 754,  7,  8,  112, 1, 3, 439433, 8992.16, 0, 0.00, 1: 83; 2: 13; 3: 1; 
Differentiation_of_T_lymphocytes,  53,  8,  7,  112, 1, 3, 439060, 8992.16, 0, 0.00, 1: 83; 2: 13; 3: 1; 
Differentiation_of_T_lymphocytes, 210,  5, 12,  112, 1, 3, 464113, 8992.16, 31, 0.00, 1: 83; 2: 13; 3: 1; 
Differentiation_of_T_lymphocytes, 772,  7,  8,  112, 1, 3, 439465, 8992.16, 246, 0.00, 1: 83; 2: 13; 3: 1; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  113, 1, 3, 426030, 8992.16, 78, 0.00, 1: 82; 2: 14; 3: 1; 
Differentiation_of_T_lymphocytes, 462,  9,  6,  113, 1, 3, 426086, 8992.16, 0, 0.00, 1: 83; 2: 12; 3: 2; 
Differentiation_of_T_lymphocytes, 731,  5, 12,  113, 1, 3, 464281, 8992.16, 201, 0.00, 1: 83; 2: 12; 3: 2; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  113, 1, 3, 464079, 8992.16, 246, 0.00, 1: 83; 2: 12; 3: 2; 
Differentiation_of_T_lymphocytes, 850,  9,  6,  113, 1, 3, 426103, 8992.16, 231, 0.00, 1: 82; 2: 14; 3: 1; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  113, 1, 3, 463970, 8992.16, 255, 0.00, 1: 82; 2: 14; 3: 1; 
Differentiation_of_T_lymphocytes, 846,  7,  8,  113, 1, 3, 439437, 8992.16, 0, 0.00, 1: 82; 2: 14; 3: 1; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  114, 1, 3, 464026, 8992.16, 201, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  114, 1, 3, 432333, 8992.16, 255, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 112,  6,  9,  114, 1, 3, 426170, 8992.16, 28, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 910,  5, 12,  114, 1, 3, 464052, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  114, 1, 3, 432299, 8992.16, 31, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  114, 1, 3, 426111, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  114, 1, 3, 426101, 8992.16, 43, 0.00, 1: 82; 2: 13; 3: 2; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  114, 1, 3, 432181, 8992.16, 82, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 110,  8,  7,  114, 1, 3, 439260, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  114, 1, 3, 425886, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  114, 1, 3, 439280, 8992.16, 24, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes,   8,  8,  7,  114, 1, 3, 439161, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  114, 1, 3, 426038, 8992.16, 7, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 932,  9,  6,  114, 1, 3, 426152, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes,  74,  5, 12,  114, 1, 3, 464078, 8992.16, 31, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 668,  5, 12,  114, 1, 3, 463954, 8992.16, 246, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 654,  7,  8,  114, 1, 3, 439317, 8992.16, 0, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 730,  7,  8,  114, 1, 3, 439080, 8992.16, 231, 0.00, 1: 81; 2: 15; 3: 1; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  115, 1, 3, 395675, 8992.16, 246, 0.00, 1: 80; 2: 16; 3: 1; 
Differentiation_of_T_lymphocytes, 906,  7,  8,  115, 1, 3, 439355, 8992.16, 231, 0.00, 1: 81; 2: 14; 3: 2; 
Differentiation_of_T_lymphocytes, 549,  7,  8,  115, 1, 3, 439184, 8992.16, 0, 0.00, 1: 80; 2: 16; 3: 1; 
Differentiation_of_T_lymphocytes, 126,  8,  7,  115, 1, 3, 439271, 8992.16, 0, 0.00, 1: 80; 2: 16; 3: 1; 
Differentiation_of_T_lymphocytes,  87,  6,  9,  115, 1, 3, 426063, 8992.16, 0, 0.00, 1: 80; 2: 16; 3: 1; 
Differentiation_of_T_lymphocytes, 243,  7,  8,  115, 1, 3, 438964, 8992.16, 0, 0.00, 1: 80; 2: 16; 3: 1; 
