Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
23(611)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 559,  9,  9,  170, 1, 3, 639198, 17907.34, 0, 0.00, 1: 55; 2: 38; 3: 13; 
Glucose_Repression_Signaling_2009, 903,  7, 12,  195, 1, 3, 658689, 17907.34, 0, 0.00, 1: 48; 2: 27; 3: 31; 
Glucose_Repression_Signaling_2009, 663,  9,  9,  195, 1, 3, 639131, 17907.34, 0, 0.00, 1: 43; 2: 37; 3: 26; 
Glucose_Repression_Signaling_2009, 932, 10,  8,  195, 1, 3, 634062, 17907.34, 0, 0.00, 1: 44; 2: 35; 3: 27; 
Glucose_Repression_Signaling_2009, 257,  7, 12,  195, 1, 3, 658697, 17907.34, 0, 0.00, 1: 42; 2: 39; 3: 25; 
Glucose_Repression_Signaling_2009, 704,  8, 10,  195, 1, 3, 634021, 17907.34, 0, 0.00, 1: 46; 2: 31; 3: 29; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  196, 1, 3, 634072, 17907.34, 0, 0.00, 1: 43; 2: 36; 3: 27; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  196, 1, 3, 658697, 17907.34, 0, 0.00, 1: 45; 2: 32; 3: 29; 
Glucose_Repression_Signaling_2009, 721, 11,  7,  196, 1, 3, 613128, 17907.34, 0, 0.00, 1: 43; 2: 36; 3: 27; 
Glucose_Repression_Signaling_2009, 991,  7, 11,  196, 1, 3, 613195, 17907.34, 0, 0.00, 1: 44; 2: 34; 3: 28; 
Glucose_Repression_Signaling_2009, 164,  7, 12,  196, 1, 3, 658678, 17907.34, 0, 0.00, 1: 49; 2: 24; 3: 33; 
Glucose_Repression_Signaling_2009, 471,  6, 13,  196, 1, 3, 619529, 17907.34, 0, 0.00, 1: 47; 2: 28; 3: 31; 
Glucose_Repression_Signaling_2009, 182, 11,  7,  196, 1, 3, 613201, 17907.34, 0, 0.00, 1: 47; 2: 28; 3: 31; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  196, 1, 3, 658792, 17907.34, 160, 0.00, 1: 43; 2: 36; 3: 27; 
Glucose_Repression_Signaling_2009, 653,  9,  9,  196, 1, 3, 639203, 17907.34, 85, 0.00, 1: 43; 2: 36; 3: 27; 
Glucose_Repression_Signaling_2009, 919, 11,  7,  196, 1, 3, 613174, 17907.34, 0, 0.00, 1: 45; 2: 32; 3: 29; 
Glucose_Repression_Signaling_2009, 330,  5, 15,  196, 1, 3, 596409, 17907.34, 133, 0.00, 1: 45; 2: 32; 3: 29; 
Glucose_Repression_Signaling_2009, 592,  7, 12,  196, 1, 3, 658758, 17907.34, 0, 0.00, 1: 46; 2: 30; 3: 30; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  196, 1, 3, 613166, 17907.34, 0, 0.00, 1: 49; 2: 24; 3: 33; 
Glucose_Repression_Signaling_2009, 301, 11,  7,  196, 1, 3, 613144, 17907.34, 32, 0.00, 1: 41; 2: 40; 3: 25; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  197, 1, 3, 613204, 17907.34, 0, 0.00, 1: 42; 2: 37; 3: 27; 
Glucose_Repression_Signaling_2009, 830,  7, 11,  197, 1, 3, 613185, 17907.34, 255, 0.00, 1: 44; 2: 33; 3: 29; 
Glucose_Repression_Signaling_2009, 655,  6, 13,  197, 1, 3, 619584, 17907.34, 0, 0.00, 1: 45; 2: 31; 3: 30; 
Glucose_Repression_Signaling_2009, 681,  9,  9,  197, 1, 3, 639064, 17907.34, 71, 0.00, 1: 44; 2: 33; 3: 29; 
Glucose_Repression_Signaling_2009, 729,  5, 16,  197, 1, 3, 634236, 17907.34, 186, 0.00, 1: 40; 2: 41; 3: 25; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  197, 1, 3, 634106, 17907.34, 0, 0.00, 1: 46; 2: 29; 3: 31; 
Glucose_Repression_Signaling_2009, 761,  6, 13,  197, 1, 3, 619524, 17907.34, 0, 0.00, 1: 43; 2: 35; 3: 28; 
Glucose_Repression_Signaling_2009, 533,  8, 10,  197, 1, 3, 634037, 17907.34, 85, 0.00, 1: 45; 2: 31; 3: 30; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  197, 1, 3, 613197, 17907.34, 0, 0.00, 1: 46; 2: 29; 3: 31; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  197, 1, 3, 658695, 17907.34, 0, 0.00, 1: 43; 2: 35; 3: 28; 
Glucose_Repression_Signaling_2009, 331, 10,  8,  197, 1, 3, 634002, 17907.34, 196, 0.00, 1: 44; 2: 33; 3: 29; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  198, 1, 3, 613185, 17907.34, 0, 0.00, 1: 45; 2: 30; 3: 31; 
Glucose_Repression_Signaling_2009, 623, 10,  8,  198, 1, 3, 634039, 17907.34, 0, 0.00, 1: 41; 2: 38; 3: 27; 
Glucose_Repression_Signaling_2009, 743,  6, 14,  198, 1, 3, 658680, 17907.34, 0, 0.00, 1: 44; 2: 32; 3: 30; 
Glucose_Repression_Signaling_2009, 242, 10,  8,  198, 1, 3, 634078, 17907.34, 0, 0.00, 1: 43; 2: 34; 3: 29; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  198, 1, 3, 613199, 17907.34, 0, 0.00, 1: 40; 2: 40; 3: 26; 
Glucose_Repression_Signaling_2009, 694,  7, 12,  198, 1, 3, 658659, 17907.34, 0, 0.00, 1: 44; 2: 32; 3: 30; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  198, 1, 3, 658668, 17907.34, 32, 0.00, 1: 46; 2: 28; 3: 32; 
Glucose_Repression_Signaling_2009, 738,  7, 11,  198, 1, 3, 613186, 17907.34, 0, 0.00, 1: 39; 2: 42; 3: 25; 
Glucose_Repression_Signaling_2009,  87,  7, 11,  198, 1, 3, 613207, 17907.34, 0, 0.00, 1: 43; 2: 34; 3: 29; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  199, 1, 3, 634025, 17907.34, 0, 0.00, 1: 43; 2: 33; 3: 30; 
Glucose_Repression_Signaling_2009,  91, 11,  7,  199, 1, 3, 613188, 17907.34, 197, 0.00, 1: 38; 2: 43; 3: 25; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  199, 1, 3, 639127, 17907.34, 0, 0.00, 1: 42; 2: 35; 3: 29; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  199, 1, 3, 658748, 17907.34, 96, 0.00, 1: 42; 2: 35; 3: 29; 
Glucose_Repression_Signaling_2009, 109,  8, 10,  199, 1, 3, 634051, 17907.34, 32, 0.00, 1: 39; 2: 41; 3: 26; 
Glucose_Repression_Signaling_2009, 406, 11,  7,  199, 1, 3, 613193, 17907.34, 0, 0.00, 1: 45; 2: 29; 3: 32; 
Glucose_Repression_Signaling_2009, 449,  8, 10,  200, 1, 3, 634096, 17907.34, 157, 0.00, 1: 43; 2: 32; 3: 31; 
Glucose_Repression_Signaling_2009, 887,  7, 12,  200, 1, 3, 658697, 17907.34, 255, 0.00, 1: 45; 2: 28; 3: 33; 
Glucose_Repression_Signaling_2009, 325,  6, 14,  200, 1, 3, 658688, 17907.34, 85, 0.00, 1: 45; 2: 28; 3: 33; 
Glucose_Repression_Signaling_2009, 262,  7, 11,  200, 1, 3, 613203, 17907.34, 0, 0.00, 1: 40; 2: 38; 3: 28; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  200, 1, 3, 613192, 17907.34, 0, 0.00, 1: 41; 2: 36; 3: 29; 
Glucose_Repression_Signaling_2009, 207,  5, 15,  200, 1, 3, 596432, 17907.34, 0, 0.00, 1: 41; 2: 36; 3: 29; 
Glucose_Repression_Signaling_2009, 347, 10,  8,  200, 1, 3, 634051, 17907.34, 197, 0.00, 1: 42; 2: 34; 3: 30; 
Glucose_Repression_Signaling_2009, 494,  5, 16,  200, 1, 3, 634073, 17907.34, 32, 0.00, 1: 40; 2: 38; 3: 28; 
Glucose_Repression_Signaling_2009,  18,  9,  9,  200, 1, 3, 639144, 17907.34, 97, 0.00, 1: 43; 2: 32; 3: 31; 
Glucose_Repression_Signaling_2009, 849, 11,  7,  200, 1, 3, 613197, 17907.34, 160, 0.00, 1: 45; 2: 28; 3: 33; 
Glucose_Repression_Signaling_2009, 369, 10,  8,  200, 1, 3, 634008, 17907.34, 0, 0.00, 1: 41; 2: 36; 3: 29; 
Glucose_Repression_Signaling_2009,  66,  9,  9,  200, 1, 3, 639171, 17907.34, 0, 0.00, 1: 41; 2: 36; 3: 29; 
Glucose_Repression_Signaling_2009, 103, 10,  8,  200, 1, 3, 634046, 17907.34, 0, 0.00, 1: 42; 2: 34; 3: 30; 
Glucose_Repression_Signaling_2009, 843,  5, 15,  201, 1, 3, 596426, 17907.34, 197, 0.00, 1: 39; 2: 39; 3: 28; 
Glucose_Repression_Signaling_2009,  75,  5, 16,  201, 1, 3, 634049, 17907.34, 0, 0.00, 1: 44; 2: 29; 3: 33; 
Glucose_Repression_Signaling_2009, 748,  9,  9,  201, 1, 3, 639212, 17907.34, 53, 0.00, 1: 42; 2: 33; 3: 31; 
Glucose_Repression_Signaling_2009, 429,  8, 10,  202, 1, 3, 634021, 17907.34, 48, 0.00, 1: 39; 2: 38; 3: 29; 
Glucose_Repression_Signaling_2009, 973,  5, 15,  202, 1, 3, 596429, 17907.34, 85, 0.00, 1: 37; 2: 42; 3: 27; 
Glucose_Repression_Signaling_2009, 157, 11,  7,  202, 1, 3, 613170, 17907.34, 85, 0.00, 1: 44; 2: 28; 3: 34; 
Glucose_Repression_Signaling_2009, 714,  8, 10,  202, 1, 3, 634088, 17907.34, 0, 0.00, 1: 41; 2: 34; 3: 31; 
Glucose_Repression_Signaling_2009, 196, 11,  7,  202, 1, 3, 613161, 17907.34, 211, 0.00, 1: 45; 2: 26; 3: 35; 
Glucose_Repression_Signaling_2009,  81,  9,  9,  202, 1, 3, 639166, 17907.34, 0, 0.00, 1: 43; 2: 30; 3: 33; 
Glucose_Repression_Signaling_2009, 927,  9,  9,  202, 1, 3, 639133, 17907.34, 0, 0.00, 1: 44; 2: 28; 3: 34; 
Glucose_Repression_Signaling_2009, 189,  8, 10,  202, 1, 3, 634058, 17907.34, 0, 0.00, 1: 38; 2: 40; 3: 28; 
Glucose_Repression_Signaling_2009, 145,  6, 13,  202, 1, 3, 619484, 17907.34, 206, 0.00, 1: 38; 2: 40; 3: 28; 
Glucose_Repression_Signaling_2009, 968,  7, 11,  202, 1, 3, 613192, 17907.34, 176, 0.00, 1: 37; 2: 42; 3: 27; 
Glucose_Repression_Signaling_2009, 219,  6, 13,  202, 1, 3, 619521, 17907.34, 197, 0.00, 1: 39; 2: 38; 3: 29; 
Glucose_Repression_Signaling_2009, 499, 11,  7,  203, 1, 3, 613197, 17907.34, 0, 0.00, 1: 38; 2: 39; 3: 29; 
Glucose_Repression_Signaling_2009, 437,  8, 10,  203, 1, 3, 634065, 17907.34, 0, 0.00, 1: 40; 2: 35; 3: 31; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  203, 1, 3, 619528, 17907.34, 0, 0.00, 1: 41; 2: 33; 3: 32; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  203, 1, 3, 613220, 17907.34, 32, 0.00, 1: 40; 2: 35; 3: 31; 
Glucose_Repression_Signaling_2009, 356, 10,  8,  203, 1, 3, 634041, 17907.34, 0, 0.00, 1: 40; 2: 35; 3: 31; 
Glucose_Repression_Signaling_2009, 741,  9,  9,  203, 1, 3, 639173, 17907.34, 0, 0.00, 1: 40; 2: 35; 3: 31; 
Glucose_Repression_Signaling_2009, 589,  8, 10,  204, 1, 3, 634045, 17907.34, 85, 0.00, 1: 40; 2: 34; 3: 32; 
Glucose_Repression_Signaling_2009, 475,  6, 14,  204, 1, 3, 658854, 17907.34, 197, 0.00, 1: 36; 2: 42; 3: 28; 
Glucose_Repression_Signaling_2009, 723,  6, 13,  204, 1, 3, 619580, 17907.34, 0, 0.00, 1: 39; 2: 36; 3: 31; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  204, 1, 3, 613171, 17907.34, 0, 0.00, 1: 40; 2: 34; 3: 32; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  204, 1, 3, 634066, 17907.34, 0, 0.00, 1: 40; 2: 34; 3: 32; 
Glucose_Repression_Signaling_2009, 840, 10,  8,  205, 1, 3, 633970, 17907.34, 48, 0.00, 1: 41; 2: 31; 3: 34; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  206, 1, 3, 619512, 17907.34, 0, 0.00, 1: 38; 2: 36; 3: 32; 
Glucose_Repression_Signaling_2009, 177,  6, 14,  206, 1, 3, 658768, 17907.34, 0, 0.00, 1: 34; 2: 44; 3: 28; 
Glucose_Repression_Signaling_2009, 650,  6, 13,  206, 1, 3, 619549, 17907.34, 96, 0.00, 1: 39; 2: 34; 3: 33; 
Glucose_Repression_Signaling_2009, 169, 11,  7,  206, 1, 3, 613188, 17907.34, 67, 0.00, 1: 40; 2: 32; 3: 34; 
Glucose_Repression_Signaling_2009, 247,  8, 10,  206, 1, 3, 634070, 17907.34, 0, 0.00, 1: 43; 2: 26; 3: 37; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  207, 1, 3, 639139, 17907.34, 0, 0.00, 1: 38; 2: 35; 3: 33; 
Glucose_Repression_Signaling_2009, 552,  9,  9,  207, 1, 3, 639175, 17907.34, 32, 0.00, 1: 41; 2: 29; 3: 36; 
Glucose_Repression_Signaling_2009, 789,  9,  9,  207, 1, 3, 639133, 17907.34, 0, 0.00, 1: 38; 2: 35; 3: 33; 
Glucose_Repression_Signaling_2009, 292,  9,  9,  207, 1, 3, 639152, 17907.34, 0, 0.00, 1: 39; 2: 33; 3: 34; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  207, 1, 3, 613196, 17907.34, 0, 0.00, 1: 40; 2: 31; 3: 35; 
Glucose_Repression_Signaling_2009, 914, 10,  8,  207, 1, 3, 634013, 17907.34, 97, 0.00, 1: 41; 2: 29; 3: 36; 
Glucose_Repression_Signaling_2009, 453, 10,  8,  207, 1, 3, 634062, 17907.34, 85, 0.00, 1: 38; 2: 35; 3: 33; 
Glucose_Repression_Signaling_2009, 465, 11,  7,  207, 1, 3, 613198, 17907.34, 157, 0.00, 1: 37; 2: 37; 3: 32; 
Glucose_Repression_Signaling_2009, 918,  7, 12,  208, 1, 3, 658717, 17907.34, 0, 0.00, 1: 38; 2: 34; 3: 34; 
Glucose_Repression_Signaling_2009, 306,  5, 15,  208, 1, 3, 596421, 17907.34, 0, 0.00, 1: 37; 2: 36; 3: 33; 
Glucose_Repression_Signaling_2009, 827,  6, 14,  208, 1, 3, 658722, 17907.34, 0, 0.00, 1: 39; 2: 32; 3: 35; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  209, 1, 3, 634117, 17907.34, 184, 0.00, 1: 36; 2: 37; 3: 33; 
Glucose_Repression_Signaling_2009, 474,  7, 11,  209, 1, 3, 613199, 17907.34, 97, 0.00, 1: 36; 2: 37; 3: 33; 
Glucose_Repression_Signaling_2009, 175,  8, 10,  209, 1, 3, 634073, 17907.34, 0, 0.00, 1: 38; 2: 33; 3: 35; 
Glucose_Repression_Signaling_2009, 941,  8, 10,  209, 1, 3, 634089, 17907.34, 32, 0.00, 1: 37; 2: 35; 3: 34; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  209, 1, 3, 619564, 17907.34, 0, 0.00, 1: 34; 2: 41; 3: 31; 
Glucose_Repression_Signaling_2009, 129,  8, 10,  210, 1, 3, 634027, 17907.34, 206, 0.00, 1: 34; 2: 40; 3: 32; 
Glucose_Repression_Signaling_2009, 693,  5, 15,  210, 1, 3, 596393, 17907.34, 0, 0.00, 1: 39; 2: 30; 3: 37; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  210, 1, 3, 658801, 17907.34, 85, 0.00, 1: 36; 2: 36; 3: 34; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  211, 1, 3, 639199, 17907.34, 0, 0.00, 1: 37; 2: 33; 3: 36; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  211, 1, 3, 613195, 17907.34, 0, 0.00, 1: 41; 2: 25; 3: 40; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  211, 1, 3, 634031, 17907.34, 0, 0.00, 1: 34; 2: 39; 3: 33; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  212, 1, 3, 639197, 17907.34, 0, 0.00, 1: 38; 2: 30; 3: 38; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  212, 1, 3, 619614, 17907.34, 0, 0.00, 1: 35; 2: 36; 3: 35; 
Glucose_Repression_Signaling_2009, 747,  5, 15,  212, 1, 3, 596410, 17907.34, 76, 0.00, 1: 36; 2: 34; 3: 36; 
Glucose_Repression_Signaling_2009, 141, 10,  8,  212, 1, 3, 634053, 17907.34, 85, 0.00, 1: 33; 2: 40; 3: 33; 
Glucose_Repression_Signaling_2009, 579, 10,  8,  213, 1, 3, 634028, 17907.34, 197, 0.00, 1: 36; 2: 33; 3: 37; 
Glucose_Repression_Signaling_2009, 805,  9,  9,  213, 1, 3, 639092, 17907.34, 0, 0.00, 1: 32; 2: 41; 3: 33; 
Glucose_Repression_Signaling_2009, 675,  7, 12,  214, 1, 3, 658811, 17907.34, 0, 0.00, 1: 32; 2: 40; 3: 34; 
Glucose_Repression_Signaling_2009, 398,  9,  9,  214, 1, 3, 639179, 17907.34, 0, 0.00, 1: 39; 2: 26; 3: 41; 
Glucose_Repression_Signaling_2009, 961,  6, 13,  215, 1, 3, 619520, 17907.34, 160, 0.00, 1: 34; 2: 35; 3: 37; 
Glucose_Repression_Signaling_2009, 496,  8, 10,  215, 1, 3, 634049, 17907.34, 0, 0.00, 1: 38; 2: 27; 3: 41; 
Glucose_Repression_Signaling_2009, 506,  8, 10,  217, 1, 3, 634013, 17907.34, 0, 0.00, 1: 34; 2: 33; 3: 39; 
Glucose_Repression_Signaling_2009, 561, 11,  7,  217, 1, 3, 613194, 17907.34, 0, 0.00, 1: 35; 2: 31; 3: 40; 
Glucose_Repression_Signaling_2009, 883, 10,  8,  217, 1, 3, 633998, 17907.34, 0, 0.00, 1: 35; 2: 31; 3: 40; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  220, 1, 3, 619555, 17907.34, 83, 0.00, 1: 29; 2: 40; 3: 37; 
Glucose_Repression_Signaling_2009,  43,  7, 12,  221, 1, 3, 658650, 17907.34, 82, 0.00, 1: 31; 2: 35; 3: 40; 
Glucose_Repression_Signaling_2009, 213,  5, 15,  221, 1, 3, 596415, 17907.34, 85, 0.00, 1: 33; 2: 31; 3: 42; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  221, 1, 3, 639132, 17907.34, 0, 0.00, 1: 36; 2: 25; 3: 45; 
Glucose_Repression_Signaling_2009,   5,  7, 11,  223, 1, 3, 613198, 17907.34, 127, 0.00, 1: 31; 2: 33; 3: 42; 
Glucose_Repression_Signaling_2009, 777,  8, 10,  225, 1, 3, 634079, 17907.34, 0, 0.00, 1: 28; 2: 37; 3: 41; 
Glucose_Repression_Signaling_2009, 354,  7, 11,  231, 1, 3, 613208, 17907.34, 0, 0.00, 1: 29; 2: 29; 3: 48; 
Glucose_Repression_Signaling_2009, 394, 10,  8,  234, 1, 3, 633993, 17907.34, 0, 0.00, 1: 28; 2: 28; 3: 50; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  178, 1, 4, 619701, 17907.34, 0, 0.00, 1: 54; 2: 33; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 664,  6, 13,  178, 1, 4, 619503, 17907.34, 136, 0.00, 1: 55; 2: 31; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 447,  8, 10,  179, 1, 4, 633985, 17907.34, 0, 0.00, 1: 54; 2: 32; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  179, 1, 4, 619532, 17907.34, 0, 0.00, 1: 54; 2: 32; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 452,  6, 14,  180, 1, 4, 658704, 17907.34, 211, 0.00, 1: 50; 2: 39; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  181, 1, 4, 658950, 17907.34, 0, 0.00, 1: 51; 2: 36; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 975,  6, 13,  182, 1, 4, 619542, 17907.34, 0, 0.00, 1: 52; 2: 33; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  182, 1, 4, 658685, 17907.34, 186, 0.00, 1: 51; 2: 35; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 936,  6, 14,  182, 1, 4, 658462, 17907.34, 32, 0.00, 1: 52; 2: 33; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 765,  6, 14,  182, 1, 4, 658779, 17907.34, 0, 0.00, 1: 50; 2: 37; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 150,  7, 12,  183, 1, 4, 658757, 17907.34, 0, 0.00, 1: 51; 2: 34; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  184, 1, 4, 619532, 17907.34, 96, 0.00, 1: 50; 2: 35; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  184, 1, 4, 619470, 17907.34, 0, 0.00, 1: 47; 2: 41; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 180,  7, 12,  184, 1, 4, 658721, 17907.34, 45, 0.00, 1: 50; 2: 35; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 648,  9,  9,  185, 1, 4, 639190, 17907.34, 112, 0.00, 1: 50; 2: 34; 3: 21; 4: 1; 
Glucose_Repression_Signaling_2009, 667,  7, 12,  185, 1, 4, 658677, 17907.34, 197, 0.00, 1: 51; 2: 32; 3: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 546,  6, 14,  186, 1, 4, 658625, 17907.34, 0, 0.00, 1: 49; 2: 35; 3: 21; 4: 1; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  186, 1, 4, 658688, 17907.34, 0, 0.00, 1: 50; 2: 33; 3: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 735,  7, 11,  187, 1, 4, 613188, 17907.34, 0, 0.00, 1: 50; 2: 32; 3: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  187, 1, 4, 613193, 17907.34, 197, 0.00, 1: 52; 2: 29; 3: 23; 4: 2; 
Glucose_Repression_Signaling_2009,  29,  5, 16,  188, 1, 4, 634060, 17907.34, 85, 0.00, 1: 51; 2: 29; 3: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 550,  6, 13,  188, 1, 4, 619535, 17907.34, 0, 0.00, 1: 45; 2: 41; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 128,  6, 14,  189, 1, 4, 658731, 17907.34, 224, 0.00, 1: 49; 2: 33; 3: 22; 4: 2; 
Glucose_Repression_Signaling_2009, 756,  6, 13,  189, 1, 4, 619487, 17907.34, 60, 0.00, 1: 48; 2: 34; 3: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 832,  6, 14,  189, 1, 4, 658659, 17907.34, 32, 0.00, 1: 50; 2: 30; 3: 25; 4: 1; 
Glucose_Repression_Signaling_2009,   2,  6, 14,  190, 1, 4, 658699, 17907.34, 58, 0.00, 1: 50; 2: 29; 3: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 199,  7, 12,  190, 1, 4, 658688, 17907.34, 0, 0.00, 1: 48; 2: 33; 3: 24; 4: 1; 
Glucose_Repression_Signaling_2009,  80,  6, 13,  190, 1, 4, 619528, 17907.34, 0, 0.00, 1: 46; 2: 37; 3: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 875,  6, 14,  190, 1, 4, 658778, 17907.34, 76, 0.00, 1: 48; 2: 33; 3: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 529, 10,  8,  191, 1, 4, 634002, 17907.34, 159, 0.00, 1: 46; 2: 36; 3: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  191, 1, 4, 658716, 17907.34, 32, 0.00, 1: 43; 2: 42; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 922,  7, 11,  191, 1, 4, 613185, 17907.34, 97, 0.00, 1: 49; 2: 30; 3: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 246,  5, 16,  191, 1, 4, 634092, 17907.34, 0, 0.00, 1: 47; 2: 35; 3: 22; 4: 2; 
Glucose_Repression_Signaling_2009, 547,  6, 14,  192, 1, 4, 658761, 17907.34, 0, 0.00, 1: 49; 2: 29; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  192, 1, 4, 658682, 17907.34, 0, 0.00, 1: 45; 2: 37; 3: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 659,  9,  9,  192, 1, 4, 639053, 17907.34, 197, 0.00, 1: 46; 2: 35; 3: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  194, 1, 4, 619456, 17907.34, 0, 0.00, 1: 46; 2: 33; 3: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  194, 1, 4, 658650, 17907.34, 0, 0.00, 1: 48; 2: 29; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 740,  6, 14,  194, 1, 4, 658739, 17907.34, 0, 0.00, 1: 46; 2: 33; 3: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 869,  6, 14,  194, 1, 4, 658749, 17907.34, 0, 0.00, 1: 44; 2: 37; 3: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  194, 1, 4, 658770, 17907.34, 0, 0.00, 1: 47; 2: 31; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  195, 1, 4, 619555, 17907.34, 0, 0.00, 1: 42; 2: 40; 3: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 662,  5, 16,  195, 1, 4, 633955, 17907.34, 0, 0.00, 1: 46; 2: 32; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 385,  5, 16,  195, 1, 4, 634052, 17907.34, 0, 0.00, 1: 48; 2: 30; 3: 25; 4: 3; 
Glucose_Repression_Signaling_2009, 829,  6, 13,  195, 1, 4, 619648, 17907.34, 255, 0.00, 1: 40; 2: 44; 3: 21; 4: 1; 
Glucose_Repression_Signaling_2009, 328, 11,  7,  195, 1, 4, 613207, 17907.34, 16, 0.00, 1: 44; 2: 36; 3: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  196, 1, 4, 596413, 17907.34, 0, 0.00, 1: 48; 2: 27; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  196, 1, 4, 658749, 17907.34, 157, 0.00, 1: 45; 2: 33; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 928,  7, 12,  196, 1, 4, 658615, 17907.34, 6, 0.00, 1: 45; 2: 33; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  197, 1, 4, 634123, 17907.34, 0, 0.00, 1: 43; 2: 36; 3: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  197, 1, 4, 658769, 17907.34, 112, 0.00, 1: 47; 2: 29; 3: 28; 4: 2; 
Glucose_Repression_Signaling_2009, 828,  5, 15,  197, 1, 4, 596399, 17907.34, 0, 0.00, 1: 44; 2: 35; 3: 25; 4: 2; 
Glucose_Repression_Signaling_2009, 726,  5, 16,  197, 1, 4, 634039, 17907.34, 0, 0.00, 1: 44; 2: 35; 3: 25; 4: 2; 
