Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(202)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  228, 0, 4, 570342, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 41; 3: 20; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  248, 0, 5, 557183, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 58; 3: 22; 4: 3; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  248, 0, 5, 570455, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 52; 3: 21; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 614,  6, 13,  248, 0, 5, 610076, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 55; 3: 22; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 154,  6, 13,  248, 0, 5, 610058, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 20; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 495,  6, 13,  248, 0, 5, 610181, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 27; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  248, 0, 5, 557178, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 21; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 492,  7, 11,  248, 0, 5, 604751, 12440.03, 22, 0.00, 0: 1; 1: 50; 2: 46; 3: 27; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 637,  6, 13,  248, 0, 5, 610371, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 48; 3: 23; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  249, 0, 5, 610260, 12440.03, 1, 0.00, 0: 1; 1: 48; 2: 49; 3: 26; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   5,  7, 11,  249, 0, 5, 604891, 12440.03, 127, 0.00, 0: 1; 1: 53; 2: 41; 3: 28; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 382,  7, 10,  249, 0, 5, 557121, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 40; 3: 29; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 396,  6, 12,  249, 0, 5, 570343, 12440.03, 16, 0.00, 0: 1; 1: 52; 2: 46; 3: 22; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  249, 0, 5, 557166, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 47; 3: 24; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 779,  7, 10,  249, 0, 5, 557149, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 50; 3: 20; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  249, 0, 5, 557171, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 41; 3: 27; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  249, 0, 5, 557145, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 52; 3: 16; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  249, 0, 5, 610385, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 60; 3: 22; 4: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  249, 0, 5, 570232, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 49; 3: 22; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 983,  7, 10,  250, 0, 5, 557147, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 57; 3: 21; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 692,  6, 12,  250, 0, 5, 570329, 12440.03, 27, 0.00, 0: 1; 1: 46; 2: 55; 3: 20; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 784,  7, 10,  250, 0, 5, 557154, 12440.03, 56, 0.00, 0: 1; 1: 47; 2: 52; 3: 23; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 696,  6, 12,  250, 0, 5, 570110, 12440.03, 49, 0.00, 0: 1; 1: 51; 2: 46; 3: 22; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  250, 0, 5, 570255, 12440.03, 34, 0.00, 0: 1; 1: 52; 2: 47; 3: 18; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  250, 0, 5, 610201, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 43; 3: 23; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 968,  7, 11,  250, 0, 5, 604903, 12440.03, 64, 0.00, 0: 1; 1: 56; 2: 38; 3: 24; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  250, 0, 5, 557175, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 24; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  250, 0, 5, 604977, 12440.03, 10, 0.00, 0: 1; 1: 49; 2: 47; 3: 26; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 999,  6, 12,  250, 0, 5, 570298, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 28; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  250, 0, 5, 610285, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 22; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 344,  9,  8,  250, 0, 5, 570281, 12440.03, 22, 0.00, 0: 1; 1: 46; 2: 55; 3: 20; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  250, 0, 5, 570180, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 41; 3: 29; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 506,  7, 10,  250, 0, 5, 557121, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 51; 3: 22; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 212,  5, 14,  250, 0, 5, 557163, 12440.03, 11, 0.00, 0: 1; 1: 54; 2: 46; 3: 16; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  250, 0, 5, 590587, 12440.03, 17, 0.00, 0: 1; 1: 57; 2: 35; 3: 29; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 464, 10,  7,  250, 0, 5, 557153, 12440.03, 31, 0.00, 0: 1; 1: 50; 2: 50; 3: 17; 4: 11; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 476,  6, 13,  250, 0, 5, 610103, 12440.03, 66, 0.00, 0: 1; 1: 51; 2: 44; 3: 26; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 626,  7, 11,  251, 0, 5, 605084, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 26; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  251, 0, 5, 610251, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 56; 3: 16; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 160,  6, 12,  251, 0, 5, 570266, 12440.03, 9, 0.00, 0: 1; 1: 49; 2: 49; 3: 23; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  251, 0, 5, 610311, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 21; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 289,  6, 12,  251, 0, 5, 570300, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 33; 3: 29; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  251, 0, 5, 557134, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 21; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 593,  6, 12,  251, 0, 5, 570283, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 49; 3: 21; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 124,  5, 16,  251, 0, 5, 622474, 12440.03, 4, 0.00, 0: 1; 1: 52; 2: 43; 3: 24; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 616,  6, 12,  251, 0, 5, 570306, 12440.03, 42, 0.00, 0: 1; 1: 50; 2: 48; 3: 20; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 682,  6, 12,  251, 0, 5, 570326, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 24; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 230,  6, 12,  251, 0, 5, 570288, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 43; 3: 30; 4: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  251, 0, 5, 570332, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 26; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 205,  9,  8,  251, 0, 5, 570297, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 26; 4: 4; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  252, 0, 5, 622565, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 19; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 700, 10,  7,  252, 0, 5, 557158, 12440.03, 30, 0.00, 0: 1; 1: 43; 2: 60; 3: 18; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  54,  6, 12,  252, 0, 5, 570102, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 20; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 612,  6, 13,  252, 0, 5, 610140, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 25; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  48,  6, 12,  252, 0, 5, 570530, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 48; 3: 22; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  252, 0, 5, 610231, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 43; 3: 27; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 368,  8,  9,  252, 0, 5, 570338, 12440.03, 24, 0.00, 0: 1; 1: 47; 2: 50; 3: 24; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 342,  7, 10,  252, 0, 5, 557169, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 47; 3: 20; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 210,  6, 13,  252, 0, 5, 610178, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 52; 3: 24; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 845,  6, 12,  252, 0, 5, 570300, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 49; 3: 22; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 598,  6, 12,  252, 0, 5, 570298, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 50; 3: 19; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  252, 0, 5, 570166, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 46; 3: 26; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 594,  9,  8,  253, 0, 5, 570324, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 51; 3: 24; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 216,  6, 13,  253, 0, 5, 610198, 12440.03, 13, 0.00, 0: 1; 1: 44; 2: 54; 3: 24; 4: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  253, 0, 5, 610320, 12440.03, 47, 0.00, 0: 1; 1: 50; 2: 45; 3: 24; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 842, 10,  7,  253, 0, 5, 557211, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 48; 3: 23; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  253, 0, 5, 590599, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 42; 3: 22; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  253, 0, 5, 570259, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 46; 3: 21; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  28,  6, 12,  253, 0, 5, 570275, 12440.03, 44, 0.00, 0: 1; 1: 49; 2: 46; 3: 27; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  253, 0, 5, 557177, 12440.03, 15, 0.00, 0: 1; 1: 46; 2: 52; 3: 22; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 911, 10,  7,  253, 0, 5, 557121, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 52; 3: 23; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 952,  6, 12,  253, 0, 5, 570250, 12440.03, 64, 0.00, 0: 1; 1: 37; 2: 65; 3: 23; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  253, 0, 5, 590687, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 30; 3: 29; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 988,  5, 14,  253, 0, 5, 557210, 12440.03, 7, 0.00, 0: 1; 1: 54; 2: 43; 3: 20; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  254, 0, 5, 570243, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 41; 3: 26; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 887,  6, 12,  254, 0, 5, 570324, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 52; 3: 22; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  254, 0, 5, 570313, 12440.03, 65, 0.00, 0: 1; 1: 41; 2: 61; 3: 19; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 650,  6, 13,  254, 0, 5, 610301, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 44; 3: 28; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 868,  7, 10,  254, 0, 5, 557115, 12440.03, 10, 0.00, 0: 1; 1: 44; 2: 56; 3: 21; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  254, 0, 5, 590608, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 18; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 241,  5, 14,  254, 0, 5, 557175, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 46; 3: 19; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  254, 0, 5, 570291, 12440.03, 16, 0.00, 0: 1; 1: 48; 2: 46; 3: 28; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 723,  6, 13,  254, 0, 5, 610124, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 58; 3: 16; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 383,  5, 14,  254, 0, 5, 557339, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 23; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 733,  5, 16,  254, 0, 5, 622550, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 52; 3: 20; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  254, 0, 5, 610186, 12440.03, 3, 0.00, 0: 1; 1: 44; 2: 56; 3: 20; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  254, 0, 5, 622511, 12440.03, 26, 0.00, 0: 1; 1: 51; 2: 49; 3: 14; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 508, 10,  7,  254, 0, 5, 557136, 12440.03, 62, 0.00, 0: 1; 1: 45; 2: 54; 3: 20; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 519,  5, 14,  254, 0, 5, 557150, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 41; 3: 28; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 522,  5, 14,  255, 0, 5, 557198, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 45; 3: 20; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 860,  6, 13,  255, 0, 5, 610154, 12440.03, 9, 0.00, 0: 1; 1: 49; 2: 49; 3: 19; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 419,  6, 13,  255, 0, 5, 610228, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 45; 3: 24; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  255, 0, 5, 590574, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 47; 3: 20; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  34,  5, 15,  255, 0, 5, 590555, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 20; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  255, 0, 5, 622498, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 50; 3: 20; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 937,  5, 16,  255, 0, 5, 622238, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 47; 3: 19; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 757,  5, 16,  255, 0, 5, 622730, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 39; 3: 20; 4: 9; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  255, 0, 5, 590593, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 43; 3: 24; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 293,  5, 14,  255, 0, 5, 557154, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 49; 3: 22; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 769,  5, 15,  255, 0, 5, 590570, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 43; 3: 28; 4: 5; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 306,  5, 15,  255, 0, 5, 590441, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 44; 3: 23; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  255, 0, 5, 622400, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 23; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 658,  5, 16,  256, 0, 5, 622538, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 39; 3: 25; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 177,  5, 14,  256, 0, 5, 557157, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 41; 3: 17; 4: 16; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 768,  5, 15,  256, 0, 5, 590636, 12440.03, 54, 0.00, 0: 1; 1: 53; 2: 39; 3: 25; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 405,  6, 13,  256, 0, 5, 610164, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 45; 3: 27; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  29,  5, 16,  256, 0, 5, 622832, 12440.03, 86, 0.00, 0: 1; 1: 49; 2: 49; 3: 19; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  257, 0, 5, 557181, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 46; 3: 21; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 981,  5, 16,  257, 0, 5, 622569, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 44; 3: 19; 4: 14; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 875,  5, 14,  257, 0, 5, 557099, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 48; 3: 20; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  257, 0, 5, 557182, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 41; 3: 22; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 990,  5, 14,  257, 0, 5, 557124, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 38; 3: 23; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 743,  5, 14,  257, 0, 5, 557156, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 47; 3: 23; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 341,  5, 15,  257, 0, 5, 590617, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 21; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  98,  5, 16,  257, 0, 5, 622584, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 46; 3: 26; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 651,  5, 14,  257, 0, 5, 557149, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 42; 3: 27; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  257, 0, 5, 570416, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 56; 3: 20; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  257, 0, 5, 557155, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 57; 3: 21; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 905,  5, 14,  258, 0, 5, 557185, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 44; 3: 23; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 213,  5, 15,  258, 0, 5, 590620, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 42; 3: 28; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  258, 0, 5, 557078, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 46; 3: 21; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 794,  5, 14,  258, 0, 5, 557189, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 49; 3: 21; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 708,  5, 14,  258, 0, 5, 557103, 12440.03, 47, 0.00, 0: 1; 1: 48; 2: 47; 3: 23; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  12,  5, 14,  258, 0, 5, 557357, 12440.03, 106, 0.00, 0: 1; 1: 44; 2: 51; 3: 26; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 277,  5, 14,  258, 0, 5, 557187, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 38; 3: 30; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 469,  5, 15,  258, 0, 5, 590598, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 46; 3: 20; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 872,  5, 16,  258, 0, 5, 622585, 12440.03, 62, 0.00, 0: 1; 1: 48; 2: 43; 3: 29; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  258, 0, 5, 622525, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 39; 3: 25; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  258, 0, 5, 557143, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 43; 3: 25; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 935,  5, 16,  258, 0, 5, 622699, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 51; 3: 21; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  258, 0, 5, 609942, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 48; 3: 23; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 198,  5, 15,  258, 0, 5, 590655, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 52; 3: 21; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 393,  5, 16,  258, 0, 5, 622553, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 50; 3: 23; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 926,  5, 14,  258, 0, 5, 557201, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 55; 3: 18; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 662,  5, 16,  258, 0, 5, 622721, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 40; 3: 26; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  259, 0, 5, 622596, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 42; 3: 22; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 571,  5, 16,  259, 0, 5, 622655, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 44; 3: 23; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 973,  5, 15,  259, 0, 5, 590678, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 44; 3: 24; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 740,  5, 14,  259, 0, 5, 557187, 12440.03, 6, 0.00, 0: 1; 1: 48; 2: 44; 3: 27; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 703,  7, 10,  259, 0, 5, 557189, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 42; 3: 31; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 255,  5, 14,  259, 0, 5, 557162, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 47; 3: 22; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 372,  5, 16,  259, 0, 5, 622495, 12440.03, 16, 0.00, 0: 1; 1: 40; 2: 56; 3: 26; 4: 6; 5: 1; 
