Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
3(591)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 549,  7,  8,  130, 0, 3, 439086, 30005.01, 0, 0.00, 0: 8; 1: 52; 2: 33; 3: 4; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  148, 0, 3, 464037, 30005.01, 82, 0.00, 0: 8; 1: 42; 2: 35; 3: 12; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  148, 0, 3, 463981, 30005.01, 70, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  148, 0, 3, 425971, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  148, 0, 3, 463990, 30005.01, 60, 0.00, 0: 8; 1: 41; 2: 37; 3: 11; 
Differentiation_of_T_lymphocytes, 816,  5, 10,  148, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 12; 
Differentiation_of_T_lymphocytes, 279,  6,  9,  148, 0, 3, 426040, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 39; 3: 10; 
Differentiation_of_T_lymphocytes, 698,  5, 10,  149, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  149, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 10; 
Differentiation_of_T_lymphocytes, 315,  5, 11,  149, 0, 3, 432137, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 44; 3: 8; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  149, 0, 3, 464228, 30005.01, 60, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  149, 0, 3, 463896, 30005.01, 2, 0.00, 0: 8; 1: 38; 2: 42; 3: 9; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  149, 0, 3, 432125, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 10; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  149, 0, 3, 426083, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 249,  5, 12,  149, 0, 3, 463803, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 860,  5, 10,  149, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 861,  9,  6,  149, 0, 3, 426119, 30005.01, 85, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 579,  5, 10,  149, 0, 3, 395675, 30005.01, 60, 0.00, 0: 8; 1: 38; 2: 42; 3: 9; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  149, 0, 3, 463998, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 11; 
Differentiation_of_T_lymphocytes, 533,  5, 10,  149, 0, 3, 395675, 30005.01, 85, 0.00, 0: 8; 1: 39; 2: 40; 3: 10; 
Differentiation_of_T_lymphocytes, 631,  5, 10,  149, 0, 3, 395675, 30005.01, 255, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 238,  5, 12,  149, 0, 3, 464068, 30005.01, 32, 0.00, 0: 8; 1: 43; 2: 32; 3: 14; 
Differentiation_of_T_lymphocytes, 604,  5, 10,  149, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 37; 2: 44; 3: 8; 
Differentiation_of_T_lymphocytes, 628,  8,  7,  149, 0, 3, 439256, 30005.01, 255, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 827,  9,  6,  149, 0, 3, 426096, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 13; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  149, 0, 3, 439236, 30005.01, 112, 0.00, 0: 8; 1: 39; 2: 40; 3: 10; 
Differentiation_of_T_lymphocytes, 292,  5, 10,  149, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 42; 3: 9; 
Differentiation_of_T_lymphocytes, 303,  5, 11,  149, 0, 3, 432246, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  149, 0, 3, 463940, 30005.01, 60, 0.00, 0: 8; 1: 41; 2: 36; 3: 12; 
Differentiation_of_T_lymphocytes, 443,  5, 12,  149, 0, 3, 464063, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 44; 3: 8; 
Differentiation_of_T_lymphocytes, 690,  5, 10,  149, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 44; 3: 8; 
Differentiation_of_T_lymphocytes,  58,  5, 11,  150, 0, 3, 432090, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes,  86,  5, 12,  150, 0, 3, 464149, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes,   6,  5, 12,  150, 0, 3, 463851, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 49; 3: 6; 
Differentiation_of_T_lymphocytes, 492,  5, 11,  150, 0, 3, 432202, 30005.01, 66, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 973,  7,  8,  150, 0, 3, 439256, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  150, 0, 3, 395675, 30005.01, 82, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 535,  9,  6,  150, 0, 3, 426039, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes,  57,  5, 11,  150, 0, 3, 432111, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  150, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 924,  5, 12,  150, 0, 3, 464086, 30005.01, 221, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  150, 0, 3, 432239, 30005.01, 29, 0.00, 0: 8; 1: 37; 2: 43; 3: 9; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  150, 0, 3, 432074, 30005.01, 6, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes,  46,  6,  9,  150, 0, 3, 426106, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 43; 3: 9; 
Differentiation_of_T_lymphocytes,  72,  6,  9,  150, 0, 3, 426170, 30005.01, 224, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 611,  7,  8,  150, 0, 3, 439284, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  150, 0, 3, 432173, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 221,  5, 10,  150, 0, 3, 395675, 30005.01, 85, 0.00, 0: 8; 1: 37; 2: 43; 3: 9; 
Differentiation_of_T_lymphocytes, 245,  5, 11,  150, 0, 3, 432203, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 35; 3: 13; 
Differentiation_of_T_lymphocytes, 378,  6,  9,  150, 0, 3, 426085, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 49; 3: 6; 
Differentiation_of_T_lymphocytes, 633,  5, 11,  150, 0, 3, 432218, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 410,  5, 11,  150, 0, 3, 432156, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 33; 3: 14; 
Differentiation_of_T_lymphocytes, 361,  7,  8,  150, 0, 3, 439200, 30005.01, 71, 0.00, 0: 8; 1: 36; 2: 45; 3: 8; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  150, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 182,  5, 10,  150, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  150, 0, 3, 395675, 30005.01, 31, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 693,  5, 10,  150, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes, 429,  5, 12,  150, 0, 3, 464172, 30005.01, 32, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  150, 0, 3, 463855, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes, 168,  5, 10,  150, 0, 3, 395675, 30005.01, 32, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 874,  5, 11,  150, 0, 3, 432277, 30005.01, 76, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  150, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 10; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  150, 0, 3, 432159, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 152,  5, 10,  150, 0, 3, 395675, 30005.01, 152, 0.00, 0: 8; 1: 34; 2: 49; 3: 6; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  150, 0, 3, 395675, 30005.01, 85, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 841,  5, 12,  150, 0, 3, 463714, 30005.01, 112, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 316,  5, 11,  150, 0, 3, 432090, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 12; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  150, 0, 3, 432144, 30005.01, 85, 0.00, 0: 8; 1: 39; 2: 39; 3: 11; 
Differentiation_of_T_lymphocytes, 804,  5, 11,  151, 0, 3, 432193, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  151, 0, 3, 463941, 30005.01, 7, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 356,  6,  9,  151, 0, 3, 426116, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 40; 3: 11; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  151, 0, 3, 426006, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  151, 0, 3, 464050, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 36; 3: 13; 
Differentiation_of_T_lymphocytes, 326,  9,  6,  151, 0, 3, 425882, 30005.01, 0, 0.00, 0: 8; 1: 33; 2: 50; 3: 6; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  151, 0, 3, 432069, 30005.01, 101, 0.00, 0: 8; 1: 42; 2: 32; 3: 15; 
Differentiation_of_T_lymphocytes, 523,  5, 10,  151, 0, 3, 395675, 30005.01, 60, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 992,  5, 12,  151, 0, 3, 464053, 30005.01, 6, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 385,  5, 10,  151, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 40; 3: 11; 
Differentiation_of_T_lymphocytes,  47,  5, 10,  151, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 791,  5, 12,  151, 0, 3, 464111, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 36; 3: 13; 
Differentiation_of_T_lymphocytes, 571,  7,  8,  151, 0, 3, 439231, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 136,  8,  7,  151, 0, 3, 439305, 30005.01, 192, 0.00, 0: 8; 1: 35; 2: 46; 3: 8; 
Differentiation_of_T_lymphocytes, 591,  9,  6,  151, 0, 3, 426079, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 36; 3: 13; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  151, 0, 3, 432195, 30005.01, 108, 0.00, 0: 8; 1: 37; 2: 42; 3: 10; 
Differentiation_of_T_lymphocytes, 430,  6,  9,  151, 0, 3, 426096, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 615,  5, 12,  151, 0, 3, 464014, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 42; 3: 10; 
Differentiation_of_T_lymphocytes, 820,  7,  8,  151, 0, 3, 439267, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 12; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  151, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 36; 2: 44; 3: 9; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  151, 0, 3, 432070, 30005.01, 255, 0.00, 0: 8; 1: 38; 2: 40; 3: 11; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  151, 0, 3, 395675, 30005.01, 32, 0.00, 0: 8; 1: 40; 2: 36; 3: 13; 
Differentiation_of_T_lymphocytes, 106,  5, 12,  151, 0, 3, 464200, 30005.01, 68, 0.00, 0: 8; 1: 37; 2: 42; 3: 10; 
Differentiation_of_T_lymphocytes, 629,  5, 11,  152, 0, 3, 432140, 30005.01, 255, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  152, 0, 3, 426024, 30005.01, 0, 0.00, 0: 8; 1: 35; 2: 45; 3: 9; 
Differentiation_of_T_lymphocytes, 934,  5, 12,  152, 0, 3, 464006, 30005.01, 0, 0.00, 0: 8; 1: 36; 2: 43; 3: 10; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  152, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 37; 3: 13; 
Differentiation_of_T_lymphocytes, 669,  5, 12,  152, 0, 3, 463994, 30005.01, 85, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 705,  8,  7,  152, 0, 3, 439249, 30005.01, 111, 0.00, 0: 8; 1: 36; 2: 43; 3: 10; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  152, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 36; 2: 43; 3: 10; 
Differentiation_of_T_lymphocytes, 910,  5, 12,  152, 0, 3, 463970, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 566,  9,  6,  152, 0, 3, 426027, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 35; 3: 14; 
Differentiation_of_T_lymphocytes, 567,  5, 11,  152, 0, 3, 432109, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  152, 0, 3, 464303, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 37; 3: 13; 
Differentiation_of_T_lymphocytes,   1,  5, 11,  152, 0, 3, 432098, 30005.01, 194, 0.00, 0: 8; 1: 40; 2: 35; 3: 14; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  152, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes, 223,  5, 12,  152, 0, 3, 463835, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 37; 3: 13; 
Differentiation_of_T_lymphocytes, 307,  5, 11,  152, 0, 3, 432105, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 39; 3: 12; 
Differentiation_of_T_lymphocytes, 459,  5, 11,  152, 0, 3, 432143, 30005.01, 60, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes, 448,  5, 10,  152, 0, 3, 395675, 30005.01, 176, 0.00, 0: 8; 1: 37; 2: 41; 3: 11; 
Differentiation_of_T_lymphocytes, 165,  5, 10,  153, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 35; 2: 44; 3: 10; 
Differentiation_of_T_lymphocytes, 483,  5, 11,  153, 0, 3, 432200, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 38; 3: 13; 
Differentiation_of_T_lymphocytes, 950,  5, 11,  153, 0, 3, 432034, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 34; 3: 15; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  153, 0, 3, 432300, 30005.01, 221, 0.00, 0: 8; 1: 39; 2: 36; 3: 14; 
Differentiation_of_T_lymphocytes, 561,  5, 12,  153, 0, 3, 464030, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 36; 3: 14; 
Differentiation_of_T_lymphocytes, 236,  6,  9,  153, 0, 3, 426078, 30005.01, 101, 0.00, 0: 8; 1: 36; 2: 42; 3: 11; 
Differentiation_of_T_lymphocytes, 927,  5, 11,  153, 0, 3, 432186, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 38; 3: 13; 
Differentiation_of_T_lymphocytes, 922,  5, 12,  153, 0, 3, 464004, 30005.01, 2, 0.00, 0: 8; 1: 35; 2: 44; 3: 10; 
Differentiation_of_T_lymphocytes, 368,  5, 12,  153, 0, 3, 464092, 30005.01, 17, 0.00, 0: 8; 1: 37; 2: 40; 3: 12; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  153, 0, 3, 426039, 30005.01, 85, 0.00, 0: 8; 1: 38; 2: 38; 3: 13; 
Differentiation_of_T_lymphocytes, 886,  5, 10,  153, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 40; 3: 12; 
Differentiation_of_T_lymphocytes, 432,  5, 11,  153, 0, 3, 432249, 30005.01, 26, 0.00, 0: 8; 1: 39; 2: 36; 3: 14; 
Differentiation_of_T_lymphocytes, 282,  4, 14,  153, 0, 3, 439275, 30005.01, 2, 0.00, 0: 8; 1: 40; 2: 34; 3: 15; 
Differentiation_of_T_lymphocytes, 424,  5, 11,  153, 0, 3, 432183, 30005.01, 32, 0.00, 0: 8; 1: 36; 2: 42; 3: 11; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  153, 0, 3, 463979, 30005.01, 32, 0.00, 0: 8; 1: 41; 2: 32; 3: 16; 
Differentiation_of_T_lymphocytes, 618,  5, 12,  153, 0, 3, 463984, 30005.01, 70, 0.00, 0: 8; 1: 39; 2: 36; 3: 14; 
Differentiation_of_T_lymphocytes, 295,  5, 10,  153, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 40; 3: 12; 
Differentiation_of_T_lymphocytes, 999,  5, 10,  153, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 36; 3: 14; 
Differentiation_of_T_lymphocytes, 859,  8,  7,  154, 0, 3, 439164, 30005.01, 60, 0.00, 0: 8; 1: 37; 2: 39; 3: 13; 
Differentiation_of_T_lymphocytes, 431,  5, 12,  154, 0, 3, 464060, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 39; 3: 13; 
Differentiation_of_T_lymphocytes, 794,  5, 10,  154, 0, 3, 395675, 30005.01, 2, 0.00, 0: 8; 1: 37; 2: 39; 3: 13; 
Differentiation_of_T_lymphocytes, 475,  5, 10,  154, 0, 3, 395675, 30005.01, 60, 0.00, 0: 8; 1: 38; 2: 37; 3: 14; 
Differentiation_of_T_lymphocytes, 146,  8,  7,  154, 0, 3, 439206, 30005.01, 59, 0.00, 0: 8; 1: 37; 2: 39; 3: 13; 
Differentiation_of_T_lymphocytes, 239,  6,  9,  155, 0, 3, 426075, 30005.01, 0, 0.00, 0: 8; 1: 35; 2: 42; 3: 12; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  155, 0, 3, 395675, 30005.01, 32, 0.00, 0: 8; 1: 39; 2: 34; 3: 16; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  155, 0, 3, 395675, 30005.01, 85, 0.00, 0: 8; 1: 36; 2: 40; 3: 13; 
Differentiation_of_T_lymphocytes, 102,  5, 10,  155, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 44; 3: 11; 
Differentiation_of_T_lymphocytes, 668,  5, 12,  155, 0, 3, 463938, 30005.01, 221, 0.00, 0: 8; 1: 36; 2: 40; 3: 13; 
Differentiation_of_T_lymphocytes,  84,  5, 10,  155, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 35; 2: 42; 3: 12; 
Differentiation_of_T_lymphocytes,  23,  4, 13,  155, 0, 3, 410732, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 28; 3: 19; 
Differentiation_of_T_lymphocytes, 145,  5, 12,  155, 0, 3, 463948, 30005.01, 56, 0.00, 0: 8; 1: 37; 2: 38; 3: 14; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  156, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 35; 2: 41; 3: 13; 
Differentiation_of_T_lymphocytes, 505,  5, 11,  156, 0, 3, 432175, 30005.01, 0, 0.00, 0: 8; 1: 35; 2: 41; 3: 13; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  156, 0, 3, 432228, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 43; 3: 12; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  156, 0, 3, 395675, 30005.01, 2, 0.00, 0: 8; 1: 33; 2: 45; 3: 11; 
Differentiation_of_T_lymphocytes, 573,  4, 13,  157, 0, 3, 410776, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 36; 3: 16; 
Differentiation_of_T_lymphocytes, 881,  4, 13,  157, 0, 3, 410673, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 42; 3: 13; 
Differentiation_of_T_lymphocytes, 640,  5, 11,  157, 0, 3, 432151, 30005.01, 112, 0.00, 0: 8; 1: 36; 2: 38; 3: 15; 
Differentiation_of_T_lymphocytes, 757,  5, 10,  158, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 41; 3: 14; 
Differentiation_of_T_lymphocytes, 901,  5, 11,  158, 0, 3, 432179, 30005.01, 85, 0.00, 0: 8; 1: 37; 2: 35; 3: 17; 
Differentiation_of_T_lymphocytes,  49,  5, 12,  158, 0, 3, 464126, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 35; 3: 17; 
Differentiation_of_T_lymphocytes,  91,  5, 10,  159, 0, 3, 395675, 30005.01, 60, 0.00, 0: 8; 1: 34; 2: 40; 3: 15; 
Differentiation_of_T_lymphocytes, 961,  5, 10,  159, 0, 3, 395675, 30005.01, 0, 0.00, 0: 8; 1: 33; 2: 42; 3: 14; 
Differentiation_of_T_lymphocytes, 258,  5, 10,  159, 0, 3, 395675, 30005.01, 59, 0.00, 0: 8; 1: 35; 2: 38; 3: 16; 
Differentiation_of_T_lymphocytes, 837,  5, 10,  161, 0, 3, 395675, 30005.01, 85, 0.00, 0: 8; 1: 32; 2: 42; 3: 15; 
Differentiation_of_T_lymphocytes, 780,  5, 10,  162, 0, 3, 395675, 30005.01, 221, 0.00, 0: 8; 1: 31; 2: 43; 3: 15; 
Differentiation_of_T_lymphocytes, 273,  4, 13,  162, 0, 3, 410707, 30005.01, 121, 0.00, 0: 8; 1: 34; 2: 37; 3: 18; 
Differentiation_of_T_lymphocytes, 306,  4, 13,  164, 0, 3, 410742, 30005.01, 0, 0.00, 0: 8; 1: 34; 2: 35; 3: 20; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  164, 0, 3, 439068, 30005.01, 0, 0.00, 0: 8; 1: 33; 2: 37; 3: 19; 
Differentiation_of_T_lymphocytes, 536,  4, 13,  165, 0, 3, 410753, 30005.01, 24, 0.00, 0: 8; 1: 32; 2: 38; 3: 19; 
Differentiation_of_T_lymphocytes, 736,  4, 13,  165, 0, 3, 410736, 30005.01, 6, 0.00, 0: 8; 1: 32; 2: 38; 3: 19; 
Differentiation_of_T_lymphocytes,  11,  5, 12,  165, 0, 3, 464070, 30005.01, 252, 0.00, 0: 8; 1: 29; 2: 44; 3: 16; 
Differentiation_of_T_lymphocytes,  63,  4, 14,  166, 0, 3, 439150, 30005.01, 0, 0.00, 0: 8; 1: 29; 2: 43; 3: 17; 
Differentiation_of_T_lymphocytes, 666,  4, 13,  166, 0, 3, 410711, 30005.01, 2, 0.00, 0: 8; 1: 31; 2: 39; 3: 19; 
Differentiation_of_T_lymphocytes, 404,  4, 13,  166, 0, 3, 410732, 30005.01, 0, 0.00, 0: 8; 1: 30; 2: 41; 3: 18; 
Differentiation_of_T_lymphocytes, 104,  4, 13,  166, 0, 3, 410775, 30005.01, 32, 0.00, 0: 8; 1: 29; 2: 43; 3: 17; 
Differentiation_of_T_lymphocytes, 643,  5, 10,  168, 0, 3, 395675, 30005.01, 60, 0.00, 0: 8; 1: 30; 2: 39; 3: 20; 
Differentiation_of_T_lymphocytes, 220,  4, 14,  169, 0, 3, 439187, 30005.01, 221, 0.00, 0: 8; 1: 29; 2: 40; 3: 20; 
Differentiation_of_T_lymphocytes, 519,  4, 14,  172, 0, 3, 439236, 30005.01, 0, 0.00, 0: 8; 1: 27; 2: 41; 3: 21; 
Differentiation_of_T_lymphocytes,  92,  9,  6,  134, 0, 4, 426078, 30005.01, 221, 0.00, 0: 8; 1: 52; 2: 30; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 471,  9,  6,  134, 0, 4, 426132, 30005.01, 0, 0.00, 0: 8; 1: 50; 2: 34; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 960,  9,  6,  135, 0, 4, 426098, 30005.01, 0, 0.00, 0: 8; 1: 50; 2: 33; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  136, 0, 4, 432192, 30005.01, 103, 0.00, 0: 8; 1: 50; 2: 32; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 974,  9,  6,  138, 0, 4, 426041, 30005.01, 0, 0.00, 0: 8; 1: 47; 2: 36; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 222,  7,  8,  138, 0, 4, 439098, 30005.01, 0, 0.00, 0: 8; 1: 47; 2: 36; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 826,  9,  6,  139, 0, 4, 426060, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 37; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 340,  7,  8,  139, 0, 4, 439072, 30005.01, 221, 0.00, 0: 8; 1: 48; 2: 33; 3: 7; 4: 1; 
