Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
2(587)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 813,  7,  8,  118, 1, 2, 439483, 29608.35, 82, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  131, 1, 2, 395675, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 147,  4, 14,  131, 1, 2, 439534, 29608.35, 13, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 994,  4, 14,  131, 1, 2, 439324, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 345,  5, 10,  131, 1, 2, 395675, 29608.35, 230, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 763,  4, 13,  131, 1, 2, 410694, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  131, 1, 2, 395675, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 601,  4, 14,  131, 1, 2, 439231, 29608.35, 231, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 878,  4, 14,  131, 1, 2, 439350, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 365,  4, 13,  131, 1, 2, 410760, 29608.35, 51, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 908,  4, 14,  131, 1, 2, 439042, 29608.35, 24, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 842,  7,  8,  131, 1, 2, 438931, 29608.35, 236, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  131, 1, 2, 464028, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  131, 1, 2, 395675, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 947,  4, 14,  131, 1, 2, 439272, 29608.35, 0, 0.00, 1: 63; 2: 34; 
Differentiation_of_T_lymphocytes, 744,  9,  6,  132, 1, 2, 426190, 29608.35, 32, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 581,  5, 10,  132, 1, 2, 395675, 29608.35, 86, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 956,  4, 14,  132, 1, 2, 439158, 29608.35, 0, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  132, 1, 2, 395675, 29608.35, 0, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  132, 1, 2, 438978, 29608.35, 0, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 225,  4, 14,  132, 1, 2, 438877, 29608.35, 0, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 280,  4, 13,  132, 1, 2, 410795, 29608.35, 24, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 374,  4, 13,  132, 1, 2, 410766, 29608.35, 0, 0.00, 1: 62; 2: 35; 
Differentiation_of_T_lymphocytes, 978,  4, 13,  133, 1, 2, 410664, 29608.35, 0, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 721,  4, 14,  133, 1, 2, 439051, 29608.35, 223, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes,   2,  4, 13,  133, 1, 2, 410771, 29608.35, 145, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 765,  4, 13,  133, 1, 2, 410732, 29608.35, 0, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  133, 1, 2, 395675, 29608.35, 98, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 290,  4, 14,  133, 1, 2, 439019, 29608.35, 0, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 582,  4, 13,  133, 1, 2, 410619, 29608.35, 0, 0.00, 1: 61; 2: 36; 
Differentiation_of_T_lymphocytes, 373,  4, 14,  134, 1, 2, 438933, 29608.35, 0, 0.00, 1: 60; 2: 37; 
Differentiation_of_T_lymphocytes, 781,  4, 14,  134, 1, 2, 439221, 29608.35, 86, 0.00, 1: 60; 2: 37; 
Differentiation_of_T_lymphocytes, 252,  4, 14,  134, 1, 2, 439236, 29608.35, 255, 0.00, 1: 60; 2: 37; 
Differentiation_of_T_lymphocytes, 306,  4, 13,  134, 1, 2, 410566, 29608.35, 0, 0.00, 1: 60; 2: 37; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  134, 1, 2, 410777, 29608.35, 13, 0.00, 1: 60; 2: 37; 
Differentiation_of_T_lymphocytes, 553,  5, 10,  135, 1, 2, 395675, 29608.35, 73, 0.00, 1: 59; 2: 38; 
Differentiation_of_T_lymphocytes, 590,  4, 13,  135, 1, 2, 410874, 29608.35, 0, 0.00, 1: 59; 2: 38; 
Differentiation_of_T_lymphocytes, 573,  4, 13,  135, 1, 2, 410745, 29608.35, 0, 0.00, 1: 59; 2: 38; 
Differentiation_of_T_lymphocytes, 354,  4, 13,  136, 1, 2, 410825, 29608.35, 0, 0.00, 1: 58; 2: 39; 
Differentiation_of_T_lymphocytes, 520,  4, 14,  136, 1, 2, 439431, 29608.35, 0, 0.00, 1: 58; 2: 39; 
Differentiation_of_T_lymphocytes, 224,  4, 14,  136, 1, 2, 439126, 29608.35, 7, 0.00, 1: 58; 2: 39; 
Differentiation_of_T_lymphocytes, 759,  4, 13,  137, 1, 2, 410751, 29608.35, 0, 0.00, 1: 57; 2: 40; 
Differentiation_of_T_lymphocytes, 342,  9,  6,  138, 1, 2, 425999, 29608.35, 0, 0.00, 1: 56; 2: 41; 
Differentiation_of_T_lymphocytes, 562,  7,  8,  118, 1, 3, 438675, 29608.35, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  118, 1, 3, 439491, 29608.35, 0, 0.00, 1: 77; 2: 19; 3: 1; 
Differentiation_of_T_lymphocytes, 571,  7,  8,  119, 1, 3, 439100, 29608.35, 0, 0.00, 1: 76; 2: 20; 3: 1; 
Differentiation_of_T_lymphocytes, 501,  7,  8,  119, 1, 3, 439020, 29608.35, 0, 0.00, 1: 76; 2: 20; 3: 1; 
Differentiation_of_T_lymphocytes, 271,  7,  8,  120, 1, 3, 439409, 29608.35, 0, 0.00, 1: 75; 2: 21; 3: 1; 
Differentiation_of_T_lymphocytes, 124,  6,  9,  121, 1, 3, 426185, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 494,  7,  8,  121, 1, 3, 439067, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 437,  7,  8,  121, 1, 3, 439494, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 723,  9,  6,  121, 1, 3, 426195, 29608.35, 13, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 779,  7,  8,  121, 1, 3, 439057, 29608.35, 13, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 880,  9,  6,  121, 1, 3, 426198, 29608.35, 8, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 138,  7,  8,  121, 1, 3, 439380, 29608.35, 37, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 377,  9,  6,  121, 1, 3, 426064, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes,  55,  8,  7,  121, 1, 3, 439329, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 517,  7,  8,  121, 1, 3, 439229, 29608.35, 86, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 870,  7,  8,  121, 1, 3, 439376, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes,  71,  6,  9,  121, 1, 3, 425954, 29608.35, 0, 0.00, 1: 74; 2: 22; 3: 1; 
Differentiation_of_T_lymphocytes, 727,  9,  6,  122, 1, 3, 425966, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  122, 1, 3, 463941, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 818,  6,  9,  122, 1, 3, 425958, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 127,  9,  6,  122, 1, 3, 426359, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  122, 1, 3, 463796, 29608.35, 236, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 857,  8,  7,  122, 1, 3, 439011, 29608.35, 232, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 659,  9,  6,  122, 1, 3, 425807, 29608.35, 13, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 761,  6,  9,  122, 1, 3, 425999, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 611,  7,  8,  122, 1, 3, 439043, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  122, 1, 3, 432041, 29608.35, 255, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  122, 1, 3, 432168, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 607,  6,  9,  122, 1, 3, 425987, 29608.35, 0, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 876,  7,  8,  122, 1, 3, 438857, 29608.35, 50, 0.00, 1: 73; 2: 23; 3: 1; 
Differentiation_of_T_lymphocytes, 904,  9,  6,  123, 1, 3, 426253, 29608.35, 128, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  123, 1, 3, 425991, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  123, 1, 3, 426043, 29608.35, 24, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 270,  7,  8,  123, 1, 3, 439119, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 906,  7,  8,  123, 1, 3, 439117, 29608.35, 236, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  123, 1, 3, 426120, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 714,  7,  8,  123, 1, 3, 439275, 29608.35, 236, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 118,  7,  8,  123, 1, 3, 439273, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 691,  9,  6,  123, 1, 3, 426005, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  123, 1, 3, 464134, 29608.35, 32, 0.00, 1: 73; 2: 22; 3: 2; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  123, 1, 3, 464080, 29608.35, 13, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 561,  5, 12,  123, 1, 3, 463950, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,  38,  7,  8,  123, 1, 3, 439196, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 771,  6,  9,  123, 1, 3, 425697, 29608.35, 13, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 770,  5, 11,  123, 1, 3, 432077, 29608.35, 236, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  123, 1, 3, 439412, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 160,  7,  8,  123, 1, 3, 439063, 29608.35, 6, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes,  27,  5, 11,  123, 1, 3, 432044, 29608.35, 13, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 526,  8,  7,  123, 1, 3, 439390, 29608.35, 0, 0.00, 1: 72; 2: 24; 3: 1; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  124, 1, 3, 426055, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  124, 1, 3, 426157, 29608.35, 192, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  124, 1, 3, 464024, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  60,  6,  9,  124, 1, 3, 426120, 29608.35, 24, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  124, 1, 3, 432133, 29608.35, 252, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 545,  6,  9,  124, 1, 3, 426097, 29608.35, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  124, 1, 3, 464178, 29608.35, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 169,  7,  8,  124, 1, 3, 439106, 29608.35, 68, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  124, 1, 3, 395675, 29608.35, 236, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  24,  9,  6,  124, 1, 3, 426031, 29608.35, 224, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 672,  6,  9,  124, 1, 3, 426192, 29608.35, 7, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 853,  5, 11,  124, 1, 3, 432327, 29608.35, 86, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 425,  5, 12,  124, 1, 3, 464071, 29608.35, 71, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 566,  9,  6,  124, 1, 3, 425728, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 429,  5, 12,  124, 1, 3, 464121, 29608.35, 32, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 505,  5, 11,  124, 1, 3, 432285, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  93,  8,  7,  124, 1, 3, 439348, 29608.35, 86, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,   7,  7,  8,  124, 1, 3, 439349, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 768,  8,  7,  124, 1, 3, 439388, 29608.35, 240, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 729,  5, 12,  124, 1, 3, 463937, 29608.35, 231, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes, 863,  5, 10,  124, 1, 3, 395675, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  124, 1, 3, 464354, 29608.35, 0, 0.00, 1: 72; 2: 23; 3: 2; 
Differentiation_of_T_lymphocytes,  68,  5, 12,  124, 1, 3, 464090, 29608.35, 24, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 953,  8,  7,  124, 1, 3, 439334, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  124, 1, 3, 463925, 29608.35, 32, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  124, 1, 3, 463662, 29608.35, 26, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 639,  9,  6,  124, 1, 3, 426122, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes,  67,  5, 12,  124, 1, 3, 464537, 29608.35, 13, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 406,  5, 12,  124, 1, 3, 463995, 29608.35, 0, 0.00, 1: 71; 2: 25; 3: 1; 
Differentiation_of_T_lymphocytes, 919,  5, 12,  125, 1, 3, 464274, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  125, 1, 3, 464235, 29608.35, 82, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 331,  5, 12,  125, 1, 3, 463895, 29608.35, 13, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 795,  9,  6,  125, 1, 3, 426083, 29608.35, 13, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 113,  5, 12,  125, 1, 3, 463430, 29608.35, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 888,  4, 13,  125, 1, 3, 410743, 29608.35, 0, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 359,  6,  9,  125, 1, 3, 425507, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  51,  5, 11,  125, 1, 3, 432122, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  125, 1, 3, 395675, 29608.35, 224, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 352,  7,  8,  125, 1, 3, 439341, 29608.35, 7, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  125, 1, 3, 426096, 29608.35, 64, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  125, 1, 3, 432352, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 712,  5, 12,  125, 1, 3, 464052, 29608.35, 192, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  125, 1, 3, 464012, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 709,  9,  6,  125, 1, 3, 426150, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 467,  6,  9,  125, 1, 3, 426010, 29608.35, 13, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 172,  5, 10,  125, 1, 3, 395675, 29608.35, 49, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  125, 1, 3, 395675, 29608.35, 24, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 493,  6,  9,  125, 1, 3, 425937, 29608.35, 32, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  125, 1, 3, 431915, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 618,  5, 12,  125, 1, 3, 463984, 29608.35, 70, 0.00, 1: 71; 2: 24; 3: 2; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  125, 1, 3, 432272, 29608.35, 6, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 152,  5, 10,  125, 1, 3, 395675, 29608.35, 152, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 475,  5, 10,  125, 1, 3, 395675, 29608.35, 13, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 235,  7,  8,  125, 1, 3, 439105, 29608.35, 109, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 415,  8,  7,  125, 1, 3, 439136, 29608.35, 0, 0.00, 1: 72; 2: 22; 3: 3; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  125, 1, 3, 395675, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes,  11,  5, 12,  125, 1, 3, 464045, 29608.35, 69, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 973,  7,  8,  125, 1, 3, 439440, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 205,  8,  7,  125, 1, 3, 439201, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 661,  8,  7,  125, 1, 3, 439232, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  125, 1, 3, 432150, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  125, 1, 3, 426081, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 210,  5, 12,  125, 1, 3, 464205, 29608.35, 37, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 525,  5, 12,  125, 1, 3, 463915, 29608.35, 86, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 595,  5, 12,  125, 1, 3, 464033, 29608.35, 13, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 596,  8,  7,  125, 1, 3, 439274, 29608.35, 24, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 214,  7,  8,  125, 1, 3, 439546, 29608.35, 0, 0.00, 1: 70; 2: 26; 3: 1; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  126, 1, 3, 464154, 29608.35, 24, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  65,  5, 11,  126, 1, 3, 432348, 29608.35, 141, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 626,  6,  9,  126, 1, 3, 426072, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  126, 1, 3, 463674, 29608.35, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 267,  8,  7,  126, 1, 3, 439110, 29608.35, 13, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  126, 1, 3, 432301, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 186,  7,  8,  126, 1, 3, 438810, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 731,  5, 12,  126, 1, 3, 464169, 29608.35, 13, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  31,  6,  9,  126, 1, 3, 425935, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  126, 1, 3, 439267, 29608.35, 24, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  126, 1, 3, 432177, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  126, 1, 3, 463300, 29608.35, 13, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 530,  5, 12,  126, 1, 3, 464365, 29608.35, 236, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 794,  5, 10,  126, 1, 3, 395675, 29608.35, 236, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 378,  6,  9,  126, 1, 3, 426179, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  14,  5, 11,  126, 1, 3, 432169, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 299,  8,  7,  126, 1, 3, 439052, 29608.35, 120, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 232,  8,  7,  126, 1, 3, 439516, 29608.35, 32, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 958,  5, 12,  126, 1, 3, 464648, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  126, 1, 3, 432303, 29608.35, 82, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 992,  5, 12,  126, 1, 3, 464380, 29608.35, 6, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 676,  9,  6,  126, 1, 3, 425979, 29608.35, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 675,  6,  9,  126, 1, 3, 426173, 29608.35, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 874,  5, 11,  126, 1, 3, 432219, 29608.35, 76, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 558,  8,  7,  126, 1, 3, 439288, 29608.35, 32, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  126, 1, 3, 431787, 29608.35, 24, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 882,  4, 13,  126, 1, 3, 410817, 29608.35, 0, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 867,  4, 14,  126, 1, 3, 439007, 29608.35, 0, 0.00, 1: 71; 2: 23; 3: 3; 
Differentiation_of_T_lymphocytes, 664,  5, 12,  126, 1, 3, 464224, 29608.35, 152, 0.00, 1: 70; 2: 25; 3: 2; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  126, 1, 3, 464205, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 769,  5, 12,  126, 1, 3, 463134, 29608.35, 223, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 858,  6,  9,  126, 1, 3, 426147, 29608.35, 236, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 119,  5, 10,  126, 1, 3, 395675, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes, 321,  5, 10,  126, 1, 3, 395675, 29608.35, 221, 0.00, 1: 69; 2: 27; 3: 1; 
Differentiation_of_T_lymphocytes,  52,  8,  7,  126, 1, 3, 439258, 29608.35, 0, 0.00, 1: 69; 2: 27; 3: 1; 
