Seed 1656949570
ARCH 1|F_ID 3|LIMIT 3
before: 
2(776)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 793,  7,  8,  110, 1, 2, 439419, 28650.14, 72, 0.00, 1: 84; 2: 13; 
Differentiation_of_T_lymphocytes,  13,  4, 14,  118, 1, 2, 439240, 28650.14, 127, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  118, 1, 2, 425905, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 298,  6,  9,  118, 1, 2, 426010, 28650.14, 111, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  118, 1, 2, 425946, 28650.14, 64, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 735,  5, 11,  118, 1, 2, 432278, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 614,  7,  8,  118, 1, 2, 439277, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  118, 1, 2, 463618, 28650.14, 26, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  118, 1, 2, 395675, 28650.14, 86, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 628,  8,  7,  118, 1, 2, 439134, 28650.14, 255, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 332,  5, 12,  118, 1, 2, 463954, 28650.14, 62, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 327,  5, 11,  118, 1, 2, 432222, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 317,  5, 10,  118, 1, 2, 395675, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 863,  5, 10,  118, 1, 2, 395675, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 794,  5, 10,  118, 1, 2, 395675, 28650.14, 171, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 482,  6,  9,  118, 1, 2, 426381, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 169,  7,  8,  118, 1, 2, 439539, 28650.14, 68, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  118, 1, 2, 439192, 28650.14, 32, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  118, 1, 2, 395675, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes,  43,  5, 11,  118, 1, 2, 431921, 28650.14, 52, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 459,  5, 11,  118, 1, 2, 432626, 28650.14, 14, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 861,  9,  6,  118, 1, 2, 425988, 28650.14, 86, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 971,  5, 10,  118, 1, 2, 395675, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 195,  7,  8,  118, 1, 2, 439240, 28650.14, 13, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 834,  7,  8,  118, 1, 2, 439137, 28650.14, 171, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes,  49,  5, 12,  118, 1, 2, 464337, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  118, 1, 2, 395675, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  118, 1, 2, 464078, 28650.14, 32, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 440,  6,  9,  118, 1, 2, 426146, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  118, 1, 2, 426128, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes,  34,  5, 11,  118, 1, 2, 432200, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  118, 1, 2, 395675, 28650.14, 216, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  118, 1, 2, 432319, 28650.14, 0, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 592,  5, 12,  118, 1, 2, 464054, 28650.14, 64, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 771,  6,  9,  118, 1, 2, 426047, 28650.14, 14, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 770,  5, 11,  118, 1, 2, 431946, 28650.14, 171, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 848,  4, 14,  119, 1, 2, 439528, 28650.14, 64, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 989,  5, 10,  119, 1, 2, 395675, 28650.14, 86, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 640,  5, 11,  119, 1, 2, 432231, 28650.14, 112, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 647,  4, 13,  119, 1, 2, 410749, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  119, 1, 2, 426260, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  26,  5, 10,  119, 1, 2, 395675, 28650.14, 171, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  61,  4, 13,  119, 1, 2, 410638, 28650.14, 86, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  119, 1, 2, 432207, 28650.14, 103, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 888,  4, 13,  119, 1, 2, 410745, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  56,  4, 14,  119, 1, 2, 439278, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 718,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  119, 1, 2, 463813, 28650.14, 237, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  119, 1, 2, 395675, 28650.14, 86, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  74,  5, 12,  119, 1, 2, 463831, 28650.14, 227, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  119, 1, 2, 426309, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  119, 1, 2, 426073, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 423,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 418,  4, 14,  119, 1, 2, 439376, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 417,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 702,  5, 11,  119, 1, 2, 432200, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 257,  4, 13,  119, 1, 2, 410685, 28650.14, 72, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 716,  7,  8,  119, 1, 2, 439116, 28650.14, 62, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 365,  4, 13,  119, 1, 2, 410664, 28650.14, 51, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 211,  5, 10,  119, 1, 2, 395675, 28650.14, 13, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 360,  5, 12,  119, 1, 2, 463791, 28650.14, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 287,  7,  8,  119, 1, 2, 439113, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 353,  9,  6,  119, 1, 2, 425594, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 293,  5, 12,  119, 1, 2, 463871, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  119, 1, 2, 432442, 28650.14, 51, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 345,  5, 10,  119, 1, 2, 395675, 28650.14, 70, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  119, 1, 2, 426119, 28650.14, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 322,  4, 13,  119, 1, 2, 410724, 28650.14, 171, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 321,  5, 10,  119, 1, 2, 395675, 28650.14, 61, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  119, 1, 2, 431733, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 100,  5, 11,  119, 1, 2, 431992, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 983,  4, 14,  119, 1, 2, 439265, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 104,  4, 13,  119, 1, 2, 410745, 28650.14, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 119,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  119, 1, 2, 439239, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 511,  4, 14,  119, 1, 2, 439472, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  119, 1, 2, 395675, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  91,  5, 10,  119, 1, 2, 395675, 28650.14, 14, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 536,  4, 13,  119, 1, 2, 410754, 28650.14, 24, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 125,  4, 14,  119, 1, 2, 439351, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 144,  4, 14,  119, 1, 2, 439274, 28650.14, 192, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  119, 1, 2, 395675, 28650.14, 86, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes,  88,  8,  7,  119, 1, 2, 439341, 28650.14, 88, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 162,  4, 13,  119, 1, 2, 410720, 28650.14, 0, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 680,  8,  7,  119, 1, 2, 438812, 28650.14, 32, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 474,  4, 13,  119, 1, 2, 410776, 28650.14, 171, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 172,  5, 10,  119, 1, 2, 395675, 28650.14, 49, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 320,  6,  9,  119, 1, 2, 426069, 28650.14, 160, 0.00, 1: 75; 2: 22; 
Differentiation_of_T_lymphocytes, 733,  4, 13,  120, 1, 2, 410712, 28650.14, 86, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 814,  5, 10,  120, 1, 2, 395675, 28650.14, 32, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  120, 1, 2, 425861, 28650.14, 64, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 627,  4, 14,  120, 1, 2, 439247, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  120, 1, 2, 395675, 28650.14, 171, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 816,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  120, 1, 2, 432099, 28650.14, 86, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 660,  4, 14,  120, 1, 2, 439256, 28650.14, 62, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  120, 1, 2, 426245, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 838,  5, 12,  120, 1, 2, 464175, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 811,  9,  6,  120, 1, 2, 426130, 28650.14, 49, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  120, 1, 2, 431912, 28650.14, 63, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 745,  5, 10,  120, 1, 2, 395675, 28650.14, 73, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 711,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 827,  9,  6,  120, 1, 2, 425947, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  120, 1, 2, 426373, 28650.14, 171, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 884,  8,  7,  120, 1, 2, 439415, 28650.14, 35, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 698,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  120, 1, 2, 464313, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 689,  4, 14,  120, 1, 2, 439338, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 688,  6,  9,  120, 1, 2, 425987, 28650.14, 13, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  120, 1, 2, 432201, 28650.14, 237, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 568,  4, 13,  120, 1, 2, 410796, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  120, 1, 2, 464074, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 559,  4, 13,  120, 1, 2, 410813, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 549,  7,  8,  120, 1, 2, 439337, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 282,  4, 14,  120, 1, 2, 439244, 28650.14, 171, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 472,  4, 13,  120, 1, 2, 410726, 28650.14, 216, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  120, 1, 2, 463879, 28650.14, 14, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 532,  4, 14,  120, 1, 2, 439000, 28650.14, 62, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 529,  4, 14,  120, 1, 2, 439183, 28650.14, 63, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 952,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 519,  4, 14,  120, 1, 2, 439025, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 516,  8,  7,  120, 1, 2, 439454, 28650.14, 62, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 567,  5, 11,  120, 1, 2, 431852, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 512,  4, 14,  120, 1, 2, 439150, 28650.14, 240, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 951,  4, 13,  120, 1, 2, 410723, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 908,  4, 14,  120, 1, 2, 438927, 28650.14, 62, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  79,  7,  8,  120, 1, 2, 438881, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 391,  4, 13,  120, 1, 2, 410660, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  66,  4, 13,  120, 1, 2, 410724, 28650.14, 227, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 364,  4, 14,  120, 1, 2, 439444, 28650.14, 65, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 934,  5, 12,  120, 1, 2, 464105, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  120, 1, 2, 395675, 28650.14, 82, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  50,  8,  7,  120, 1, 2, 438849, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  41,  4, 13,  120, 1, 2, 410790, 28650.14, 67, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 165,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 183,  5, 12,  120, 1, 2, 464196, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 186,  7,  8,  120, 1, 2, 439467, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  120, 1, 2, 426150, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  120, 1, 2, 464078, 28650.14, 32, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 448,  5, 10,  120, 1, 2, 395675, 28650.14, 176, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 919,  5, 12,  120, 1, 2, 464435, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 602,  4, 14,  120, 1, 2, 439340, 28650.14, 171, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  120, 1, 2, 432174, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 624,  9,  6,  120, 1, 2, 426328, 28650.14, 1, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 599,  4, 14,  120, 1, 2, 439138, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  120, 1, 2, 395675, 28650.14, 176, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 115,  4, 14,  120, 1, 2, 439314, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 409,  9,  6,  120, 1, 2, 425963, 28650.14, 70, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  120, 1, 2, 464618, 28650.14, 62, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 247,  5, 10,  120, 1, 2, 395675, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  120, 1, 2, 426167, 28650.14, 192, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 466,  5, 11,  120, 1, 2, 432291, 28650.14, 171, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  120, 1, 2, 439329, 28650.14, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 419,  4, 13,  121, 1, 2, 410606, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 393,  4, 13,  121, 1, 2, 410713, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  121, 1, 2, 395675, 28650.14, 62, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 703,  4, 14,  121, 1, 2, 439188, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 408,  5, 12,  121, 1, 2, 463903, 28650.14, 152, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 371,  4, 14,  121, 1, 2, 439374, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  121, 1, 2, 431506, 28650.14, 135, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  121, 1, 2, 395675, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,   2,  4, 13,  121, 1, 2, 410742, 28650.14, 135, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 786,  4, 14,  121, 1, 2, 439148, 28650.14, 171, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  121, 1, 2, 395675, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  121, 1, 2, 426046, 28650.14, 227, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 804,  5, 11,  121, 1, 2, 432193, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 131,  4, 13,  121, 1, 2, 410763, 28650.14, 13, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 763,  4, 13,  121, 1, 2, 410714, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 761,  6,  9,  121, 1, 2, 426157, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 759,  4, 13,  121, 1, 2, 410818, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 111,  5, 11,  121, 1, 2, 432354, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  121, 1, 2, 395675, 28650.14, 32, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 958,  5, 12,  121, 1, 2, 464305, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 259,  4, 14,  121, 1, 2, 439285, 28650.14, 13, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  84,  5, 10,  121, 1, 2, 395675, 28650.14, 62, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 284,  4, 14,  121, 1, 2, 439247, 28650.14, 62, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 286,  6,  9,  121, 1, 2, 426201, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  70,  4, 13,  121, 1, 2, 410759, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 311,  4, 14,  121, 1, 2, 439191, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  64,  5, 10,  121, 1, 2, 395675, 28650.14, 176, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  121, 1, 2, 426246, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 886,  5, 10,  121, 1, 2, 395675, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 580,  4, 13,  121, 1, 2, 410675, 28650.14, 62, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 579,  5, 10,  121, 1, 2, 395675, 28650.14, 14, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  12,  5, 11,  121, 1, 2, 432115, 28650.14, 114, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  33,  4, 13,  121, 1, 2, 410806, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 912,  4, 13,  121, 1, 2, 410808, 28650.14, 128, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  121, 1, 2, 425978, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  20,  4, 14,  121, 1, 2, 439195, 28650.14, 62, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 674,  5, 11,  121, 1, 2, 432335, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 610,  4, 14,  121, 1, 2, 439158, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 461,  4, 14,  121, 1, 2, 439130, 28650.14, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  121, 1, 2, 432238, 28650.14, 255, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 669,  5, 12,  121, 1, 2, 464114, 28650.14, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  121, 1, 2, 426210, 28650.14, 78, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 831,  4, 14,  121, 1, 2, 439162, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 830,  4, 13,  121, 1, 2, 410738, 28650.14, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 520,  4, 14,  122, 1, 2, 439019, 28650.14, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 748,  4, 14,  122, 1, 2, 439351, 28650.14, 48, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 995,  5, 12,  122, 1, 2, 464129, 28650.14, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 670,  4, 13,  122, 1, 2, 410820, 28650.14, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 665,  5, 10,  122, 1, 2, 395675, 28650.14, 71, 0.00, 1: 72; 2: 25; 
