Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
3(951)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 367,  7, 16,  349, 1, 3, 891193, 75721.94, 0, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  368, 1, 3, 908532, 75721.94, 62, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  368, 1, 3, 879057, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  368, 1, 3, 890941, 75721.94, 36, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling,  87,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  368, 1, 3, 865830, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 468,  6, 20,  368, 1, 3, 947725, 75721.94, 35, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 666, 11, 10,  368, 1, 3, 879010, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 771,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 97; 2: 119; 3: 11; 
EGFR_&_ErbB_Signaling, 894,  8, 14,  368, 1, 3, 891079, 75721.94, 0, 0.00, 1: 98; 2: 117; 3: 12; 
EGFR_&_ErbB_Signaling, 898,  9, 12,  368, 1, 3, 865851, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 975,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 99; 2: 115; 3: 13; 
EGFR_&_ErbB_Signaling, 270, 10, 11,  368, 1, 3, 879011, 75721.94, 0, 0.00, 1: 99; 2: 115; 3: 13; 
EGFR_&_ErbB_Signaling, 460,  6, 19,  368, 1, 3, 908410, 75721.94, 89, 0.00, 1: 107; 2: 99; 3: 21; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 250,  9, 12,  368, 1, 3, 865806, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  368, 1, 3, 940589, 75721.94, 0, 0.00, 1: 98; 2: 117; 3: 12; 
EGFR_&_ErbB_Signaling, 245,  6, 20,  368, 1, 3, 947408, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 749,  6, 19,  368, 1, 3, 907963, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 272, 11, 10,  368, 1, 3, 879193, 75721.94, 19, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 673,  6, 20,  368, 1, 3, 947758, 75721.94, 0, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 651,  6, 18,  368, 1, 3, 865901, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 170,  6, 20,  368, 1, 3, 947646, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 392, 10, 11,  368, 1, 3, 879037, 75721.94, 21, 0.00, 1: 99; 2: 115; 3: 13; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  368, 1, 3, 947847, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 858,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  368, 1, 3, 865760, 75721.94, 25, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 330, 12,  9,  368, 1, 3, 865772, 75721.94, 0, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  368, 1, 3, 865775, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 399,  6, 18,  368, 1, 3, 865749, 75721.94, 0, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 587,  6, 20,  368, 1, 3, 947635, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  368, 1, 3, 908259, 75721.94, 10, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  368, 1, 3, 940658, 75721.94, 23, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling,  53,  6, 19,  368, 1, 3, 908267, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 198, 10, 11,  368, 1, 3, 879044, 75721.94, 0, 0.00, 1: 107; 2: 99; 3: 21; 
EGFR_&_ErbB_Signaling, 410,  8, 14,  368, 1, 3, 891109, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  368, 1, 3, 865785, 75721.94, 0, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 99; 2: 115; 3: 13; 
EGFR_&_ErbB_Signaling, 806,  9, 12,  368, 1, 3, 865839, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 178,  6, 18,  368, 1, 3, 865788, 75721.94, 0, 0.00, 1: 105; 2: 103; 3: 19; 
EGFR_&_ErbB_Signaling,  44,  7, 15,  368, 1, 3, 840840, 75721.94, 23, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 570,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 327,  6, 20,  368, 1, 3, 947479, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 184, 12,  9,  368, 1, 3, 865759, 75721.94, 14, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 183,  6, 18,  368, 1, 3, 865721, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 341, 10, 11,  368, 1, 3, 879042, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 223,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 379,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 503, 10, 11,  368, 1, 3, 879126, 75721.94, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling,  17,  7, 15,  368, 1, 3, 840840, 75721.94, 197, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 953, 11, 10,  368, 1, 3, 879069, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 748, 10, 11,  368, 1, 3, 879021, 75721.94, 66, 0.00, 1: 95; 2: 123; 3: 9; 
EGFR_&_ErbB_Signaling,  15, 12,  9,  368, 1, 3, 865854, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  368, 1, 3, 865838, 75721.94, 0, 0.00, 1: 97; 2: 119; 3: 11; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  368, 1, 3, 830180, 75721.94, 0, 0.00, 1: 105; 2: 103; 3: 19; 
EGFR_&_ErbB_Signaling, 525, 12,  9,  368, 1, 3, 865680, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 854,  6, 19,  368, 1, 3, 908090, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 747,  7, 15,  368, 1, 3, 840840, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 335,  6, 19,  368, 1, 3, 907768, 75721.94, 0, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 741,  6, 19,  368, 1, 3, 908200, 75721.94, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 606, 11, 10,  368, 1, 3, 879054, 75721.94, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 703,  6, 20,  369, 1, 3, 947406, 75721.94, 0, 0.00, 1: 108; 2: 96; 3: 23; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  369, 1, 3, 947464, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 989,  7, 16,  369, 1, 3, 891253, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 723, 12,  9,  369, 1, 3, 865679, 75721.94, 0, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 984,  8, 13,  369, 1, 3, 830180, 75721.94, 49, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 751,  7, 16,  369, 1, 3, 890928, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling,  31,  7, 15,  369, 1, 3, 840840, 75721.94, 0, 0.00, 1: 98; 2: 116; 3: 13; 
EGFR_&_ErbB_Signaling, 759,  6, 19,  369, 1, 3, 908185, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 991, 12,  9,  369, 1, 3, 865704, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  369, 1, 3, 865757, 75721.94, 64, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  369, 1, 3, 879178, 75721.94, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 994,  8, 14,  369, 1, 3, 890930, 75721.94, 0, 0.00, 1: 97; 2: 118; 3: 12; 
EGFR_&_ErbB_Signaling,  29,  6, 20,  369, 1, 3, 947590, 75721.94, 85, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  369, 1, 3, 865801, 75721.94, 35, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 520,  7, 17,  369, 1, 3, 940908, 75721.94, 25, 0.00, 1: 97; 2: 118; 3: 12; 
EGFR_&_ErbB_Signaling, 816, 11, 10,  369, 1, 3, 879088, 75721.94, 35, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 517, 10, 11,  369, 1, 3, 878872, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 514,  6, 20,  369, 1, 3, 947415, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  369, 1, 3, 890972, 75721.94, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 231, 11, 10,  369, 1, 3, 879033, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 482,  9, 12,  369, 1, 3, 865767, 75721.94, 0, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 479,  7, 15,  369, 1, 3, 840840, 75721.94, 0, 0.00, 1: 97; 2: 118; 3: 12; 
EGFR_&_ErbB_Signaling, 474,  6, 19,  369, 1, 3, 908265, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  369, 1, 3, 879042, 75721.94, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 469,  6, 19,  369, 1, 3, 908309, 75721.94, 0, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 259,  6, 20,  369, 1, 3, 947783, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  369, 1, 3, 947519, 75721.94, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  369, 1, 3, 865834, 75721.94, 0, 0.00, 1: 106; 2: 100; 3: 21; 
EGFR_&_ErbB_Signaling, 298, 12,  9,  369, 1, 3, 865805, 75721.94, 0, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 302,  6, 18,  369, 1, 3, 865695, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 416,  8, 14,  369, 1, 3, 891205, 75721.94, 21, 0.00, 1: 97; 2: 118; 3: 12; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  369, 1, 3, 830180, 75721.94, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  369, 1, 3, 830180, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 329,  9, 12,  369, 1, 3, 865881, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 336, 10, 11,  369, 1, 3, 878996, 75721.94, 20, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  369, 1, 3, 865773, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 382,  6, 20,  369, 1, 3, 947739, 75721.94, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 374,  8, 13,  369, 1, 3, 830180, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 872,  6, 18,  369, 1, 3, 865791, 75721.94, 40, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 368, 12,  9,  369, 1, 3, 865743, 75721.94, 21, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  369, 1, 3, 891063, 75721.94, 0, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 531,  7, 15,  369, 1, 3, 840840, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling,  76,  6, 20,  369, 1, 3, 948051, 75721.94, 27, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling,  92,  6, 18,  369, 1, 3, 865838, 75721.94, 21, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 973,  7, 17,  369, 1, 3, 940482, 75721.94, 0, 0.00, 1: 98; 2: 116; 3: 13; 
EGFR_&_ErbB_Signaling, 961,  6, 19,  369, 1, 3, 908300, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  369, 1, 3, 891010, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 117, 12,  9,  369, 1, 3, 865733, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  369, 1, 3, 878978, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 625,  8, 14,  369, 1, 3, 890820, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 130, 10, 11,  369, 1, 3, 879173, 75721.94, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 794, 11, 10,  369, 1, 3, 879200, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  369, 1, 3, 840840, 75721.94, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  369, 1, 3, 865772, 75721.94, 0, 0.00, 1: 98; 2: 116; 3: 13; 
EGFR_&_ErbB_Signaling, 584,  6, 18,  369, 1, 3, 865807, 75721.94, 26, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 577,  6, 18,  369, 1, 3, 865749, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 177,  8, 14,  369, 1, 3, 891113, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 180,  7, 16,  369, 1, 3, 891188, 75721.94, 3, 0.00, 1: 96; 2: 120; 3: 11; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  369, 1, 3, 878994, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 575,  6, 19,  369, 1, 3, 908361, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 521,  6, 19,  369, 1, 3, 908144, 75721.94, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 927, 10, 11,  369, 1, 3, 879098, 75721.94, 0, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 552,  8, 13,  369, 1, 3, 830180, 75721.94, 25, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 928,  6, 20,  369, 1, 3, 947634, 75721.94, 44, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  369, 1, 3, 830180, 75721.94, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling,   1,  6, 20,  370, 1, 3, 947800, 75721.94, 96, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  370, 1, 3, 908389, 75721.94, 47, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  370, 1, 3, 830180, 75721.94, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 818, 12,  9,  370, 1, 3, 865823, 75721.94, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 918,  9, 12,  370, 1, 3, 865731, 75721.94, 0, 0.00, 1: 104; 2: 103; 3: 20; 
EGFR_&_ErbB_Signaling, 916,  6, 19,  370, 1, 3, 908484, 75721.94, 42, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 855,  6, 20,  370, 1, 3, 947740, 75721.94, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 804, 10, 11,  370, 1, 3, 878890, 75721.94, 34, 0.00, 1: 97; 2: 117; 3: 13; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  370, 1, 3, 830180, 75721.94, 67, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 853,  6, 20,  370, 1, 3, 947683, 75721.94, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 850,  9, 12,  370, 1, 3, 865860, 75721.94, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 949,  6, 19,  370, 1, 3, 908199, 75721.94, 0, 0.00, 1: 106; 2: 99; 3: 22; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  370, 1, 3, 908126, 75721.94, 22, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling, 829, 12,  9,  370, 1, 3, 865469, 75721.94, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  370, 1, 3, 865784, 75721.94, 21, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  370, 1, 3, 865717, 75721.94, 78, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  370, 1, 3, 840840, 75721.94, 0, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling,  96,  6, 18,  370, 1, 3, 865819, 75721.94, 6, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 232,  7, 16,  370, 1, 3, 890988, 75721.94, 16, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 656,  6, 20,  370, 1, 3, 947949, 75721.94, 29, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 235,  6, 20,  370, 1, 3, 947183, 75721.94, 0, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 445,  9, 12,  370, 1, 3, 865783, 75721.94, 0, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  370, 1, 3, 830180, 75721.94, 0, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 219, 10, 11,  370, 1, 3, 879144, 75721.94, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 586,  6, 19,  370, 1, 3, 908394, 75721.94, 0, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  370, 1, 3, 879021, 75721.94, 0, 0.00, 1: 97; 2: 117; 3: 13; 
EGFR_&_ErbB_Signaling, 354,  6, 19,  370, 1, 3, 908008, 75721.94, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 432,  6, 20,  370, 1, 3, 947361, 75721.94, 21, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 380,  7, 17,  370, 1, 3, 940697, 75721.94, 75, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  370, 1, 3, 940376, 75721.94, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 610,  6, 20,  370, 1, 3, 948036, 75721.94, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 188,  6, 19,  370, 1, 3, 908122, 75721.94, 98, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling, 105, 12,  9,  370, 1, 3, 865858, 75721.94, 0, 0.00, 1: 97; 2: 117; 3: 13; 
EGFR_&_ErbB_Signaling, 509,  7, 17,  370, 1, 3, 940603, 75721.94, 0, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling, 137, 10, 11,  370, 1, 3, 879191, 75721.94, 0, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling, 499,  7, 15,  370, 1, 3, 840840, 75721.94, 0, 0.00, 1: 97; 2: 117; 3: 13; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  370, 1, 3, 865911, 75721.94, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  370, 1, 3, 865854, 75721.94, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 163, 11, 10,  370, 1, 3, 878978, 75721.94, 0, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 498,  9, 12,  370, 1, 3, 865852, 75721.94, 0, 0.00, 1: 104; 2: 103; 3: 20; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  370, 1, 3, 830180, 75721.94, 3, 0.00, 1: 98; 2: 115; 3: 14; 
EGFR_&_ErbB_Signaling, 173,  6, 19,  370, 1, 3, 908253, 75721.94, 0, 0.00, 1: 104; 2: 103; 3: 20; 
EGFR_&_ErbB_Signaling, 187,  6, 20,  370, 1, 3, 947204, 75721.94, 0, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 563, 10, 11,  370, 1, 3, 878848, 75721.94, 0, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 446,  6, 18,  371, 1, 3, 865764, 75721.94, 0, 0.00, 1: 103; 2: 104; 3: 20; 
EGFR_&_ErbB_Signaling,  25,  6, 20,  371, 1, 3, 947646, 75721.94, 197, 0.00, 1: 100; 2: 110; 3: 17; 
EGFR_&_ErbB_Signaling, 496,  9, 12,  371, 1, 3, 865801, 75721.94, 24, 0.00, 1: 104; 2: 102; 3: 21; 
EGFR_&_ErbB_Signaling, 310,  9, 12,  371, 1, 3, 865879, 75721.94, 0, 0.00, 1: 96; 2: 118; 3: 13; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  371, 1, 3, 908218, 75721.94, 55, 0.00, 1: 99; 2: 112; 3: 16; 
EGFR_&_ErbB_Signaling, 845,  9, 12,  371, 1, 3, 865852, 75721.94, 0, 0.00, 1: 104; 2: 102; 3: 21; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  371, 1, 3, 947619, 75721.94, 0, 0.00, 1: 96; 2: 118; 3: 13; 
EGFR_&_ErbB_Signaling, 516,  6, 19,  371, 1, 3, 908337, 75721.94, 35, 0.00, 1: 100; 2: 110; 3: 17; 
EGFR_&_ErbB_Signaling, 430,  7, 15,  371, 1, 3, 840840, 75721.94, 0, 0.00, 1: 99; 2: 112; 3: 16; 
EGFR_&_ErbB_Signaling, 427,  8, 14,  371, 1, 3, 890987, 75721.94, 0, 0.00, 1: 96; 2: 118; 3: 13; 
EGFR_&_ErbB_Signaling, 815,  7, 15,  371, 1, 3, 840840, 75721.94, 0, 0.00, 1: 95; 2: 120; 3: 12; 
EGFR_&_ErbB_Signaling, 913,  6, 19,  371, 1, 3, 908359, 75721.94, 0, 0.00, 1: 100; 2: 110; 3: 17; 
EGFR_&_ErbB_Signaling, 104,  6, 19,  371, 1, 3, 908159, 75721.94, 7, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  371, 1, 3, 890887, 75721.94, 0, 0.00, 1: 100; 2: 110; 3: 17; 
EGFR_&_ErbB_Signaling, 954,  6, 18,  371, 1, 3, 865815, 75721.94, 0, 0.00, 1: 99; 2: 112; 3: 16; 
EGFR_&_ErbB_Signaling, 129,  6, 18,  371, 1, 3, 865873, 75721.94, 0, 0.00, 1: 104; 2: 102; 3: 21; 
EGFR_&_ErbB_Signaling, 140,  6, 19,  371, 1, 3, 908066, 75721.94, 21, 0.00, 1: 105; 2: 100; 3: 22; 
EGFR_&_ErbB_Signaling, 161,  6, 20,  371, 1, 3, 947645, 75721.94, 0, 0.00, 1: 99; 2: 112; 3: 16; 
EGFR_&_ErbB_Signaling, 171,  7, 17,  371, 1, 3, 940785, 75721.94, 0, 0.00, 1: 97; 2: 116; 3: 14; 
