Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
02(547)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,   98, 1, 2, 383630, 32131.54, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 900,  5,  9,  107, 1, 2, 355410, 32131.54, 37, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 471,  4, 11,  107, 1, 2, 347182, 32131.54, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 120,  9,  5,  107, 1, 2, 355410, 32131.54, 0, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 436,  5, 10,  107, 1, 2, 390611, 32131.54, 26, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 468,  4, 12,  107, 1, 2, 377073, 32131.54, 37, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 272,  5, 10,  107, 1, 2, 390808, 32131.54, 112, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 448,  9,  5,  107, 1, 2, 355410, 32131.54, 144, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 860,  9,  5,  107, 1, 2, 355410, 32131.54, 37, 0.00, 1: 49; 2: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 560,  4, 11,  108, 1, 2, 347182, 32131.54, 255, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 785,  4, 12,  108, 1, 2, 376946, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  108, 1, 2, 390655, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 130,  4, 11,  108, 1, 2, 347182, 32131.54, 210, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 769,  4, 11,  108, 1, 2, 347182, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 857,  5,  9,  108, 1, 2, 355410, 32131.54, 226, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 154,  4, 11,  108, 1, 2, 347182, 32131.54, 210, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,  108, 1, 2, 355410, 32131.54, 96, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,  108, 1, 2, 383327, 32131.54, 210, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 812,  5, 10,  108, 1, 2, 390877, 32131.54, 115, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 192,  7,  7,  108, 1, 2, 383834, 32131.54, 32, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 212,  8,  6,  108, 1, 2, 377117, 32131.54, 37, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  108, 1, 2, 347182, 32131.54, 37, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 804,  4, 11,  108, 1, 2, 347182, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 513,  5, 10,  108, 1, 2, 391027, 32131.54, 216, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 688,  9,  5,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 251,  5,  9,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 219,  4, 11,  108, 1, 2, 347182, 32131.54, 241, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,  108, 1, 2, 391019, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  108, 1, 2, 377109, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 829,  5,  9,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 474,  4, 11,  108, 1, 2, 347182, 32131.54, 210, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 677,  9,  5,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 731,  5,  9,  108, 1, 2, 355410, 32131.54, 241, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 125,  5,  9,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 105,  9,  5,  108, 1, 2, 355410, 32131.54, 65, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 738,  5,  9,  108, 1, 2, 355410, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 429,  4, 12,  108, 1, 2, 377238, 32131.54, 110, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  108, 1, 2, 376966, 32131.54, 32, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 724,  4, 11,  108, 1, 2, 347182, 32131.54, 37, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 690,  8,  6,  108, 1, 2, 377091, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling,  52,  4, 11,  108, 1, 2, 347182, 32131.54, 37, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 323,  9,  5,  108, 1, 2, 355410, 32131.54, 241, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 966,  5, 10,  108, 1, 2, 390863, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 989,  6,  8,  108, 1, 2, 377024, 32131.54, 86, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 234,  4, 11,  108, 1, 2, 347182, 32131.54, 68, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 590,  8,  6,  108, 1, 2, 377016, 32131.54, 0, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 493,  4, 12,  108, 1, 2, 376723, 32131.54, 111, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 588,  4, 12,  108, 1, 2, 376994, 32131.54, 37, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,  108, 1, 2, 376940, 32131.54, 241, 0.00, 1: 48; 2: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  109, 1, 2, 347182, 32131.54, 241, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 566,  9,  5,  109, 1, 2, 355410, 32131.54, 255, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  109, 1, 2, 390978, 32131.54, 32, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  109, 1, 2, 355410, 32131.54, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 157,  9,  5,  109, 1, 2, 355410, 32131.54, 86, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 583,  9,  5,  109, 1, 2, 355410, 32131.54, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 993,  5,  9,  109, 1, 2, 355410, 32131.54, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 527,  9,  5,  109, 1, 2, 355410, 32131.54, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 401,  9,  5,  109, 1, 2, 355410, 32131.54, 216, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 341,  4, 11,  109, 1, 2, 347182, 32131.54, 86, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  109, 1, 2, 347182, 32131.54, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 220,  5,  9,  109, 1, 2, 355410, 32131.54, 37, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 674,  5,  9,  110, 1, 2, 355410, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 870,  4, 11,  110, 1, 2, 347182, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 190,  8,  6,  110, 1, 2, 376817, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 946,  4, 12,  110, 1, 2, 376615, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 805,  4, 11,  110, 1, 2, 347182, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 973,  5,  9,  110, 1, 2, 355410, 32131.54, 86, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 258,  4, 12,  110, 1, 2, 376941, 32131.54, 210, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 551,  9,  5,  110, 1, 2, 355410, 32131.54, 0, 0.00, 1: 46; 2: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 136,  9,  5,  111, 1, 2, 355410, 32131.54, 128, 0.00, 1: 45; 2: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 168,  7,  7,  111, 1, 2, 383527, 32131.54, 32, 0.00, 1: 45; 2: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 654,  4, 11,  111, 1, 2, 347182, 32131.54, 0, 0.00, 1: 45; 2: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 715,  5,  9,  111, 1, 2, 355410, 32131.54, 241, 0.00, 1: 45; 2: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  111, 1, 2, 376941, 32131.54, 37, 0.00, 1: 45; 2: 33; 
Guard_Cell_Abscisic_Acid_Signaling,  34,  4, 11,  113, 1, 2, 347182, 32131.54, 0, 0.00, 1: 43; 2: 35; 
Guard_Cell_Abscisic_Acid_Signaling, 424,  9,  5,  113, 1, 2, 355410, 32131.54, 32, 0.00, 1: 43; 2: 35; 
Guard_Cell_Abscisic_Acid_Signaling, 798,  7,  7,   99, 1, 3, 383610, 32131.54, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 592,  6,  8,   99, 1, 3, 376990, 32131.54, 32, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,   99, 1, 3, 383732, 32131.54, 97, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 237,  8,  6,  100, 1, 3, 376958, 32131.54, 99, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 449,  8,  6,  100, 1, 3, 377047, 32131.54, 216, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 863,  8,  6,  100, 1, 3, 377119, 32131.54, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 980,  7,  7,  100, 1, 3, 383250, 32131.54, 37, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 247,  5, 10,  101, 1, 3, 390993, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 713,  5, 10,  101, 1, 3, 390683, 32131.54, 218, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 302,  5, 10,  101, 1, 3, 391109, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  56,  7,  7,  101, 1, 3, 383300, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  101, 1, 3, 355410, 32131.54, 215, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 942,  5, 10,  101, 1, 3, 390853, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,  101, 1, 3, 355410, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 364,  8,  6,  101, 1, 3, 377064, 32131.54, 105, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 907,  8,  6,  101, 1, 3, 377053, 32131.54, 241, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 955,  9,  5,  101, 1, 3, 355410, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 937,  8,  6,  101, 1, 3, 376960, 32131.54, 69, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 726,  6,  8,  101, 1, 3, 377105, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 637,  5,  9,  101, 1, 3, 355410, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 398,  7,  7,  101, 1, 3, 383343, 32131.54, 0, 0.00, 1: 57; 2: 19; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,  101, 1, 3, 383538, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  101, 1, 3, 383827, 32131.54, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 957,  7,  7,  102, 1, 3, 383522, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 241,  4, 12,  102, 1, 3, 377081, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 494,  5, 10,  102, 1, 3, 390994, 32131.54, 104, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,  102, 1, 3, 383010, 32131.54, 152, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,  102, 1, 3, 355410, 32131.54, 152, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,  102, 1, 3, 390744, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  102, 1, 3, 355410, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 158,  5, 10,  102, 1, 3, 390724, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 607,  6,  8,  102, 1, 3, 377164, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  48,  8,  6,  102, 1, 3, 377037, 32131.54, 32, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 620,  5, 10,  102, 1, 3, 390860, 32131.54, 95, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 615,  6,  8,  102, 1, 3, 377037, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 795,  6,  8,  102, 1, 3, 377225, 32131.54, 241, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,  102, 1, 3, 377051, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 656,  6,  8,  102, 1, 3, 377156, 32131.54, 48, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  102, 1, 3, 376917, 32131.54, 37, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 831,  7,  7,  102, 1, 3, 383480, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,  102, 1, 3, 355410, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 873,  4, 11,  102, 1, 3, 347182, 32131.54, 68, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  102, 1, 3, 383696, 32131.54, 37, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  102, 1, 3, 355410, 32131.54, 37, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 525,  5,  9,  102, 1, 3, 355410, 32131.54, 86, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 391,  6,  8,  102, 1, 3, 376939, 32131.54, 0, 0.00, 1: 55; 2: 22; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  103, 1, 3, 377059, 32131.54, 5, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 961,  7,  7,  103, 1, 3, 383645, 32131.54, 219, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,  103, 1, 3, 390885, 32131.54, 65, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 986,  8,  6,  103, 1, 3, 376972, 32131.54, 210, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 826,  7,  7,  103, 1, 3, 384019, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 312,  4, 12,  103, 1, 3, 377047, 32131.54, 0, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 996,  8,  6,  103, 1, 3, 377142, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 162,  6,  8,  103, 1, 3, 377080, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 835,  9,  5,  103, 1, 3, 355410, 32131.54, 241, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 209,  9,  5,  103, 1, 3, 355410, 32131.54, 215, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,  103, 1, 3, 377004, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 879,  6,  8,  103, 1, 3, 377070, 32131.54, 114, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,  103, 1, 3, 376989, 32131.54, 24, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 330,  9,  5,  103, 1, 3, 355410, 32131.54, 210, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 626,  9,  5,  103, 1, 3, 355410, 32131.54, 101, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 782,  6,  8,  103, 1, 3, 377141, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 498,  6,  8,  103, 1, 3, 377014, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 503,  7,  7,  103, 1, 3, 383691, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 318,  9,  5,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  103, 1, 3, 390700, 32131.54, 0, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 578,  5, 10,  103, 1, 3, 390760, 32131.54, 210, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  28,  6,  8,  103, 1, 3, 376774, 32131.54, 37, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,  103, 1, 3, 390548, 32131.54, 86, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 882,  4, 11,  103, 1, 3, 347182, 32131.54, 255, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 122,  4, 12,  103, 1, 3, 377019, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  103, 1, 3, 376981, 32131.54, 0, 0.00, 1: 55; 2: 21; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,  103, 1, 3, 376996, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 822,  6,  8,  103, 1, 3, 377110, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 283,  5,  9,  103, 1, 3, 355410, 32131.54, 241, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 295,  6,  8,  103, 1, 3, 377041, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 446,  5, 10,  103, 1, 3, 390948, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 956,  5, 10,  103, 1, 3, 390490, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 166,  9,  5,  103, 1, 3, 355410, 32131.54, 0, 0.00, 1: 54; 2: 23; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 197,  8,  6,  104, 1, 3, 377097, 32131.54, 86, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 646,  6,  8,  104, 1, 3, 377042, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 673,  4, 12,  104, 1, 3, 377060, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 138,  5,  9,  104, 1, 3, 355410, 32131.54, 210, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 499,  4, 11,  104, 1, 3, 347182, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 546,  4, 12,  104, 1, 3, 376991, 32131.54, 0, 0.00, 1: 54; 2: 22; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 766,  7,  7,  104, 1, 3, 383682, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 959,  5,  9,  104, 1, 3, 355410, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 214,  7,  7,  104, 1, 3, 383503, 32131.54, 0, 0.00, 1: 54; 2: 22; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 534,  5,  9,  104, 1, 3, 355410, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  104, 1, 3, 377068, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 397,  5, 10,  104, 1, 3, 390825, 32131.54, 86, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 515,  4, 12,  104, 1, 3, 376768, 32131.54, 241, 0.00, 1: 54; 2: 22; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 224,  5, 10,  104, 1, 3, 390541, 32131.54, 7, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  35,  7,  7,  104, 1, 3, 383682, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 780,  6,  8,  104, 1, 3, 377038, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 547,  4, 12,  104, 1, 3, 377028, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 922,  7,  7,  104, 1, 3, 383840, 32131.54, 210, 0.00, 1: 54; 2: 22; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  47,  4, 11,  104, 1, 3, 347182, 32131.54, 0, 0.00, 1: 55; 2: 20; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,  104, 1, 3, 377127, 32131.54, 0, 0.00, 1: 53; 2: 24; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 256,  4, 12,  104, 1, 3, 377221, 32131.54, 96, 0.00, 1: 55; 2: 20; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 834,  8,  6,  104, 1, 3, 376856, 32131.54, 210, 0.00, 1: 53; 2: 24; 3: 1; 
