Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
82(513)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 545,  9,  9,  134, 1, 2, 639361, 43280.14, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 158, 10,  8,  136, 1, 3, 634121, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 995,  7, 12,  136, 1, 3, 658883, 43280.14, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 588, 10,  8,  136, 1, 3, 634069, 43280.14, 250, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  136, 1, 3, 658864, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  136, 1, 3, 658549, 43280.14, 48, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  136, 1, 3, 659281, 43280.14, 52, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 883, 10,  8,  136, 1, 3, 634319, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 143,  6, 14,  136, 1, 3, 658833, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  136, 1, 3, 613281, 43280.14, 32, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 806,  7, 12,  136, 1, 3, 658586, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009,  27,  9,  9,  136, 1, 3, 639123, 43280.14, 233, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 112,  6, 14,  136, 1, 3, 658577, 43280.14, 28, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 504,  7, 12,  136, 1, 3, 658569, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  136, 1, 3, 639161, 43280.14, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 139,  6, 14,  136, 1, 3, 658875, 43280.14, 232, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 331, 10,  8,  136, 1, 3, 634223, 43280.14, 232, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 365,  7, 12,  136, 1, 3, 658928, 43280.14, 32, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009,  11,  7, 12,  137, 1, 3, 658126, 43280.14, 34, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,   1,  5, 16,  137, 1, 3, 633921, 43280.14, 2, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  137, 1, 3, 613241, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 892,  7, 11,  137, 1, 3, 612939, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 988,  6, 14,  137, 1, 3, 658793, 43280.14, 250, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 620,  7, 12,  137, 1, 3, 658813, 43280.14, 51, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  41,  7, 12,  137, 1, 3, 658921, 43280.14, 52, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  137, 1, 3, 658395, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 616,  7, 12,  137, 1, 3, 658626, 43280.14, 32, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  28,  7, 12,  137, 1, 3, 658664, 43280.14, 250, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  137, 1, 3, 638786, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  77,  9,  9,  137, 1, 3, 639249, 43280.14, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 178,  7, 12,  137, 1, 3, 658194, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 949,  6, 13,  137, 1, 3, 619515, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 784,  8, 10,  137, 1, 3, 634217, 43280.14, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  137, 1, 3, 658504, 43280.14, 32, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 697,  9,  9,  137, 1, 3, 639182, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  137, 1, 3, 619719, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 714,  8, 10,  137, 1, 3, 634201, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 717,  7, 12,  137, 1, 3, 658942, 43280.14, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  137, 1, 3, 613331, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  137, 1, 3, 634199, 43280.14, 248, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  137, 1, 3, 613278, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 753,  9,  9,  137, 1, 3, 639348, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 102, 11,  7,  137, 1, 3, 613277, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  137, 1, 3, 639058, 43280.14, 56, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  137, 1, 3, 658577, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  137, 1, 3, 658497, 43280.14, 233, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  137, 1, 3, 658732, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 816, 10,  8,  137, 1, 3, 633703, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 820,  7, 11,  137, 1, 3, 613364, 43280.14, 6, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  86, 10,  8,  137, 1, 3, 634356, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  137, 1, 3, 658503, 43280.14, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 868,  8, 10,  137, 1, 3, 634236, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  137, 1, 3, 619426, 43280.14, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 460, 11,  7,  137, 1, 3, 613225, 43280.14, 250, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  137, 1, 3, 659040, 43280.14, 232, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 308,  8, 10,  137, 1, 3, 634302, 43280.14, 255, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 255,  6, 14,  137, 1, 3, 658781, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 579, 10,  8,  137, 1, 3, 634138, 43280.14, 233, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 541, 10,  8,  137, 1, 3, 634094, 43280.14, 85, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  137, 1, 3, 613222, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 582,  7, 11,  137, 1, 3, 613435, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  137, 1, 3, 658952, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 544,  7, 11,  137, 1, 3, 613226, 43280.14, 6, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 325,  6, 14,  137, 1, 3, 659163, 43280.14, 85, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 534,  7, 11,  137, 1, 3, 613292, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  137, 1, 3, 613177, 43280.14, 242, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 262,  7, 11,  137, 1, 3, 613202, 43280.14, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 150,  7, 12,  138, 1, 3, 658574, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 743,  6, 14,  138, 1, 3, 658666, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 679,  6, 14,  138, 1, 3, 658734, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 891,  7, 11,  138, 1, 3, 613202, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 506,  8, 10,  138, 1, 3, 634023, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 911, 11,  7,  138, 1, 3, 613151, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 399,  6, 14,  138, 1, 3, 658321, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 276, 10,  8,  138, 1, 3, 634128, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  138, 1, 3, 619565, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 650,  6, 13,  138, 1, 3, 619656, 43280.14, 205, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 164,  7, 12,  138, 1, 3, 658967, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  138, 1, 3, 658942, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 501,  6, 14,  138, 1, 3, 659268, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  138, 1, 3, 634136, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 458, 11,  7,  138, 1, 3, 613141, 43280.14, 242, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 854, 11,  7,  138, 1, 3, 613109, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 651,  6, 14,  138, 1, 3, 659188, 43280.14, 233, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  76,  5, 16,  138, 1, 3, 633727, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 780,  8, 10,  138, 1, 3, 634495, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  138, 1, 3, 658963, 43280.14, 221, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  138, 1, 3, 638782, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  138, 1, 3, 633981, 43280.14, 32, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 221,  6, 14,  138, 1, 3, 658943, 43280.14, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 584,  8, 10,  138, 1, 3, 634080, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 583,  6, 13,  138, 1, 3, 619566, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  138, 1, 3, 658949, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 597,  6, 13,  138, 1, 3, 619764, 43280.14, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 180,  7, 12,  138, 1, 3, 658018, 43280.14, 45, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  12,  6, 14,  138, 1, 3, 658532, 43280.14, 212, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 132,  7, 11,  138, 1, 3, 612979, 43280.14, 250, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 321, 10,  8,  138, 1, 3, 633926, 43280.14, 142, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 661,  8, 10,  138, 1, 3, 634060, 43280.14, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  138, 1, 3, 612999, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  138, 1, 3, 658891, 43280.14, 205, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 810,  6, 14,  138, 1, 3, 658804, 43280.14, 65, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 517,  9,  9,  138, 1, 3, 639406, 43280.14, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  138, 1, 3, 619701, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 613,  6, 14,  138, 1, 3, 659046, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  138, 1, 3, 613428, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 727,  7, 12,  138, 1, 3, 658462, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 576,  7, 12,  138, 1, 3, 658556, 43280.14, 240, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 946,  5, 16,  138, 1, 3, 634129, 43280.14, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 574,  9,  9,  138, 1, 3, 639342, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 302,  6, 14,  138, 1, 3, 658674, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 731,  6, 13,  138, 1, 3, 619726, 43280.14, 233, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  138, 1, 3, 634013, 43280.14, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 489,  8, 10,  139, 1, 3, 634169, 43280.14, 71, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  139, 1, 3, 613220, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 104,  6, 13,  139, 1, 3, 619295, 43280.14, 32, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  139, 1, 3, 633813, 43280.14, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 498,  8, 10,  139, 1, 3, 634278, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 759, 11,  7,  139, 1, 3, 613228, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 231, 10,  8,  139, 1, 3, 634012, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  139, 1, 3, 619650, 43280.14, 72, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 124,  5, 16,  139, 1, 3, 634110, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 516, 11,  7,  139, 1, 3, 613107, 43280.14, 250, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 718,  8, 10,  139, 1, 3, 634127, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  139, 1, 3, 619730, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  139, 1, 3, 613091, 43280.14, 233, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 711,  6, 14,  139, 1, 3, 658807, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 708,  6, 14,  139, 1, 3, 658478, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  139, 1, 3, 619745, 43280.14, 205, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  139, 1, 3, 658789, 43280.14, 49, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009,  46,  5, 16,  139, 1, 3, 633957, 43280.14, 32, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  139, 1, 3, 619746, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  139, 1, 3, 619502, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 375,  9,  9,  139, 1, 3, 638872, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  139, 1, 3, 659169, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  139, 1, 3, 639234, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  139, 1, 3, 613161, 43280.14, 233, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  139, 1, 3, 639224, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  139, 1, 3, 619358, 43280.14, 250, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  139, 1, 3, 658938, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 352,  6, 14,  139, 1, 3, 659112, 43280.14, 6, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  139, 1, 3, 634111, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 345,  7, 11,  139, 1, 3, 613271, 43280.14, 249, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  139, 1, 3, 613254, 43280.14, 142, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,   2,  6, 14,  139, 1, 3, 658753, 43280.14, 115, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 332,  5, 16,  139, 1, 3, 634207, 43280.14, 250, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  139, 1, 3, 613296, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  139, 1, 3, 619558, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  139, 1, 3, 659076, 43280.14, 224, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  59, 10,  8,  139, 1, 3, 633849, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 869,  6, 14,  139, 1, 3, 658400, 43280.14, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009,  68,  6, 14,  139, 1, 3, 658310, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 270,  7, 11,  139, 1, 3, 613238, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  139, 1, 3, 658708, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 446, 10,  8,  139, 1, 3, 633953, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  139, 1, 3, 658713, 43280.14, 206, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009,  75,  5, 16,  139, 1, 3, 634356, 43280.14, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 831,  9,  9,  139, 1, 3, 639311, 43280.14, 255, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 461, 11,  7,  139, 1, 3, 612996, 43280.14, 85, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 817,  5, 16,  139, 1, 3, 634151, 43280.14, 0, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 809,  6, 13,  139, 1, 3, 619643, 43280.14, 71, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 246,  5, 16,  139, 1, 3, 634252, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 617, 11,  7,  139, 1, 3, 613293, 43280.14, 71, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 684,  6, 13,  139, 1, 3, 619632, 43280.14, 52, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 166,  9,  9,  139, 1, 3, 639519, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 671,  5, 15,  139, 1, 3, 596241, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  139, 1, 3, 658731, 43280.14, 250, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 172,  7, 11,  139, 1, 3, 613102, 43280.14, 56, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 553,  7, 12,  139, 1, 3, 658621, 43280.14, 71, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 147,  9,  9,  139, 1, 3, 639038, 43280.14, 232, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 202,  5, 16,  139, 1, 3, 634072, 43280.14, 243, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 181, 10,  8,  139, 1, 3, 634209, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  139, 1, 3, 658484, 43280.14, 6, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  139, 1, 3, 613149, 43280.14, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 560,  7, 11,  139, 1, 3, 613364, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  139, 1, 3, 634226, 43280.14, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 682,  7, 12,  139, 1, 3, 658609, 43280.14, 65, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  140, 1, 3, 658849, 43280.14, 1, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  140, 1, 3, 613123, 43280.14, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  140, 1, 3, 619498, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 488,  6, 14,  140, 1, 3, 658613, 43280.14, 32, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 214,  9,  9,  140, 1, 3, 638924, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  140, 1, 3, 658774, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 752, 11,  7,  140, 1, 3, 613246, 43280.14, 22, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 678,  7, 12,  140, 1, 3, 659125, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 926,  6, 14,  140, 1, 3, 658214, 43280.14, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 929,  9,  9,  140, 1, 3, 639001, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 932, 10,  8,  140, 1, 3, 634249, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  140, 1, 3, 658695, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 764,  5, 15,  140, 1, 3, 596322, 43280.14, 1, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 388,  6, 14,  140, 1, 3, 658829, 43280.14, 0, 0.00, 1: 73; 2: 32; 3: 1; 
