Seed 1656949570
ARCH 2|F_ID 1|LIMIT 4
before: 
3(647)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 513,  8, 14,  350, 1, 3, 891013, 22578.03, 0, 0.00, 1: 120; 2: 91; 3: 16; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  368, 1, 3, 891084, 22578.03, 0, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  368, 1, 3, 947718, 22578.03, 0, 0.00, 1: 107; 2: 99; 3: 21; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  368, 1, 3, 830180, 22578.03, 23, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 752,  8, 13,  368, 1, 3, 830180, 22578.03, 32, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 256,  7, 16,  368, 1, 3, 891046, 22578.03, 16, 0.00, 1: 105; 2: 103; 3: 19; 
EGFR_&_ErbB_Signaling, 828,  8, 13,  368, 1, 3, 830180, 22578.03, 12, 0.00, 1: 100; 2: 113; 3: 14; 
EGFR_&_ErbB_Signaling, 272, 11, 10,  368, 1, 3, 879130, 22578.03, 19, 0.00, 1: 110; 2: 93; 3: 24; 
EGFR_&_ErbB_Signaling, 961,  6, 19,  368, 1, 3, 908207, 22578.03, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 887,  6, 18,  368, 1, 3, 865772, 22578.03, 0, 0.00, 1: 109; 2: 95; 3: 23; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  368, 1, 3, 879040, 22578.03, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  368, 1, 3, 879256, 22578.03, 0, 0.00, 1: 101; 2: 111; 3: 15; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  368, 1, 3, 940543, 22578.03, 74, 0.00, 1: 108; 2: 97; 3: 22; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  368, 1, 3, 865866, 22578.03, 0, 0.00, 1: 105; 2: 103; 3: 19; 
EGFR_&_ErbB_Signaling, 648,  7, 17,  368, 1, 3, 940541, 22578.03, 29, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 794, 11, 10,  368, 1, 3, 878987, 22578.03, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  368, 1, 3, 865843, 22578.03, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 540,  9, 12,  368, 1, 3, 865733, 22578.03, 24, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 446,  6, 18,  368, 1, 3, 865851, 22578.03, 0, 0.00, 1: 102; 2: 109; 3: 16; 
EGFR_&_ErbB_Signaling, 203, 11, 10,  368, 1, 3, 879020, 22578.03, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 289, 11, 10,  368, 1, 3, 879170, 22578.03, 0, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 553, 11, 10,  368, 1, 3, 878942, 22578.03, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 964,  7, 15,  368, 1, 3, 840840, 22578.03, 63, 0.00, 1: 106; 2: 101; 3: 20; 
EGFR_&_ErbB_Signaling, 804, 10, 11,  368, 1, 3, 878891, 22578.03, 34, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 288, 12,  9,  368, 1, 3, 865745, 22578.03, 19, 0.00, 1: 104; 2: 105; 3: 18; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  368, 1, 3, 865823, 22578.03, 0, 0.00, 1: 103; 2: 107; 3: 17; 
EGFR_&_ErbB_Signaling, 730, 10, 11,  369, 1, 3, 878926, 22578.03, 0, 0.00, 1: 106; 2: 100; 3: 21; 
EGFR_&_ErbB_Signaling, 731, 12,  9,  369, 1, 3, 865761, 22578.03, 0, 0.00, 1: 98; 2: 116; 3: 13; 
EGFR_&_ErbB_Signaling,   8,  8, 13,  369, 1, 3, 830180, 22578.03, 144, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 768,  6, 19,  369, 1, 3, 908107, 22578.03, 33, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 521,  6, 19,  369, 1, 3, 908296, 22578.03, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  369, 1, 3, 908209, 22578.03, 62, 0.00, 1: 109; 2: 94; 3: 24; 
EGFR_&_ErbB_Signaling,  75,  6, 20,  369, 1, 3, 947585, 22578.03, 0, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 260, 11, 10,  369, 1, 3, 878988, 22578.03, 21, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  369, 1, 3, 830180, 22578.03, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling, 338,  6, 20,  369, 1, 3, 947446, 22578.03, 0, 0.00, 1: 108; 2: 96; 3: 23; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  369, 1, 3, 947655, 22578.03, 0, 0.00, 1: 108; 2: 96; 3: 23; 
EGFR_&_ErbB_Signaling, 302,  6, 18,  369, 1, 3, 865810, 22578.03, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 841,  9, 12,  369, 1, 3, 865889, 22578.03, 0, 0.00, 1: 99; 2: 114; 3: 14; 
EGFR_&_ErbB_Signaling, 292,  6, 19,  369, 1, 3, 908411, 22578.03, 23, 0.00, 1: 107; 2: 98; 3: 22; 
EGFR_&_ErbB_Signaling, 291, 10, 11,  369, 1, 3, 878693, 22578.03, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 459, 10, 11,  369, 1, 3, 878993, 22578.03, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling,  65, 10, 11,  369, 1, 3, 879027, 22578.03, 0, 0.00, 1: 100; 2: 112; 3: 15; 
EGFR_&_ErbB_Signaling, 283, 12,  9,  369, 1, 3, 865812, 22578.03, 0, 0.00, 1: 106; 2: 100; 3: 21; 
EGFR_&_ErbB_Signaling, 365, 11, 10,  369, 1, 3, 879122, 22578.03, 0, 0.00, 1: 102; 2: 108; 3: 17; 
EGFR_&_ErbB_Signaling,  67,  9, 12,  369, 1, 3, 865913, 22578.03, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 475, 11, 10,  369, 1, 3, 879160, 22578.03, 0, 0.00, 1: 106; 2: 100; 3: 21; 
EGFR_&_ErbB_Signaling, 113,  6, 18,  369, 1, 3, 865749, 22578.03, 0, 0.00, 1: 101; 2: 110; 3: 16; 
EGFR_&_ErbB_Signaling, 516,  6, 19,  369, 1, 3, 908417, 22578.03, 35, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 967,  6, 18,  369, 1, 3, 865748, 22578.03, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 233,  8, 13,  369, 1, 3, 830180, 22578.03, 0, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 913,  6, 19,  369, 1, 3, 908205, 22578.03, 0, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 140,  6, 19,  369, 1, 3, 908289, 22578.03, 21, 0.00, 1: 104; 2: 104; 3: 19; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  369, 1, 3, 865811, 22578.03, 0, 0.00, 1: 106; 2: 100; 3: 21; 
EGFR_&_ErbB_Signaling, 716, 10, 11,  369, 1, 3, 878938, 22578.03, 35, 0.00, 1: 105; 2: 102; 3: 20; 
EGFR_&_ErbB_Signaling, 925, 12,  9,  369, 1, 3, 865722, 22578.03, 0, 0.00, 1: 110; 2: 92; 3: 25; 
EGFR_&_ErbB_Signaling, 776,  6, 18,  369, 1, 3, 865819, 22578.03, 34, 0.00, 1: 103; 2: 106; 3: 18; 
EGFR_&_ErbB_Signaling, 323,  8, 13,  370, 1, 3, 830180, 22578.03, 0, 0.00, 1: 96; 2: 119; 3: 12; 
EGFR_&_ErbB_Signaling, 397,  6, 18,  370, 1, 3, 865798, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 387, 10, 11,  370, 1, 3, 879184, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 668,  6, 18,  370, 1, 3, 865789, 22578.03, 29, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 372, 11, 10,  370, 1, 3, 879080, 22578.03, 98, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  370, 1, 3, 891245, 22578.03, 0, 0.00, 1: 104; 2: 103; 3: 20; 
EGFR_&_ErbB_Signaling, 566, 12,  9,  370, 1, 3, 865758, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  370, 1, 3, 865828, 22578.03, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling,  16, 12,  9,  370, 1, 3, 865762, 22578.03, 64, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 871, 12,  9,  370, 1, 3, 865826, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  370, 1, 3, 830180, 22578.03, 100, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 286,  7, 15,  370, 1, 3, 840840, 22578.03, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 279,  9, 12,  370, 1, 3, 865893, 22578.03, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 614,  7, 17,  370, 1, 3, 940588, 22578.03, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 263,  6, 18,  370, 1, 3, 865805, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 620, 11, 10,  370, 1, 3, 879033, 22578.03, 29, 0.00, 1: 106; 2: 99; 3: 22; 
EGFR_&_ErbB_Signaling, 207,  7, 15,  370, 1, 3, 840840, 22578.03, 0, 0.00, 1: 100; 2: 111; 3: 16; 
EGFR_&_ErbB_Signaling, 178,  6, 18,  370, 1, 3, 865776, 22578.03, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 930, 12,  9,  370, 1, 3, 865750, 22578.03, 0, 0.00, 1: 104; 2: 103; 3: 20; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  370, 1, 3, 865827, 22578.03, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 517, 10, 11,  370, 1, 3, 879125, 22578.03, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  370, 1, 3, 908400, 22578.03, 0, 0.00, 1: 108; 2: 95; 3: 24; 
EGFR_&_ErbB_Signaling, 805, 10, 11,  370, 1, 3, 878843, 22578.03, 0, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 502, 11, 10,  370, 1, 3, 879136, 22578.03, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  370, 1, 3, 865775, 22578.03, 25, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  370, 1, 3, 878956, 22578.03, 48, 0.00, 1: 99; 2: 113; 3: 15; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  370, 1, 3, 865838, 22578.03, 0, 0.00, 1: 101; 2: 109; 3: 17; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  370, 1, 3, 907884, 22578.03, 85, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 527, 12,  9,  370, 1, 3, 865729, 22578.03, 0, 0.00, 1: 102; 2: 107; 3: 18; 
EGFR_&_ErbB_Signaling, 415, 11, 10,  370, 1, 3, 879120, 22578.03, 0, 0.00, 1: 105; 2: 101; 3: 21; 
EGFR_&_ErbB_Signaling, 788,  7, 15,  370, 1, 3, 840840, 22578.03, 71, 0.00, 1: 103; 2: 105; 3: 19; 
EGFR_&_ErbB_Signaling, 918,  9, 12,  371, 1, 3, 865756, 22578.03, 0, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  371, 1, 3, 865789, 22578.03, 0, 0.00, 1: 103; 2: 104; 3: 20; 
EGFR_&_ErbB_Signaling, 277,  6, 18,  371, 1, 3, 865781, 22578.03, 0, 0.00, 1: 100; 2: 110; 3: 17; 
EGFR_&_ErbB_Signaling, 890, 11, 10,  371, 1, 3, 879064, 22578.03, 0, 0.00, 1: 106; 2: 98; 3: 23; 
EGFR_&_ErbB_Signaling, 250,  9, 12,  371, 1, 3, 865749, 22578.03, 0, 0.00, 1: 103; 2: 104; 3: 20; 
EGFR_&_ErbB_Signaling, 299, 11, 10,  371, 1, 3, 878929, 22578.03, 0, 0.00, 1: 102; 2: 106; 3: 19; 
EGFR_&_ErbB_Signaling, 907,  6, 18,  371, 1, 3, 865815, 22578.03, 0, 0.00, 1: 99; 2: 112; 3: 16; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  371, 1, 3, 865872, 22578.03, 0, 0.00, 1: 98; 2: 114; 3: 15; 
EGFR_&_ErbB_Signaling, 452,  6, 18,  371, 1, 3, 865876, 22578.03, 92, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  371, 1, 3, 879110, 22578.03, 0, 0.00, 1: 103; 2: 104; 3: 20; 
EGFR_&_ErbB_Signaling, 129,  6, 18,  371, 1, 3, 865741, 22578.03, 0, 0.00, 1: 102; 2: 106; 3: 19; 
EGFR_&_ErbB_Signaling, 858,  7, 15,  371, 1, 3, 840840, 22578.03, 0, 0.00, 1: 102; 2: 106; 3: 19; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  371, 1, 3, 891162, 22578.03, 0, 0.00, 1: 108; 2: 94; 3: 25; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  371, 1, 3, 908014, 22578.03, 22, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  371, 1, 3, 830180, 22578.03, 0, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 758,  6, 19,  371, 1, 3, 908243, 22578.03, 0, 0.00, 1: 105; 2: 100; 3: 22; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  371, 1, 3, 865841, 22578.03, 35, 0.00, 1: 101; 2: 108; 3: 18; 
EGFR_&_ErbB_Signaling, 653, 10, 11,  371, 1, 3, 879048, 22578.03, 0, 0.00, 1: 102; 2: 106; 3: 19; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  372, 1, 3, 830180, 22578.03, 0, 0.00, 1: 101; 2: 107; 3: 19; 
EGFR_&_ErbB_Signaling,   6, 12,  9,  372, 1, 3, 865830, 22578.03, 0, 0.00, 1: 100; 2: 109; 3: 18; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  372, 1, 3, 840840, 22578.03, 0, 0.00, 1: 95; 2: 119; 3: 13; 
EGFR_&_ErbB_Signaling, 285, 11, 10,  372, 1, 3, 878852, 22578.03, 0, 0.00, 1: 100; 2: 109; 3: 18; 
EGFR_&_ErbB_Signaling, 919,  7, 15,  372, 1, 3, 840840, 22578.03, 0, 0.00, 1: 103; 2: 103; 3: 21; 
EGFR_&_ErbB_Signaling, 872,  6, 18,  372, 1, 3, 865712, 22578.03, 40, 0.00, 1: 98; 2: 113; 3: 16; 
EGFR_&_ErbB_Signaling, 264,  6, 18,  372, 1, 3, 865766, 22578.03, 18, 0.00, 1: 100; 2: 109; 3: 18; 
EGFR_&_ErbB_Signaling, 971,  6, 19,  372, 1, 3, 908440, 22578.03, 0, 0.00, 1: 103; 2: 103; 3: 21; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  372, 1, 3, 865779, 22578.03, 0, 0.00, 1: 100; 2: 109; 3: 18; 
EGFR_&_ErbB_Signaling,  68,  6, 18,  372, 1, 3, 865651, 22578.03, 31, 0.00, 1: 104; 2: 101; 3: 22; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  372, 1, 3, 840840, 22578.03, 0, 0.00, 1: 100; 2: 109; 3: 18; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  372, 1, 3, 890913, 22578.03, 0, 0.00, 1: 99; 2: 111; 3: 17; 
EGFR_&_ErbB_Signaling, 693,  8, 13,  372, 1, 3, 830180, 22578.03, 0, 0.00, 1: 98; 2: 113; 3: 16; 
EGFR_&_ErbB_Signaling, 676,  6, 18,  372, 1, 3, 865869, 22578.03, 31, 0.00, 1: 102; 2: 105; 3: 20; 
EGFR_&_ErbB_Signaling, 669,  6, 18,  372, 1, 3, 865768, 22578.03, 0, 0.00, 1: 103; 2: 103; 3: 21; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  372, 1, 3, 840840, 22578.03, 0, 0.00, 1: 98; 2: 113; 3: 16; 
EGFR_&_ErbB_Signaling, 448,  8, 13,  372, 1, 3, 830180, 22578.03, 21, 0.00, 1: 101; 2: 107; 3: 19; 
EGFR_&_ErbB_Signaling,  63,  7, 17,  372, 1, 3, 940537, 22578.03, 0, 0.00, 1: 97; 2: 115; 3: 15; 
EGFR_&_ErbB_Signaling,  73, 12,  9,  373, 1, 3, 865828, 22578.03, 0, 0.00, 1: 93; 2: 122; 3: 12; 
EGFR_&_ErbB_Signaling, 534, 12,  9,  373, 1, 3, 865793, 22578.03, 0, 0.00, 1: 99; 2: 110; 3: 18; 
EGFR_&_ErbB_Signaling, 410,  8, 14,  373, 1, 3, 891111, 22578.03, 0, 0.00, 1: 100; 2: 108; 3: 19; 
EGFR_&_ErbB_Signaling, 746,  6, 18,  373, 1, 3, 865810, 22578.03, 0, 0.00, 1: 103; 2: 102; 3: 22; 
EGFR_&_ErbB_Signaling, 616,  6, 18,  373, 1, 3, 865771, 22578.03, 28, 0.00, 1: 108; 2: 92; 3: 27; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  373, 1, 3, 830180, 22578.03, 0, 0.00, 1: 106; 2: 96; 3: 25; 
EGFR_&_ErbB_Signaling, 791,  9, 12,  373, 1, 3, 865780, 22578.03, 0, 0.00, 1: 99; 2: 110; 3: 18; 
EGFR_&_ErbB_Signaling, 972,  7, 16,  373, 1, 3, 891224, 22578.03, 40, 0.00, 1: 101; 2: 106; 3: 20; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  373, 1, 3, 840840, 22578.03, 0, 0.00, 1: 97; 2: 114; 3: 16; 
EGFR_&_ErbB_Signaling, 392, 10, 11,  373, 1, 3, 879092, 22578.03, 21, 0.00, 1: 102; 2: 104; 3: 21; 
EGFR_&_ErbB_Signaling, 694,  6, 20,  373, 1, 3, 947512, 22578.03, 0, 0.00, 1: 100; 2: 108; 3: 19; 
EGFR_&_ErbB_Signaling, 183,  6, 18,  373, 1, 3, 865815, 22578.03, 0, 0.00, 1: 101; 2: 106; 3: 20; 
EGFR_&_ErbB_Signaling, 102,  6, 19,  373, 1, 3, 908176, 22578.03, 0, 0.00, 1: 100; 2: 108; 3: 19; 
EGFR_&_ErbB_Signaling, 866, 11, 10,  373, 1, 3, 879098, 22578.03, 0, 0.00, 1: 98; 2: 112; 3: 17; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  373, 1, 3, 830180, 22578.03, 0, 0.00, 1: 101; 2: 106; 3: 20; 
EGFR_&_ErbB_Signaling,  37,  7, 16,  374, 1, 3, 891044, 22578.03, 0, 0.00, 1: 98; 2: 111; 3: 18; 
EGFR_&_ErbB_Signaling, 640, 10, 11,  374, 1, 3, 879092, 22578.03, 29, 0.00, 1: 99; 2: 109; 3: 19; 
EGFR_&_ErbB_Signaling, 201, 11, 10,  374, 1, 3, 879090, 22578.03, 0, 0.00, 1: 95; 2: 117; 3: 15; 
EGFR_&_ErbB_Signaling, 225, 10, 11,  374, 1, 3, 878870, 22578.03, 0, 0.00, 1: 94; 2: 119; 3: 14; 
EGFR_&_ErbB_Signaling, 880,  6, 18,  374, 1, 3, 865912, 22578.03, 40, 0.00, 1: 98; 2: 111; 3: 18; 
EGFR_&_ErbB_Signaling, 993, 12,  9,  374, 1, 3, 865841, 22578.03, 0, 0.00, 1: 98; 2: 111; 3: 18; 
EGFR_&_ErbB_Signaling, 343, 10, 11,  374, 1, 3, 878977, 22578.03, 0, 0.00, 1: 98; 2: 111; 3: 18; 
EGFR_&_ErbB_Signaling, 680, 11, 10,  374, 1, 3, 879209, 22578.03, 30, 0.00, 1: 101; 2: 105; 3: 21; 
EGFR_&_ErbB_Signaling, 736, 11, 10,  374, 1, 3, 878972, 22578.03, 32, 0.00, 1: 102; 2: 103; 3: 22; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  375, 1, 3, 830180, 22578.03, 0, 0.00, 1: 95; 2: 116; 3: 16; 
EGFR_&_ErbB_Signaling, 737,  6, 18,  375, 1, 3, 865809, 22578.03, 0, 0.00, 1: 98; 2: 110; 3: 19; 
EGFR_&_ErbB_Signaling, 740,  9, 12,  375, 1, 3, 865755, 22578.03, 10, 0.00, 1: 100; 2: 106; 3: 21; 
EGFR_&_ErbB_Signaling, 131, 11, 10,  376, 1, 3, 879114, 22578.03, 0, 0.00, 1: 102; 2: 101; 3: 24; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  376, 1, 3, 865854, 22578.03, 47, 0.00, 1: 104; 2: 97; 3: 26; 
EGFR_&_ErbB_Signaling,  52,  6, 19,  376, 1, 3, 908234, 22578.03, 21, 0.00, 1: 98; 2: 109; 3: 20; 
EGFR_&_ErbB_Signaling, 818, 12,  9,  377, 1, 3, 865809, 22578.03, 0, 0.00, 1: 94; 2: 116; 3: 17; 
EGFR_&_ErbB_Signaling, 487, 12,  9,  378, 1, 3, 865770, 22578.03, 0, 0.00, 1: 102; 2: 99; 3: 26; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  378, 1, 3, 830180, 22578.03, 0, 0.00, 1: 98; 2: 107; 3: 22; 
EGFR_&_ErbB_Signaling,  15, 12,  9,  378, 1, 3, 865674, 22578.03, 0, 0.00, 1: 100; 2: 103; 3: 24; 
EGFR_&_ErbB_Signaling, 817,  6, 18,  379, 1, 3, 865858, 22578.03, 0, 0.00, 1: 100; 2: 102; 3: 25; 
EGFR_&_ErbB_Signaling, 944,  6, 18,  380, 1, 3, 865692, 22578.03, 45, 0.00, 1: 96; 2: 109; 3: 22; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  380, 1, 3, 865627, 22578.03, 0, 0.00, 1: 97; 2: 107; 3: 23; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  380, 1, 3, 865769, 22578.03, 0, 0.00, 1: 93; 2: 115; 3: 19; 
EGFR_&_ErbB_Signaling, 793,  8, 14,  352, 1, 4, 891086, 22578.03, 0, 0.00, 1: 117; 2: 96; 3: 13; 4: 1; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  352, 1, 4, 891007, 22578.03, 0, 0.00, 1: 115; 2: 100; 3: 11; 4: 1; 
EGFR_&_ErbB_Signaling,  58,  8, 14,  354, 1, 4, 891249, 22578.03, 0, 0.00, 1: 114; 2: 101; 3: 10; 4: 2; 
EGFR_&_ErbB_Signaling, 237,  8, 14,  354, 1, 4, 891040, 22578.03, 0, 0.00, 1: 112; 2: 104; 3: 10; 4: 1; 
EGFR_&_ErbB_Signaling,  59, 11, 10,  355, 1, 4, 879182, 22578.03, 0, 0.00, 1: 115; 2: 97; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  355, 1, 4, 865838, 22578.03, 0, 0.00, 1: 117; 2: 93; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 414,  7, 17,  355, 1, 4, 940801, 22578.03, 0, 0.00, 1: 116; 2: 95; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 699,  7, 16,  356, 1, 4, 891067, 22578.03, 0, 0.00, 1: 116; 2: 94; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  64,  7, 16,  356, 1, 4, 891170, 22578.03, 6, 0.00, 1: 115; 2: 96; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 650,  7, 17,  356, 1, 4, 940586, 22578.03, 0, 0.00, 1: 109; 2: 108; 3: 9; 4: 1; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  356, 1, 4, 891110, 22578.03, 0, 0.00, 1: 116; 2: 94; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  70,  7, 16,  356, 1, 4, 890719, 22578.03, 0, 0.00, 1: 115; 2: 96; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling,  77,  7, 15,  356, 1, 4, 840840, 22578.03, 0, 0.00, 1: 112; 2: 102; 3: 12; 4: 1; 
EGFR_&_ErbB_Signaling, 478,  7, 17,  356, 1, 4, 940421, 22578.03, 0, 0.00, 1: 115; 2: 96; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 715,  7, 17,  356, 1, 4, 940492, 22578.03, 0, 0.00, 1: 114; 2: 98; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling,  71, 12,  9,  357, 1, 4, 865843, 22578.03, 0, 0.00, 1: 115; 2: 96; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 199,  7, 16,  357, 1, 4, 890594, 22578.03, 0, 0.00, 1: 113; 2: 99; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 352,  8, 14,  357, 1, 4, 890663, 22578.03, 20, 0.00, 1: 111; 2: 103; 3: 12; 4: 1; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  357, 1, 4, 830180, 22578.03, 88, 0.00, 1: 111; 2: 103; 3: 12; 4: 1; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  357, 1, 4, 890903, 22578.03, 0, 0.00, 1: 114; 2: 98; 3: 13; 4: 2; 
EGFR_&_ErbB_Signaling, 297,  7, 16,  357, 1, 4, 891218, 22578.03, 0, 0.00, 1: 115; 2: 96; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling,  90,  7, 16,  358, 1, 4, 890905, 22578.03, 0, 0.00, 1: 113; 2: 98; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 821,  7, 16,  358, 1, 4, 890938, 22578.03, 0, 0.00, 1: 113; 2: 98; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 622, 11, 10,  358, 1, 4, 879034, 22578.03, 0, 0.00, 1: 106; 2: 112; 3: 8; 4: 1; 
EGFR_&_ErbB_Signaling, 580,  8, 13,  358, 1, 4, 830180, 22578.03, 89, 0.00, 1: 113; 2: 98; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  358, 1, 4, 879034, 22578.03, 0, 0.00, 1: 111; 2: 102; 3: 13; 4: 1; 
