Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
3(792)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 901,  8, 14,  336, 1, 3, 891074, 21421.00, 0, 0.00, 1: 130; 2: 85; 3: 12; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  351, 1, 3, 940658, 21421.00, 0, 0.00, 1: 115; 2: 100; 3: 12; 
EGFR_&_ErbB_Signaling, 892,  7, 17,  351, 1, 3, 940306, 21421.00, 0, 0.00, 1: 113; 2: 104; 3: 10; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  351, 1, 3, 947394, 21421.00, 0, 0.00, 1: 116; 2: 98; 3: 13; 
EGFR_&_ErbB_Signaling, 360, 12,  9,  351, 1, 3, 865794, 21421.00, 21, 0.00, 1: 119; 2: 92; 3: 16; 
EGFR_&_ErbB_Signaling, 201, 11, 10,  351, 1, 3, 879131, 21421.00, 0, 0.00, 1: 116; 2: 98; 3: 13; 
EGFR_&_ErbB_Signaling, 774,  7, 16,  352, 1, 3, 891219, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 737,  6, 18,  352, 1, 3, 865696, 21421.00, 0, 0.00, 1: 118; 2: 93; 3: 16; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  352, 1, 3, 879012, 21421.00, 0, 0.00, 1: 112; 2: 105; 3: 10; 
EGFR_&_ErbB_Signaling, 736, 11, 10,  352, 1, 3, 879141, 21421.00, 32, 0.00, 1: 119; 2: 91; 3: 17; 
EGFR_&_ErbB_Signaling, 451,  7, 17,  352, 1, 3, 940384, 21421.00, 0, 0.00, 1: 119; 2: 91; 3: 17; 
EGFR_&_ErbB_Signaling, 145, 12,  9,  352, 1, 3, 865742, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 767,  6, 20,  352, 1, 3, 947729, 21421.00, 0, 0.00, 1: 121; 2: 87; 3: 19; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  352, 1, 3, 879107, 21421.00, 22, 0.00, 1: 111; 2: 107; 3: 9; 
EGFR_&_ErbB_Signaling, 953, 11, 10,  352, 1, 3, 879190, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 120; 2: 89; 3: 18; 
EGFR_&_ErbB_Signaling,   4,  6, 20,  352, 1, 3, 947785, 21421.00, 35, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 994,  8, 14,  352, 1, 3, 891143, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 980,  7, 15,  352, 1, 3, 840840, 21421.00, 63, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 837, 11, 10,  352, 1, 3, 878808, 21421.00, 0, 0.00, 1: 112; 2: 105; 3: 10; 
EGFR_&_ErbB_Signaling, 956,  8, 14,  352, 1, 3, 891266, 21421.00, 63, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  352, 1, 3, 840840, 21421.00, 32, 0.00, 1: 117; 2: 95; 3: 15; 
EGFR_&_ErbB_Signaling, 719,  7, 15,  352, 1, 3, 840840, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  352, 1, 3, 890866, 21421.00, 0, 0.00, 1: 118; 2: 93; 3: 16; 
EGFR_&_ErbB_Signaling, 982,  6, 19,  352, 1, 3, 908299, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 398,  7, 15,  352, 1, 3, 840840, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 345,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 119; 2: 91; 3: 17; 
EGFR_&_ErbB_Signaling, 400,  7, 17,  352, 1, 3, 940819, 21421.00, 21, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 784, 11, 10,  352, 1, 3, 879087, 21421.00, 34, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling,  49,  9, 12,  352, 1, 3, 865798, 21421.00, 0, 0.00, 1: 113; 2: 103; 3: 11; 
EGFR_&_ErbB_Signaling, 136,  8, 13,  352, 1, 3, 830180, 21421.00, 7, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  352, 1, 3, 865777, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  352, 1, 3, 840840, 21421.00, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 311, 10, 11,  352, 1, 3, 879006, 21421.00, 0, 0.00, 1: 118; 2: 93; 3: 16; 
EGFR_&_ErbB_Signaling, 745,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 869, 11, 10,  352, 1, 3, 879059, 21421.00, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  352, 1, 3, 865853, 21421.00, 47, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 113; 2: 103; 3: 11; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  352, 1, 3, 865843, 21421.00, 78, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  352, 1, 3, 879069, 21421.00, 27, 0.00, 1: 117; 2: 95; 3: 15; 
EGFR_&_ErbB_Signaling, 327,  6, 20,  352, 1, 3, 947547, 21421.00, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 362,  7, 16,  352, 1, 3, 891194, 21421.00, 0, 0.00, 1: 111; 2: 107; 3: 9; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  352, 1, 3, 891133, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 539,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 113; 2: 103; 3: 11; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  352, 1, 3, 908322, 21421.00, 71, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  352, 1, 3, 940570, 21421.00, 0, 0.00, 1: 121; 2: 87; 3: 19; 
EGFR_&_ErbB_Signaling, 303,  8, 14,  352, 1, 3, 890897, 21421.00, 0, 0.00, 1: 112; 2: 105; 3: 10; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  352, 1, 3, 840840, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 323,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 414,  7, 17,  352, 1, 3, 940662, 21421.00, 0, 0.00, 1: 117; 2: 95; 3: 15; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  352, 1, 3, 891143, 21421.00, 0, 0.00, 1: 113; 2: 103; 3: 11; 
EGFR_&_ErbB_Signaling, 481, 12,  9,  352, 1, 3, 865808, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 499,  7, 15,  352, 1, 3, 840840, 21421.00, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling,  86,  9, 12,  352, 1, 3, 865817, 21421.00, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  352, 1, 3, 865847, 21421.00, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 693,  8, 13,  352, 1, 3, 830180, 21421.00, 0, 0.00, 1: 119; 2: 91; 3: 17; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  352, 1, 3, 879042, 21421.00, 0, 0.00, 1: 112; 2: 105; 3: 10; 
EGFR_&_ErbB_Signaling,   0,  7, 16,  353, 1, 3, 891079, 21421.00, 144, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling,  93,  7, 16,  353, 1, 3, 891068, 21421.00, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 794, 11, 10,  353, 1, 3, 879061, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 613,  7, 16,  353, 1, 3, 890935, 21421.00, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 991, 12,  9,  353, 1, 3, 865653, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 616,  6, 18,  353, 1, 3, 865742, 21421.00, 28, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  353, 1, 3, 840840, 21421.00, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 790,  7, 16,  353, 1, 3, 891102, 21421.00, 0, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  353, 1, 3, 908374, 21421.00, 22, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 682,  9, 12,  353, 1, 3, 865775, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 683,  6, 19,  353, 1, 3, 908292, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 870, 10, 11,  353, 1, 3, 878910, 21421.00, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 868,  8, 14,  353, 1, 3, 891172, 21421.00, 64, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 866, 11, 10,  353, 1, 3, 879029, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  353, 1, 3, 865804, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 927, 10, 11,  353, 1, 3, 879208, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling,  19,  7, 15,  353, 1, 3, 840840, 21421.00, 172, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 764,  7, 15,  353, 1, 3, 840840, 21421.00, 96, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 974, 12,  9,  353, 1, 3, 865698, 21421.00, 0, 0.00, 1: 118; 2: 92; 3: 17; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  353, 1, 3, 840840, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 840,  9, 12,  353, 1, 3, 865829, 21421.00, 37, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 636,  6, 20,  353, 1, 3, 947718, 21421.00, 26, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 732, 11, 10,  353, 1, 3, 878952, 21421.00, 64, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 959,  8, 13,  353, 1, 3, 830180, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 961,  6, 19,  353, 1, 3, 908277, 21421.00, 0, 0.00, 1: 121; 2: 86; 3: 20; 
EGFR_&_ErbB_Signaling, 781,  6, 20,  353, 1, 3, 947373, 21421.00, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  353, 1, 3, 830180, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  353, 1, 3, 865887, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 520,  7, 17,  353, 1, 3, 940689, 21421.00, 25, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  353, 1, 3, 830180, 21421.00, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 504,  8, 14,  353, 1, 3, 891264, 21421.00, 24, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  353, 1, 3, 830180, 21421.00, 3, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 473, 10, 11,  353, 1, 3, 878872, 21421.00, 0, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling, 463, 10, 11,  353, 1, 3, 879036, 21421.00, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 151,  8, 13,  353, 1, 3, 830180, 21421.00, 0, 0.00, 1: 120; 2: 88; 3: 19; 
EGFR_&_ErbB_Signaling, 552,  8, 13,  353, 1, 3, 830180, 21421.00, 25, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  353, 1, 3, 865796, 21421.00, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 185, 10, 11,  353, 1, 3, 879245, 21421.00, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  353, 1, 3, 830180, 21421.00, 88, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 416,  8, 14,  353, 1, 3, 891154, 21421.00, 21, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  353, 1, 3, 947663, 21421.00, 26, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 406, 12,  9,  353, 1, 3, 865870, 21421.00, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 342,  6, 18,  353, 1, 3, 865824, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  353, 1, 3, 840840, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 127, 12,  9,  353, 1, 3, 865819, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  353, 1, 3, 865783, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 216,  8, 13,  353, 1, 3, 830180, 21421.00, 15, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  353, 1, 3, 879143, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  353, 1, 3, 947910, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 602,  6, 20,  353, 1, 3, 947866, 21421.00, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 299, 11, 10,  353, 1, 3, 878861, 21421.00, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  353, 1, 3, 878979, 21421.00, 0, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 250,  9, 12,  353, 1, 3, 865812, 21421.00, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 131, 11, 10,  353, 1, 3, 879238, 21421.00, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 984,  8, 13,  354, 1, 3, 830180, 21421.00, 49, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 237,  8, 14,  354, 1, 3, 891038, 21421.00, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  354, 1, 3, 865809, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  354, 1, 3, 908249, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 261,  8, 13,  354, 1, 3, 830180, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 700, 10, 11,  354, 1, 3, 879044, 21421.00, 55, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 460,  6, 19,  354, 1, 3, 908150, 21421.00, 89, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  354, 1, 3, 908114, 21421.00, 55, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  354, 1, 3, 830180, 21421.00, 23, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  354, 1, 3, 879022, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 742, 11, 10,  354, 1, 3, 878829, 21421.00, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  354, 1, 3, 879138, 21421.00, 0, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 734,  6, 20,  354, 1, 3, 948027, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling,  87,  7, 15,  354, 1, 3, 840840, 21421.00, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 501,  6, 20,  354, 1, 3, 947873, 21421.00, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 490, 10, 11,  354, 1, 3, 879106, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 304, 11, 10,  354, 1, 3, 879076, 21421.00, 19, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 916,  6, 19,  354, 1, 3, 908208, 21421.00, 42, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  354, 1, 3, 908310, 21421.00, 27, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 904,  9, 12,  354, 1, 3, 865781, 21421.00, 43, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 349,  6, 19,  354, 1, 3, 908169, 21421.00, 0, 0.00, 1: 117; 2: 93; 3: 17; 
EGFR_&_ErbB_Signaling,  31,  7, 15,  354, 1, 3, 840840, 21421.00, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 880,  6, 18,  354, 1, 3, 865827, 21421.00, 40, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling,  33, 11, 10,  354, 1, 3, 879105, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling,  34, 10, 11,  354, 1, 3, 878919, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 199,  7, 16,  354, 1, 3, 890864, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 855,  6, 20,  354, 1, 3, 947741, 21421.00, 0, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 771,  7, 15,  354, 1, 3, 840840, 21421.00, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  354, 1, 3, 830180, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 823,  6, 20,  354, 1, 3, 947712, 21421.00, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 248,  7, 17,  354, 1, 3, 940285, 21421.00, 16, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling,  53,  6, 19,  354, 1, 3, 908155, 21421.00, 0, 0.00, 1: 121; 2: 85; 3: 21; 
EGFR_&_ErbB_Signaling, 815,  7, 15,  354, 1, 3, 840840, 21421.00, 0, 0.00, 1: 117; 2: 93; 3: 17; 
EGFR_&_ErbB_Signaling, 411,  9, 12,  354, 1, 3, 865816, 21421.00, 0, 0.00, 1: 109; 2: 109; 3: 9; 
EGFR_&_ErbB_Signaling, 418,  7, 17,  354, 1, 3, 940616, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 800,  7, 15,  354, 1, 3, 840840, 21421.00, 35, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 793,  8, 14,  354, 1, 3, 890870, 21421.00, 0, 0.00, 1: 117; 2: 93; 3: 17; 
EGFR_&_ErbB_Signaling, 566, 12,  9,  354, 1, 3, 865922, 21421.00, 0, 0.00, 1: 117; 2: 93; 3: 17; 
EGFR_&_ErbB_Signaling, 148,  8, 13,  354, 1, 3, 830180, 21421.00, 26, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 570,  7, 15,  354, 1, 3, 840840, 21421.00, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  354, 1, 3, 865870, 21421.00, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 559,  6, 19,  354, 1, 3, 908304, 21421.00, 0, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 543,  6, 20,  354, 1, 3, 947486, 21421.00, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  354, 1, 3, 865815, 21421.00, 25, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 957,  6, 19,  355, 1, 3, 908535, 21421.00, 0, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling,  91,  8, 13,  355, 1, 3, 830180, 21421.00, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  355, 1, 3, 830180, 21421.00, 21, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  355, 1, 3, 878841, 21421.00, 26, 0.00, 1: 117; 2: 92; 3: 18; 
EGFR_&_ErbB_Signaling, 988,  8, 14,  355, 1, 3, 891167, 21421.00, 40, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 592,  9, 12,  355, 1, 3, 865801, 21421.00, 27, 0.00, 1: 117; 2: 92; 3: 18; 
EGFR_&_ErbB_Signaling, 726,  7, 16,  355, 1, 3, 890900, 21421.00, 0, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  355, 1, 3, 865818, 21421.00, 47, 0.00, 1: 117; 2: 92; 3: 18; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  355, 1, 3, 830180, 21421.00, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  355, 1, 3, 840840, 21421.00, 0, 0.00, 1: 104; 2: 118; 3: 5; 
EGFR_&_ErbB_Signaling, 856,  7, 17,  355, 1, 3, 940224, 21421.00, 39, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 724,  6, 19,  355, 1, 3, 908351, 21421.00, 62, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 922,  7, 15,  355, 1, 3, 840840, 21421.00, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 601,  6, 20,  355, 1, 3, 947821, 21421.00, 0, 0.00, 1: 117; 2: 92; 3: 18; 
EGFR_&_ErbB_Signaling, 296,  6, 18,  355, 1, 3, 865762, 21421.00, 19, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 256,  7, 16,  355, 1, 3, 891063, 21421.00, 16, 0.00, 1: 119; 2: 88; 3: 20; 
EGFR_&_ErbB_Signaling, 448,  8, 13,  355, 1, 3, 830180, 21421.00, 21, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 746,  6, 18,  355, 1, 3, 865870, 21421.00, 0, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 963,  8, 13,  355, 1, 3, 830180, 21421.00, 0, 0.00, 1: 117; 2: 92; 3: 18; 
EGFR_&_ErbB_Signaling, 669,  6, 18,  355, 1, 3, 865798, 21421.00, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 173,  6, 19,  355, 1, 3, 908305, 21421.00, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  355, 1, 3, 830180, 21421.00, 100, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 577,  6, 18,  355, 1, 3, 865757, 21421.00, 0, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  355, 1, 3, 890838, 21421.00, 4, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  355, 1, 3, 908341, 21421.00, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling,  23,  6, 19,  355, 1, 3, 908314, 21421.00, 0, 0.00, 1: 119; 2: 88; 3: 20; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  355, 1, 3, 865732, 21421.00, 47, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling, 938,  7, 15,  355, 1, 3, 840840, 21421.00, 0, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling, 651,  6, 18,  355, 1, 3, 865802, 21421.00, 0, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 597,  8, 13,  355, 1, 3, 830180, 21421.00, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 358,  6, 19,  355, 1, 3, 908064, 21421.00, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 152,  6, 19,  355, 1, 3, 908430, 21421.00, 8, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  355, 1, 3, 879142, 21421.00, 0, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling, 208,  8, 14,  355, 1, 3, 891143, 21421.00, 14, 0.00, 1: 116; 2: 94; 3: 17; 
