Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
72(320)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 392,  9,  9,  133, 1, 2, 638832, 17031.17, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 903,  7, 12,  137, 1, 3, 658733, 17031.17, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  137, 1, 3, 639279, 17031.17, 211, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  137, 1, 3, 619650, 17031.17, 0, 0.00, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 345,  7, 11,  137, 1, 3, 612856, 17031.17, 9, 0.00, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 170,  8, 10,  137, 1, 3, 634064, 17031.17, 65, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 504,  7, 12,  137, 1, 3, 658716, 17031.17, 0, 0.00, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  138, 1, 3, 613166, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 514, 10,  8,  138, 1, 3, 634108, 17031.17, 229, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  138, 1, 3, 658773, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 507,  8, 10,  138, 1, 3, 634284, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 975,  6, 13,  138, 1, 3, 619554, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 957,  9,  9,  138, 1, 3, 639207, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 746,  7, 12,  138, 1, 3, 658791, 17031.17, 65, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  138, 1, 3, 613155, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  138, 1, 3, 658607, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  138, 1, 3, 659159, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 819, 11,  7,  138, 1, 3, 613283, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 628,  8, 10,  138, 1, 3, 634080, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 635, 10,  8,  138, 1, 3, 634191, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 648,  9,  9,  138, 1, 3, 639127, 17031.17, 112, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 792, 10,  8,  138, 1, 3, 634045, 17031.17, 8, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 837,  7, 12,  138, 1, 3, 658518, 17031.17, 85, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 729,  5, 16,  138, 1, 3, 634124, 17031.17, 10, 0.00, 1: 79; 2: 22; 3: 5; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  138, 1, 3, 634109, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 699, 10,  8,  138, 1, 3, 634212, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 717,  7, 12,  138, 1, 3, 658630, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 705, 10,  8,  138, 1, 3, 634174, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 708,  6, 14,  138, 1, 3, 658518, 17031.17, 0, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 711,  6, 14,  138, 1, 3, 658379, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  138, 1, 3, 619730, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  138, 1, 3, 658842, 17031.17, 240, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 537,  6, 14,  138, 1, 3, 658612, 17031.17, 10, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 940, 11,  7,  138, 1, 3, 613179, 17031.17, 55, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  138, 1, 3, 639205, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 547,  6, 14,  138, 1, 3, 659053, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 549,  9,  9,  138, 1, 3, 639332, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 925,  6, 13,  138, 1, 3, 619620, 17031.17, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 575,  7, 11,  138, 1, 3, 613107, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  138, 1, 3, 659006, 17031.17, 112, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 948,  7, 12,  138, 1, 3, 658608, 17031.17, 61, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 891,  7, 11,  138, 1, 3, 613315, 17031.17, 0, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 883, 10,  8,  138, 1, 3, 634093, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 866,  7, 12,  138, 1, 3, 658496, 17031.17, 0, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 864, 11,  7,  138, 1, 3, 613157, 17031.17, 7, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  138, 1, 3, 658706, 17031.17, 10, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 610, 10,  8,  138, 1, 3, 634157, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  138, 1, 3, 619433, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 845,  7, 12,  138, 1, 3, 658569, 17031.17, 85, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 128,  6, 14,  138, 1, 3, 658865, 17031.17, 224, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 155,  7, 12,  138, 1, 3, 658651, 17031.17, 222, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  138, 1, 3, 658510, 17031.17, 222, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 354,  7, 11,  138, 1, 3, 613238, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009,  11,  7, 12,  138, 1, 3, 658452, 17031.17, 98, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  138, 1, 3, 659009, 17031.17, 9, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 269,  7, 12,  138, 1, 3, 659021, 17031.17, 0, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009,  44,  9,  9,  138, 1, 3, 638539, 17031.17, 70, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 371,  9,  9,  138, 1, 3, 639405, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  138, 1, 3, 613276, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  81,  9,  9,  138, 1, 3, 639244, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 376, 11,  7,  138, 1, 3, 613278, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 379,  7, 11,  138, 1, 3, 613181, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009,  47,  7, 11,  138, 1, 3, 613239, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 456,  7, 11,  138, 1, 3, 613348, 17031.17, 64, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 134,  7, 11,  138, 1, 3, 613095, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  138, 1, 3, 619427, 17031.17, 97, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  138, 1, 3, 613293, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 386,  7, 11,  138, 1, 3, 613199, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  138, 1, 3, 619529, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 209,  7, 11,  138, 1, 3, 613198, 17031.17, 20, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  27,  9,  9,  138, 1, 3, 638878, 17031.17, 222, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 180,  7, 12,  138, 1, 3, 658989, 17031.17, 45, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 490,  9,  9,  138, 1, 3, 639387, 17031.17, 65, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 201, 10,  8,  138, 1, 3, 634154, 17031.17, 19, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009,  40,  6, 14,  138, 1, 3, 658839, 17031.17, 32, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 179,  7, 12,  138, 1, 3, 658951, 17031.17, 0, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  138, 1, 3, 639389, 17031.17, 255, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  138, 1, 3, 658579, 17031.17, 6, 0.00, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009,  94,  9,  9,  138, 1, 3, 639433, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  138, 1, 3, 619722, 17031.17, 0, 0.00, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  138, 1, 3, 613225, 17031.17, 224, 0.00, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  139, 1, 3, 634134, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  139, 1, 3, 619604, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  58, 10,  8,  139, 1, 3, 634050, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 740,  6, 14,  139, 1, 3, 658952, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 175,  8, 10,  139, 1, 3, 634244, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  139, 1, 3, 639187, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  21, 10,  8,  139, 1, 3, 633809, 17031.17, 85, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 935,  5, 16,  139, 1, 3, 634041, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 793,  6, 14,  139, 1, 3, 659020, 17031.17, 11, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 217,  7, 11,  139, 1, 3, 613035, 17031.17, 8, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  62,  8, 10,  139, 1, 3, 634215, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 214,  9,  9,  139, 1, 3, 639247, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  139, 1, 3, 613045, 17031.17, 222, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 210,  6, 13,  139, 1, 3, 619423, 17031.17, 11, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  139, 1, 3, 658722, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 586,  9,  9,  139, 1, 3, 639004, 17031.17, 229, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 686,  9,  9,  139, 1, 3, 639206, 17031.17, 0, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  139, 1, 3, 613263, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 324,  5, 15,  139, 1, 3, 596374, 17031.17, 224, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 327,  5, 16,  139, 1, 3, 634151, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  139, 1, 3, 613235, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  139, 1, 3, 634027, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  139, 1, 3, 613123, 17031.17, 158, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 641,  8, 10,  139, 1, 3, 634074, 17031.17, 239, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  139, 1, 3, 613130, 17031.17, 64, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 339,  5, 16,  139, 1, 3, 634088, 17031.17, 222, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  139, 1, 3, 658946, 17031.17, 1, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  139, 1, 3, 619506, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 349,  6, 13,  139, 1, 3, 619479, 17031.17, 85, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  139, 1, 3, 639424, 17031.17, 0, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 690,  6, 14,  139, 1, 3, 658597, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 283,  6, 13,  139, 1, 3, 619441, 17031.17, 222, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 692,  7, 12,  139, 1, 3, 658239, 17031.17, 19, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  139, 1, 3, 613060, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 257,  7, 12,  139, 1, 3, 658755, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 252,  5, 15,  139, 1, 3, 596456, 17031.17, 254, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 608,  7, 12,  139, 1, 3, 658467, 17031.17, 6, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 606,  7, 12,  139, 1, 3, 658668, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  139, 1, 3, 634138, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  139, 1, 3, 613130, 17031.17, 224, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 503,  7, 11,  139, 1, 3, 613205, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009,  98,  5, 16,  139, 1, 3, 634170, 17031.17, 0, 0.00, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 896, 10,  8,  139, 1, 3, 633865, 17031.17, 96, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  139, 1, 3, 619575, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  139, 1, 3, 634217, 17031.17, 2, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  139, 1, 3, 619559, 17031.17, 72, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 894, 10,  8,  139, 1, 3, 634255, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 565,  6, 13,  139, 1, 3, 619588, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  139, 1, 3, 639338, 17031.17, 7, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  139, 1, 3, 619725, 17031.17, 8, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 475,  6, 14,  139, 1, 3, 658478, 17031.17, 222, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 544,  7, 11,  139, 1, 3, 613277, 17031.17, 6, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  139, 1, 3, 613344, 17031.17, 200, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 455, 10,  8,  139, 1, 3, 634161, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 112,  6, 14,  139, 1, 3, 658480, 17031.17, 28, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 465, 11,  7,  139, 1, 3, 613277, 17031.17, 237, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  139, 1, 3, 634229, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 929,  9,  9,  139, 1, 3, 638987, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  139, 1, 3, 658960, 17031.17, 32, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  139, 1, 3, 639263, 17031.17, 56, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009,  69,  6, 14,  139, 1, 3, 658322, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 527,  6, 13,  139, 1, 3, 619517, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  139, 1, 3, 613294, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 905,  6, 14,  139, 1, 3, 658827, 17031.17, 240, 0.00, 1: 77; 2: 25; 3: 4; 
Glucose_Repression_Signaling_2009, 432,  6, 14,  139, 1, 3, 658654, 17031.17, 0, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  139, 1, 3, 612974, 17031.17, 49, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 157, 11,  7,  139, 1, 3, 613247, 17031.17, 85, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  139, 1, 3, 658626, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 861, 10,  8,  139, 1, 3, 634052, 17031.17, 85, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 458, 11,  7,  139, 1, 3, 613142, 17031.17, 10, 0.00, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 898,  8, 10,  139, 1, 3, 633910, 17031.17, 230, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  139, 1, 3, 658887, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 857, 11,  7,  139, 1, 3, 613246, 17031.17, 11, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  139, 1, 3, 658745, 17031.17, 0, 0.00, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 878,  6, 13,  140, 1, 3, 619281, 17031.17, 32, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 954,  8, 10,  140, 1, 3, 633785, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  140, 1, 3, 619539, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  140, 1, 3, 658741, 17031.17, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  140, 1, 3, 613219, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  140, 1, 3, 658980, 17031.17, 52, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  140, 1, 3, 613290, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 111,  6, 13,  140, 1, 3, 619626, 17031.17, 0, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  140, 1, 3, 619513, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  140, 1, 3, 619627, 17031.17, 83, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009,  49,  8, 10,  140, 1, 3, 634108, 17031.17, 234, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  140, 1, 3, 613249, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 675,  7, 12,  140, 1, 3, 658785, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  140, 1, 3, 634033, 17031.17, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 301, 11,  7,  140, 1, 3, 613236, 17031.17, 32, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 302,  6, 14,  140, 1, 3, 658947, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 312, 10,  8,  140, 1, 3, 633932, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 911, 11,  7,  140, 1, 3, 613110, 17031.17, 0, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 321, 10,  8,  140, 1, 3, 634172, 17031.17, 158, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 162,  8, 10,  140, 1, 3, 634325, 17031.17, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  140, 1, 3, 633855, 17031.17, 8, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 761,  6, 13,  140, 1, 3, 619561, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 154,  6, 13,  140, 1, 3, 619541, 17031.17, 231, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 156, 10,  8,  140, 1, 3, 634174, 17031.17, 224, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 821, 10,  8,  140, 1, 3, 634050, 17031.17, 0, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  140, 1, 3, 658914, 17031.17, 0, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 779,  8, 10,  140, 1, 3, 633906, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 190,  6, 14,  140, 1, 3, 658243, 17031.17, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 149,  5, 15,  140, 1, 3, 596451, 17031.17, 85, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 788,  6, 13,  140, 1, 3, 619506, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 791,  6, 14,  140, 1, 3, 658195, 17031.17, 0, 0.00, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  140, 1, 3, 634184, 17031.17, 0, 0.00, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 182, 11,  7,  140, 1, 3, 613145, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 813,  7, 11,  140, 1, 3, 613158, 17031.17, 32, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  140, 1, 3, 659045, 17031.17, 0, 0.00, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  140, 1, 3, 658647, 17031.17, 44, 0.00, 1: 73; 2: 32; 3: 1; 
