Seed 1656949570
ARCH 1|F_ID 0|LIMIT 3
before: 
62(284)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 431,  7,  7,   76, 1, 2, 382047, 9161.15, 101, 0.00, 1: 54; 2: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 871,  9,  5,   80, 1, 3, 354952, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,   80, 1, 3, 375624, 9161.15, 32, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,   80, 1, 3, 375133, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,   80, 1, 3, 375806, 9161.15, 29, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 814,  6,  8,   80, 1, 3, 375737, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 893,  5,  9,   80, 1, 3, 355041, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 894,  5, 10,   80, 1, 3, 389074, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 984,  5,  9,   80, 1, 3, 355101, 9161.15, 184, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,   80, 1, 3, 355133, 9161.15, 101, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 930,  9,  5,   80, 1, 3, 354956, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 937,  8,  6,   80, 1, 3, 375589, 9161.15, 69, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 955,  9,  5,   80, 1, 3, 355042, 9161.15, 0, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,   80, 1, 3, 389357, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,   80, 1, 3, 355152, 9161.15, 85, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 979,  5,  9,   80, 1, 3, 355130, 9161.15, 237, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 982,  7,  7,   80, 1, 3, 382284, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,   80, 1, 3, 381738, 9161.15, 91, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,   80, 1, 3, 355080, 9161.15, 0, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 645,  4, 11,   80, 1, 3, 347182, 9161.15, 0, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,   80, 1, 3, 375268, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,   80, 1, 3, 375631, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,   80, 1, 3, 388030, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 681,  5,  9,   80, 1, 3, 355058, 9161.15, 67, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 699,  6,  8,   80, 1, 3, 375494, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 706,  4, 11,   80, 1, 3, 347182, 9161.15, 24, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 715,  5,  9,   80, 1, 3, 355005, 9161.15, 238, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 716,  4, 11,   80, 1, 3, 347182, 9161.15, 219, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,   80, 1, 3, 375781, 9161.15, 144, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 632,  9,  5,   80, 1, 3, 355055, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 723,  9,  5,   80, 1, 3, 355100, 9161.15, 238, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 727,  6,  8,   80, 1, 3, 375642, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,   80, 1, 3, 375468, 9161.15, 100, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,   80, 1, 3, 355044, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 741,  4, 11,   80, 1, 3, 347182, 9161.15, 0, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 745,  5,  9,   80, 1, 3, 354909, 9161.15, 67, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 751,  6,  8,   80, 1, 3, 376022, 9161.15, 109, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 773,  8,  6,   80, 1, 3, 375226, 9161.15, 85, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,   80, 1, 3, 375222, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 796,  7,  7,   80, 1, 3, 382117, 9161.15, 219, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 799,  8,  6,   80, 1, 3, 376038, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,   80, 1, 3, 375643, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,   80, 1, 3, 381790, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,   80, 1, 3, 375753, 9161.15, 238, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 109,  6,  8,   80, 1, 3, 375611, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 236,  9,  5,   80, 1, 3, 355135, 9161.15, 72, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 435,  9,  5,   80, 1, 3, 355115, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 347,  8,  6,   80, 1, 3, 375526, 9161.15, 238, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,   80, 1, 3, 355151, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 498,  6,  8,   80, 1, 3, 375871, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 342,  8,  6,   80, 1, 3, 375575, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 132,  5,  9,   80, 1, 3, 355037, 9161.15, 219, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 336,  7,  7,   80, 1, 3, 381828, 9161.15, 144, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 409,  4, 12,   80, 1, 3, 375724, 9161.15, 99, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,   80, 1, 3, 388877, 9161.15, 85, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 148,  9,  5,   80, 1, 3, 355150, 9161.15, 219, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 505,  6,  8,   80, 1, 3, 375893, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 418,  5,  9,   80, 1, 3, 355069, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 490,  7,  7,   80, 1, 3, 382229, 9161.15, 65, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 191,  4, 12,   80, 1, 3, 375582, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 188,  7,  7,   80, 1, 3, 382187, 9161.15, 219, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 158,  5, 10,   80, 1, 3, 389351, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 320,  4, 11,   80, 1, 3, 347182, 9161.15, 128, 0.00, 1: 54; 2: 7; 3: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 311,  4, 11,   80, 1, 3, 347182, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,   80, 1, 3, 375499, 9161.15, 68, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,   80, 1, 3, 389115, 9161.15, 32, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 165,  9,  5,   80, 1, 3, 355145, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 167,  5,  9,   80, 1, 3, 355150, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 182,  5,  9,   80, 1, 3, 355127, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 286,  7,  7,   80, 1, 3, 381706, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 522,  4, 12,   80, 1, 3, 376203, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,   80, 1, 3, 389216, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,   80, 1, 3, 389091, 9161.15, 219, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   8,  5,  9,   80, 1, 3, 355208, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 449,  8,  6,   80, 1, 3, 375740, 9161.15, 91, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 389,  6,  8,   80, 1, 3, 375980, 9161.15, 85, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,   80, 1, 3, 355131, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,   80, 1, 3, 355108, 9161.15, 85, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  18,  7,  7,   80, 1, 3, 381654, 9161.15, 24, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,   80, 1, 3, 388813, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 372,  8,  6,   80, 1, 3, 375917, 9161.15, 16, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  39,  5,  9,   80, 1, 3, 355098, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,   80, 1, 3, 389169, 9161.15, 48, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,   80, 1, 3, 388959, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 364,  8,  6,   80, 1, 3, 375938, 9161.15, 54, 0.00, 1: 53; 2: 9; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 353,  5,  9,   80, 1, 3, 355001, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  71,  9,  5,   80, 1, 3, 355192, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 510,  4, 11,   80, 1, 3, 347182, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 516,  7,  7,   80, 1, 3, 381638, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  87,  7,  7,   80, 1, 3, 382004, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 461,  9,  5,   80, 1, 3, 355119, 9161.15, 85, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 254,  7,  7,   80, 1, 3, 381890, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 403,  8,  6,   80, 1, 3, 375370, 9161.15, 238, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 519,  6,  8,   80, 1, 3, 375467, 9161.15, 0, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  67,  4, 12,   80, 1, 3, 375550, 9161.15, 238, 0.00, 1: 51; 2: 13; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,   80, 1, 3, 375461, 9161.15, 0, 0.00, 1: 52; 2: 11; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 765,  5, 10,   81, 1, 3, 389093, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 995,  4, 12,   81, 1, 3, 375761, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 759,  4, 11,   81, 1, 3, 347182, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,   81, 1, 3, 375779, 9161.15, 24, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 767,  4, 12,   81, 1, 3, 375395, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 329,  4, 12,   81, 1, 3, 375814, 9161.15, 90, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 278,  5,  9,   81, 1, 3, 355039, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 696,  5, 10,   81, 1, 3, 389219, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,   81, 1, 3, 355191, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 675,  4, 12,   81, 1, 3, 376040, 9161.15, 0, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 386,  9,  5,   81, 1, 3, 355304, 9161.15, 24, 0.00, 1: 53; 2: 8; 3: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 677,  9,  5,   81, 1, 3, 355109, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 373,  9,  5,   81, 1, 3, 355028, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,   81, 1, 3, 388919, 9161.15, 68, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 687,  5, 10,   81, 1, 3, 389191, 9161.15, 121, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 361,  6,  8,   81, 1, 3, 375879, 9161.15, 65, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 692,  4, 12,   81, 1, 3, 375838, 9161.15, 95, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 693,  5,  9,   81, 1, 3, 354984, 9161.15, 69, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 754,  5,  9,   81, 1, 3, 355106, 9161.15, 97, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 349,  7,  7,   81, 1, 3, 382354, 9161.15, 85, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 701,  4, 12,   81, 1, 3, 375838, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 704,  4, 12,   81, 1, 3, 375156, 9161.15, 128, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 821,  4, 12,   81, 1, 3, 375756, 9161.15, 0, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,   81, 1, 3, 388613, 9161.15, 85, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 718,  8,  6,   81, 1, 3, 375770, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 724,  4, 11,   81, 1, 3, 347182, 9161.15, 219, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 323,  9,  5,   81, 1, 3, 354929, 9161.15, 238, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 297,  6,  8,   81, 1, 3, 375734, 9161.15, 65, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 295,  6,  8,   81, 1, 3, 375581, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 922,  7,  7,   81, 1, 3, 381898, 9161.15, 24, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,   81, 1, 3, 355135, 9161.15, 144, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 136,  9,  5,   81, 1, 3, 354940, 9161.15, 112, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 877,  4, 12,   81, 1, 3, 375680, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 130,  4, 11,   81, 1, 3, 347182, 9161.15, 144, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,   81, 1, 3, 375777, 9161.15, 80, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 888,  5,  9,   81, 1, 3, 355147, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 111,  5,  9,   81, 1, 3, 355054, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 104,  7,  7,   81, 1, 3, 382372, 9161.15, 32, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 902,  4, 12,   81, 1, 3, 375903, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  96,  5, 10,   81, 1, 3, 388466, 9161.15, 5, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  95,  5,  9,   81, 1, 3, 355139, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  75,  4, 12,   81, 1, 3, 375991, 9161.15, 238, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 997,  4, 11,   81, 1, 3, 347182, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  64,  4, 12,   81, 1, 3, 375958, 9161.15, 96, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 929,  9,  5,   81, 1, 3, 355105, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 933,  4, 12,   81, 1, 3, 375448, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 959,  5,  9,   81, 1, 3, 355134, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  21,  4, 12,   81, 1, 3, 375626, 9161.15, 85, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,   81, 1, 3, 382338, 9161.15, 97, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  16,  9,  5,   81, 1, 3, 355133, 9161.15, 192, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,   81, 1, 3, 375732, 9161.15, 127, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 970,  4, 11,   81, 1, 3, 347182, 9161.15, 144, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 972,  4, 12,   81, 1, 3, 375939, 9161.15, 219, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,   2,  8,  6,   81, 1, 3, 375459, 9161.15, 133, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 177,  8,  6,   81, 1, 3, 375564, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 256,  4, 12,   81, 1, 3, 376116, 9161.15, 64, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,   81, 1, 3, 388230, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 243,  7,  7,   81, 1, 3, 381919, 9161.15, 0, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 240,  8,  6,   81, 1, 3, 375715, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 235,  4, 12,   81, 1, 3, 375166, 9161.15, 95, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,   81, 1, 3, 375879, 9161.15, 0, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,   81, 1, 3, 389216, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 206,  7,  7,   81, 1, 3, 382337, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   0,  6,  8,   81, 1, 3, 375921, 9161.15, 0, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 832,  8,  6,   81, 1, 3, 375792, 9161.15, 112, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 836,  4, 11,   81, 1, 3, 347182, 9161.15, 219, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 838,  5,  9,   81, 1, 3, 355013, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,   81, 1, 3, 381975, 9161.15, 24, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 162,  6,  8,   81, 1, 3, 375518, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,   81, 1, 3, 388868, 9161.15, 7, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 853,  6,  8,   81, 1, 3, 376207, 9161.15, 85, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 159,  4, 11,   81, 1, 3, 347182, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 855,  4, 12,   81, 1, 3, 375979, 9161.15, 0, 0.00, 1: 51; 2: 12; 3: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,   81, 1, 3, 376199, 9161.15, 219, 0.00, 1: 50; 2: 14; 3: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 154,  4, 11,   81, 1, 3, 347182, 9161.15, 24, 0.00, 1: 52; 2: 10; 3: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,   81, 1, 3, 375709, 9161.15, 98, 0.00, 1: 50; 2: 14; 3: 1; 
